fips,year,ma_total_from_plans,sumsq_enroll,hhi,ma_enrollment,eligibles,ma_share,ma_share_clipped
04027,2014,5686.0,17344806.0,0.5364827174853195,5735.0,29110.0,0.1970113363105462,0.1970113363105462
05001,2014,427.0,72785.0,0.39919595895332066,441.0,4085.0,0.10795593635250918,0.10795593635250918
05003,2014,639.0,119459.0,0.2925614896123393,610.0,4967.0,0.12281054962754177,0.12281054962754177
05005,2014,3424.0,5203750.0,0.44386296701677,3755.0,14321.0,0.2622023601703792,0.2622023601703792
05007,2014,10603.0,33807679.0,0.30071689835183996,10881.0,35857.0,0.3034553922525588,0.3034553922525588
05009,2014,1992.0,1848674.0,0.46588815099756453,2085.0,9346.0,0.2230900920179756,0.2230900920179756
05011,2014,255.0,22343.0,0.3436063052672049,239.0,2546.0,0.09387274155538099,0.09387274155538099
05013,2014,121.0,8833.0,0.6033057851239669,137.0,1191.0,0.11502938706968933,0.11502938706968933
05015,2014,1693.0,899409.0,0.3137930444982275,1796.0,6575.0,0.2731558935361217,0.2731558935361217
05017,2014,311.0,48445.0,0.5008736468812357,270.0,2694.0,0.10022271714922049,0.10022271714922049
05019,2014,749.0,148887.0,0.2653952488498238,791.0,4338.0,0.18234209313047486,0.18234209313047486
05021,2014,439.0,94327.0,0.48944847733251695,479.0,4089.0,0.11714355588163365,0.11714355588163365
05023,2014,756.0,111742.0,0.19551174379216707,907.0,7444.0,0.12184309511015583,0.12184309511015583
05025,2014,209.0,19143.0,0.4382454614134292,212.0,1909.0,0.11105290728129912,0.11105290728129912
05027,2014,589.0,162087.0,0.4672158791194537,590.0,5079.0,0.11616459933057688,0.11616459933057688
05029,2014,850.0,220734.0,0.30551418685121107,953.0,4900.0,0.19448979591836735,0.19448979591836735
05031,2014,2420.0,1478820.0,0.2525134895157435,2381.0,16676.0,0.14278004317582155,0.14278004317582155
05033,2014,4582.0,6296214.0,0.29989505934919647,4594.0,12349.0,0.3720139282532999,0.3720139282532999
05035,2014,1243.0,417861.0,0.2704516167448411,1277.0,8289.0,0.15405959705633973,0.15405959705633973
05037,2014,635.0,180365.0,0.44730609461218923,648.0,3794.0,0.17079599367422246,0.17079599367422246
05039,2014,363.0,47179.0,0.358043242340763,374.0,1912.0,0.19560669456066945,0.19560669456066945
05041,2014,246.0,31826.0,0.5259105030074691,275.0,2767.0,0.09938561619082038,0.09938561619082038
05043,2014,326.0,84756.0,0.7975083744213181,333.0,3521.0,0.09457540471456972,0.09457540471456972
05045,2014,1414.0,596710.0,0.2984451304293897,1574.0,16682.0,0.09435319506054429,0.09435319506054429
05047,2014,1064.0,318614.0,0.28143726327095936,1108.0,3882.0,0.2854198866563627,0.2854198866563627
05049,2014,655.0,120695.0,0.28132393217178486,717.0,3355.0,0.21371087928464977,0.21371087928464977
05051,2014,4867.0,5366653.0,0.22655874112497845,5233.0,25813.0,0.2027273079456088,0.2027273079456088
05053,2014,448.0,52556.0,0.26185825892857145,507.0,3532.0,0.14354473386183467,0.14354473386183467
05055,2014,1646.0,603466.0,0.22273739940265366,1687.0,8841.0,0.19081551860649248,0.19081551860649248
05057,2014,746.0,237870.0,0.4274270640915984,743.0,4355.0,0.1706084959816303,0.1706084959816303
05059,2014,1120.0,322664.0,0.25722576530612246,1151.0,7127.0,0.16149852672933912,0.16149852672933912
05061,2014,460.0,73532.0,0.3475047258979206,475.0,2958.0,0.1605814739688979,0.1605814739688979
05063,2014,768.0,174778.0,0.2963222927517361,817.0,8022.0,0.10184492645225629,0.10184492645225629
05065,2014,557.0,82825.0,0.2669629877936754,629.0,3736.0,0.16836188436830835,0.16836188436830835
05067,2014,335.0,39119.0,0.34857652038315884,363.0,3927.0,0.09243697478991597,0.09243697478991597
05069,2014,3112.0,2592470.0,0.26769148862352216,3228.0,14551.0,0.22184042333860216,0.22184042333860216
05071,2014,1210.0,597812.0,0.40831363977870366,1261.0,5323.0,0.23689648694345294,0.23689648694345294
05073,2014,178.0,17642.0,0.5568110087110213,200.0,1741.0,0.11487650775416428,0.11487650775416428
05075,2014,596.0,155668.0,0.43823476419981083,645.0,4264.0,0.15126641651031894,0.15126641651031894
05077,2014,460.0,65936.0,0.31160680529300566,481.0,1997.0,0.24086129193790687,0.24086129193790687
05079,2014,330.0,42790.0,0.3929292929292929,336.0,2325.0,0.14451612903225808,0.14451612903225808
05081,2014,351.0,62213.0,0.5049715505555962,362.0,2972.0,0.12180349932705249,0.12180349932705249
05083,2014,1340.0,505294.0,0.28140677210960124,1342.0,5421.0,0.24755580151263604,0.24755580151263604
05085,2014,1632.0,500066.0,0.18775305771818532,1757.0,11270.0,0.15590062111801242,0.15590062111801242
05087,2014,966.0,439854.0,0.47136170158044316,994.0,3478.0,0.28579643473260496,0.28579643473260496
05089,2014,1198.0,504846.0,0.351759053068414,1322.0,5053.0,0.2616267563823471,0.2616267563823471
05091,2014,1346.0,598796.0,0.3305131709384915,1435.0,7998.0,0.17941985496374094,0.17941985496374094
05093,2014,1525.0,1343187.0,0.5775595807578607,1502.0,8425.0,0.17827893175074183,0.17827893175074183
05095,2014,337.0,53715.0,0.47297237802569364,377.0,1992.0,0.1892570281124498,0.1892570281124498
05097,2014,377.0,26551.0,0.1868091663207368,384.0,2497.0,0.1537845414497397,0.1537845414497397
05099,2014,425.0,88241.0,0.48853148788927336,459.0,2091.0,0.21951219512195122,0.21951219512195122
05101,2014,493.0,115885.0,0.4767968598924497,528.0,2270.0,0.23259911894273128,0.23259911894273128
05103,2014,1497.0,520857.0,0.2324207533303079,1493.0,6003.0,0.24870897884391138,0.24870897884391138
05105,2014,393.0,49841.0,0.32270199224339424,436.0,2477.0,0.17601937828017764,0.17601937828017764
05107,2014,871.0,285149.0,0.37586816425687514,864.0,4284.0,0.20168067226890757,0.20168067226890757
05109,2014,348.0,36470.0,0.3011461223411283,361.0,2582.0,0.13981409759876065,0.13981409759876065
05111,2014,979.0,297837.0,0.31075152252459987,957.0,5665.0,0.16893203883495145,0.16893203883495145
05113,2014,528.0,88638.0,0.31794507575757575,599.0,5281.0,0.11342548759704602,0.11342548759704602
05115,2014,2286.0,1508874.0,0.28873572561959937,2324.0,11543.0,0.20133414190418436,0.20133414190418436
05117,2014,189.0,16107.0,0.45091122868900646,232.0,2036.0,0.11394891944990176,0.11394891944990176
05119,2014,10619.0,20139905.0,0.17860358668022794,11817.0,67625.0,0.1747430683918669,0.1747430683918669
05121,2014,1055.0,247477.0,0.22234630848363693,1076.0,4521.0,0.23800044238000442,0.23800044238000442
05123,2014,941.0,266059.0,0.3004683330302965,1011.0,4788.0,0.2111528822055138,0.2111528822055138
05125,2014,2983.0,2102353.0,0.23626485945781261,3512.0,22111.0,0.15883496901994482,0.15883496901994482
05127,2014,644.0,113186.0,0.2729109602252999,716.0,2572.0,0.27838258164852253,0.27838258164852253
05129,2014,454.0,69362.0,0.33651924159211316,498.0,2381.0,0.20915581688366233,0.20915581688366233
05131,2014,6708.0,12790034.0,0.2842402595855606,6731.0,23391.0,0.28776024966867597,0.28776024966867597
05133,2014,269.0,32669.0,0.45147247826868064,270.0,2794.0,0.09663564781675017,0.09663564781675017
05135,2014,1063.0,317653.0,0.2811165616047874,1160.0,5806.0,0.19979331725800895,0.19979331725800895
05137,2014,498.0,88098.0,0.355228141481589,515.0,3848.0,0.13383575883575882,0.13383575883575882
05139,2014,1220.0,850594.0,0.5714821284600914,1220.0,9448.0,0.12912785774767147,0.12912785774767147
05141,2014,852.0,188912.0,0.260243778791686,926.0,4948.0,0.18714632174616005,0.18714632174616005
05143,2014,5650.0,9471628.0,0.2967069621740152,6196.0,28432.0,0.21792346651660102,0.21792346651660102
05145,2014,2045.0,1454387.0,0.34777099610834467,2162.0,15094.0,0.1432357228037631,0.1432357228037631
05147,2014,155.0,12011.0,0.4999375650364204,199.0,1828.0,0.10886214442013128,0.10886214442013128
05149,2014,740.0,138408.0,0.25275383491599707,739.0,4540.0,0.16277533039647576,0.16277533039647576
06001,2014,61461.0,1820012837.0,0.48180933135845955,91142.0,210964.0,0.43202631728636165,0.43202631728636165
06003,2014,0.0,0.0,,15.0,225.0,0.06666666666666667,0.06666666666666667
06005,2014,1152.0,663602.0,0.5000376760223766,1880.0,9695.0,0.19391438886023724,0.19391438886023724
06007,2014,0.0,0.0,,637.0,45439.0,0.014018794427694272,0.014018794427694272
06009,2014,880.0,774400.0,1.0,1561.0,11749.0,0.13286237126563963,0.13286237126563963
06011,2014,125.0,15625.0,1.0,213.0,3216.0,0.06623134328358209,0.06623134328358209
06013,2014,49849.0,1137661779.0,0.4578258039011007,76310.0,168647.0,0.45248358998381233,0.45248358998381233
06015,2014,367.0,134689.0,1.0,428.0,5382.0,0.07952434039390562,0.07952434039390562
06017,2014,6890.0,25782978.0,0.5431185475258099,10989.0,35680.0,0.30798766816143497,0.30798766816143497
06019,2014,29495.0,215097485.0,0.2472512702596321,34012.0,120682.0,0.2818315904608807,0.2818315904608807
06021,2014,0.0,0.0,,44.0,5167.0,0.008515579640023224,0.008515579640023224
06023,2014,633.0,383357.0,0.9567445075856836,803.0,25113.0,0.0319754708716601,0.0319754708716601
06025,2014,2439.0,5948721.0,1.0,2413.0,26267.0,0.09186431644268474,0.09186431644268474
06027,2014,0.0,0.0,,55.0,4154.0,0.013240250361097737,0.013240250361097737
06029,2014,28841.0,181961097.0,0.21875496425217875,35894.0,101884.0,0.3523026186643634,0.3523026186643634
06031,2014,1581.0,1527293.0,0.6110244959014803,1770.0,15010.0,0.11792138574283811,0.11792138574283811
06033,2014,0.0,0.0,,651.0,15894.0,0.04095885239713099,0.04095885239713099
06035,2014,0.0,0.0,,81.0,4503.0,0.01798800799467022,0.01798800799467022
06037,2014,1161883.0,179425097597.0,0.1329102259527243,561173.0,1300353.0,0.4315543548559507,0.4315543548559507
06039,2014,5046.0,11872250.0,0.4662711457288153,6823.0,21490.0,0.31749651000465334,0.31749651000465334
06041,2014,13151.0,160618513.0,0.928705559514113,18301.0,51503.0,0.3553385239694775,0.3553385239694775
06043,2014,58.0,3364.0,1.0,180.0,4482.0,0.040160642570281124,0.040160642570281124
06045,2014,923.0,427705.0,0.5020430106264724,1367.0,19668.0,0.0695037624567826,0.0695037624567826
06047,2014,2015.0,2098933.0,0.5169499227259573,2508.0,31553.0,0.07948531043007004,0.07948531043007004
06049,2014,158.0,24964.0,1.0,180.0,2413.0,0.07459593866556154,0.07459593866556154
06051,2014,0.0,0.0,,32.0,1341.0,0.023862788963460103,0.023862788963460103
06053,2014,442.0,195364.0,1.0,892.0,55395.0,0.016102536329993682,0.016102536329993682
06055,2014,6033.0,25384385.0,0.6974289894447327,9649.0,25972.0,0.3715154782073002,0.3715154782073002
06057,2014,1828.0,3341584.0,1.0,3811.0,24724.0,0.15414172464002587,0.15414172464002587
06059,2014,198675.0,5812012839.0,0.14724485260338607,200534.0,426617.0,0.4700562799888425,0.4700562799888425
06061,2014,19443.0,175094623.0,0.4631762232339243,30684.0,68804.0,0.4459624440439509,0.4459624440439509
06063,2014,166.0,27556.0,1.0,394.0,5456.0,0.07221407624633432,0.07221407624633432
06065,2014,180368.0,5368087088.0,0.1650063180607314,162571.0,308803.0,0.5264553777003462,0.5264553777003462
06067,2014,64240.0,1293073424.0,0.3133373177173396,96056.0,217588.0,0.4414581686490064,0.4414581686490064
06069,2014,0.0,0.0,,284.0,7109.0,0.03994935996623998,0.03994935996623998
06071,2014,137304.0,2442545862.0,0.12956161352622111,131596.0,246844.0,0.5331140315340863,0.5331140315340863
06073,2014,171427.0,6278013263.0,0.2136307567452283,189069.0,445717.0,0.4241906860182582,0.4241906860182582
06075,2014,34150.0,326777588.0,0.28020175223853083,50614.0,133426.0,0.37934135775635935,0.37934135775635935
06077,2014,25801.0,205579043.0,0.308820244526414,32259.0,95136.0,0.3390829969727548,0.3390829969727548
06079,2014,3727.0,6915965.0,0.4978906850847797,5723.0,52318.0,0.10938873810160939,0.10938873810160939
06081,2014,34510.0,430967916.0,0.36187203369842025,47128.0,113232.0,0.4162074325279073,0.4162074325279073
06083,2014,6598.0,32272628.0,0.7413268150277657,9532.0,67335.0,0.14156085245414718,0.14156085245414718
06085,2014,64601.0,1869970867.0,0.4480808247249961,87350.0,238219.0,0.3666794000478551,0.3666794000478551
06087,2014,1548.0,826130.0,0.3447517510299194,3377.0,40185.0,0.08403633196466344,0.08403633196466344
06089,2014,1885.0,3553225.0,1.0,2356.0,43247.0,0.05447776724397068,0.05447776724397068
06091,2014,0.0,0.0,,18.0,814.0,0.022113022113022112,0.022113022113022112
06093,2014,808.0,652864.0,1.0,926.0,11766.0,0.07870134285228625,0.07870134285228625
06095,2014,17679.0,191551107.0,0.6128712861498503,29092.0,64397.0,0.4517601751634393,0.4517601751634393
06097,2014,25621.0,465236773.0,0.7087317384096761,34711.0,88895.0,0.39047190505652735,0.39047190505652735
06099,2014,27306.0,174507626.0,0.23404439162165955,31260.0,75280.0,0.41524973432518597,0.41524973432518597
06101,2014,137.0,18769.0,1.0,350.0,15292.0,0.022887784462464034,0.022887784462464034
06103,2014,0.0,0.0,,157.0,13863.0,0.011325110005049412,0.011325110005049412
06105,2014,145.0,21025.0,1.0,196.0,3531.0,0.055508354573775134,0.055508354573775134
06107,2014,6240.0,16423522.0,0.4217908140203813,6691.0,55015.0,0.12162137598836681,0.12162137598836681
06109,2014,0.0,0.0,,511.0,14072.0,0.036313246162592384,0.036313246162592384
06111,2014,37956.0,377265914.0,0.26187056939240017,36710.0,124542.0,0.2947600006423536,0.2947600006423536
06113,2014,7742.0,15195568.0,0.25351905327595103,11955.0,26032.0,0.4592424708051629,0.4592424708051629
06115,2014,313.0,97969.0,1.0,584.0,10997.0,0.05310539237973993,0.05310539237973993
08001,2014,21735.0,167544769.0,0.354659489006615,26774.0,51396.0,0.5209354813604171,0.5209354813604171
08003,2014,552.0,81174.0,0.2664028040327662,619.0,2463.0,0.25131952902963867,0.25131952902963867
08005,2014,26909.0,251157317.0,0.34685720297796413,33574.0,76689.0,0.43779420777425704,0.43779420777425704
08007,2014,285.0,51713.0,0.6366635887965528,377.0,2835.0,0.1329805996472663,0.1329805996472663
08011,2014,13.0,169.0,1.0,48.0,982.0,0.048879837067209775,0.048879837067209775
08013,2014,12306.0,48656176.0,0.3212951369631787,14833.0,40437.0,0.36681751860919454,0.36681751860919454
08014,2014,3040.0,3655084.0,0.39550337603878116,3821.0,7709.0,0.4956544298871449,0.4956544298871449
08015,2014,536.0,105910.0,0.3686441857874805,791.0,4484.0,0.1764049955396967,0.1764049955396967
08017,2014,0.0,0.0,,14.0,320.0,0.04375,0.04375
08019,2014,331.0,40431.0,0.36902729986035177,513.0,1504.0,0.3410904255319149,0.3410904255319149
08021,2014,449.0,67301.0,0.33383266948080614,512.0,1660.0,0.30843373493975906,0.30843373493975906
08023,2014,249.0,18355.0,0.29604361219980324,285.0,1023.0,0.2785923753665689,0.2785923753665689
08025,2014,64.0,2248.0,0.548828125,100.0,749.0,0.13351134846461948,0.13351134846461948
08027,2014,147.0,10385.0,0.4805867925401453,216.0,1238.0,0.17447495961227788,0.17447495961227788
08029,2014,1571.0,1135493.0,0.4600786615781504,1943.0,7652.0,0.2539205436487193,0.2539205436487193
08031,2014,31834.0,269660262.0,0.26609366071733026,39360.0,80559.0,0.48858600528804974,0.48858600528804974
08033,2014,25.0,625.0,1.0,56.0,473.0,0.11839323467230443,0.11839323467230443
08035,2014,10216.0,35501912.0,0.340165272709322,12605.0,31287.0,0.402882986543932,0.402882986543932
08037,2014,210.0,44100.0,1.0,279.0,4060.0,0.0687192118226601,0.0687192118226601
08039,2014,647.0,129857.0,0.3102107216997246,937.0,3287.0,0.2850623668999087,0.2850623668999087
08041,2014,23158.0,201413768.0,0.3755666800058932,24855.0,85860.0,0.2894828791055206,0.2894828791055206
08043,2014,2672.0,2072872.0,0.29033512316683996,3007.0,10532.0,0.2855108241549563,0.2855108241549563
08045,2014,573.0,328329.0,1.0,707.0,6412.0,0.11026200873362445,0.11026200873362445
08047,2014,170.0,15326.0,0.5303114186851211,266.0,741.0,0.358974358974359,0.358974358974359
08049,2014,125.0,5419.0,0.346816,225.0,1951.0,0.11532547411583803,0.11532547411583803
08051,2014,29.0,841.0,1.0,103.0,1860.0,0.0553763440860215,0.0553763440860215
08053,2014,0.0,0.0,,17.0,203.0,0.08374384236453201,0.08374384236453201
08055,2014,238.0,17780.0,0.3138902619871478,350.0,2048.0,0.1708984375,0.1708984375
08057,2014,0.0,0.0,,,299.0,,
08059,2014,37680.0,570614032.0,0.40190245491140053,47256.0,88332.0,0.5349816601005298,0.5349816601005298
08061,2014,0.0,0.0,,,316.0,,
08063,2014,11.0,121.0,1.0,51.0,1427.0,0.035739313244569026,0.035739313244569026
08065,2014,0.0,0.0,,67.0,814.0,0.08230958230958231,0.08230958230958231
08067,2014,614.0,376996.0,1.0,845.0,8083.0,0.10454039341828529,0.10454039341828529
08069,2014,11875.0,40385699.0,0.286391660498615,13003.0,48025.0,0.27075481520041644,0.27075481520041644
08071,2014,442.0,140706.0,0.7202248111218034,588.0,3503.0,0.16785612332286612,0.16785612332286612
08073,2014,0.0,0.0,,50.0,956.0,0.05230125523012552,0.05230125523012552
08075,2014,301.0,74341.0,0.8205317822099094,425.0,3773.0,0.11264245958123509,0.11264245958123509
08077,2014,8673.0,49232861.0,0.6545101430480871,10309.0,27616.0,0.3732980880648899,0.3732980880648899
08079,2014,0.0,0.0,,25.0,211.0,0.11848341232227488,0.11848341232227488
08081,2014,74.0,5476.0,1.0,118.0,1884.0,0.06263269639065817,0.06263269639065817
08083,2014,481.0,231361.0,1.0,581.0,5314.0,0.10933383515242755,0.10933383515242755
08085,2014,1764.0,1708322.0,0.5490002879458662,2082.0,9182.0,0.2267479851884121,0.2267479851884121
08087,2014,275.0,39083.0,0.5168,381.0,4516.0,0.08436669619131976,0.08436669619131976
08089,2014,487.0,111717.0,0.4710438548039584,667.0,4271.0,0.15616951533598689,0.15616951533598689
08091,2014,90.0,8100.0,1.0,156.0,1051.0,0.14843006660323502,0.14843006660323502
08093,2014,491.0,72255.0,0.29971254474637155,701.0,2618.0,0.2677616501145913,0.2677616501145913
08095,2014,0.0,0.0,,16.0,883.0,0.01812004530011325,0.01812004530011325
08097,2014,43.0,1849.0,1.0,100.0,2367.0,0.04224757076468103,0.04224757076468103
08099,2014,12.0,144.0,1.0,60.0,2225.0,0.02696629213483146,0.02696629213483146
08101,2014,8838.0,23552322.0,0.3015266729931096,10875.0,32836.0,0.331191375319771,0.331191375319771
08103,2014,67.0,4489.0,1.0,158.0,970.0,0.16288659793814433,0.16288659793814433
08105,2014,652.0,184062.0,0.4329811057999925,658.0,2721.0,0.2418228592429254,0.2418228592429254
