fips,year,n_plans,bid_mean_unweighted,w_sum,wx_sum,bid_mean_weighted
18153,2018,150,806.8117333333333,697.0,527545.8099999999,756.8806456241032
18155,2018,148,811.6872297297298,334.0,250786.56,750.8579640718563
18157,2018,175,788.3008571428571,5429.0,3612412.73,665.3919193221587
18159,2018,158,799.4178481012658,961.0,736207.72,766.0850364203953
18161,2018,148,811.7985135135135,237.0,176137.51,743.1962447257384
18163,2018,187,783.035614973262,10362.0,7426363.84,716.6921289326385
18165,2018,168,801.5172619047619,545.0,404354.33999999997,741.9345688073394
18167,2018,168,792.9119047619048,3835.0,2785834.13,726.4235019556714
18169,2018,156,806.515,3322.0,2364679.2,711.8239614689946
18171,2018,163,804.360245398773,259.0,182179.66999999998,703.3964092664093
18173,2018,160,802.738375,3026.0,2179460.1399999997,720.2445935228022
18175,2018,148,808.5793243243244,1581.0,1160335.6300000001,733.9251296647692
18177,2018,152,805.6857894736843,1875.0,1470584.6400000001,784.311808
18179,2018,164,801.3315243902439,2439.0,1670267.25,684.8164206642066
18181,2018,162,796.0987654320987,1095.0,753351.9500000001,687.9926484018265
18183,2018,165,798.9167272727274,3578.0,2509313.21,701.3172750139743
19001,2018,142,814.3136619718309,144.0,93145.76,646.8455555555555
19003,2018,139,815.7835971223021,13.0,10155.470000000001,781.19
19005,2018,142,813.1380281690141,405.0,313348.77,773.7006666666667
19007,2018,146,808.886301369863,626.1111111111111,429928.4166666667,686.6647293700089
19009,2018,140,817.9851428571428,25.0,19529.75,781.19
19011,2018,151,801.923642384106,1158.0,771689.43,666.3984715025907
19013,2018,157,801.5258598726115,8578.0,6412710.949999999,747.5764688738633
19015,2018,148,805.3372297297298,946.0,633022.95,669.1574524312896
19017,2018,148,805.2195270270271,1166.0,893534.49,766.3246054888508
19019,2018,147,806.1672789115646,1193.0,889286.9099999999,745.4207124895221
19021,2018,143,810.6067132867132,186.0,128254.09,689.5381182795699
19023,2018,149,805.0708724832215,655.0,482644.19999999995,736.8613740458014
19025,2018,142,814.4680281690141,128.0,89603.92000000001,700.0306250000001
19027,2018,148,805.6228378378378,344.0,223711.71,650.324738372093
19029,2018,141,813.4204255319149,321.0,209951.96999999997,654.0559813084111
19031,2018,146,806.7286986301369,749.0,491623.22,656.3727903871828
19033,2018,141,811.135390070922,472.0,335860.43,711.5687076271187
19035,2018,141,812.5960992907802,299.0,205173.52000000002,686.1990635451506
19037,2018,141,813.0658156028369,222.0,167641.48,755.1418018018019
19039,2018,142,812.1873943661972,214.0,139824.72999999998,653.3865887850467
19041,2018,139,812.7830935251799,42.0,28966.980000000003,689.69
19043,2018,149,806.0971140939597,490.0,369690.37,754.4701428571428
19045,2018,153,804.6608496732026,2037.0,1334177.72,654.9718802160039
19047,2018,138,813.4880434782609,298.0,197544.37,662.9005704697986
19049,2018,154,800.2825324675324,2414.0,1638091.48,678.5797348798675
19051,2018,142,812.6088028169014,278.0,208152.65,748.7505395683453
19053,2018,141,812.2729078014185,210.0,140096.24,667.1249523809523
19055,2018,148,805.200472972973,605.0,409901.62,677.5233388429752
19057,2018,145,810.4927586206896,1024.0,648050.4099999999,632.8617285156249
19059,2018,146,807.7899315068494,224.0,156784.47999999998,699.9307142857142
19061,2018,150,805.0816,2644.0,2268503.21,857.9815468986384
19063,2018,139,815.5620863309352,62.0,50674.85,817.3362903225806
19065,2018,151,803.387880794702,813.0,572096.1,703.6852398523985
19067,2018,145,808.8289655172414,277.0,210096.94,758.4727075812275
19069,2018,139,814.8826618705036,65.0,43929.0,675.8307692307692
19071,2018,141,814.4441134751772,170.0,112479.88,661.6463529411765
19073,2018,144,807.2823611111112,338.0,212761.39,629.4715680473373
19075,2018,147,807.6771428571428,537.0,384369.23,715.7713780260707
19077,2018,143,810.8662237762237,492.0,327622.43,665.8992479674797
19079,2018,146,807.2722602739726,357.0,236670.11,662.9414845938375
19081,2018,141,815.5152482269503,52.0,40859.38,785.7573076923077
19083,2018,147,805.8633333333333,377.0,243426.57,645.6938196286472
19085,2018,144,814.0118055555555,315.0,207893.04,659.9779047619048
19087,2018,146,807.2823972602739,363.0,241509.41,665.3151790633609
19089,2018,140,810.8620714285714,0.0,0.0,
19091,2018,143,812.3045454545455,101.0,81211.07,804.07
19093,2018,145,810.6019310344827,128.0,86033.28,672.135
19095,2018,148,804.4705405405406,575.5,371856.235,646.1446307558645
19097,2018,148,806.7592567567567,621.25,456510.6725,734.8260321931589
19099,2018,152,802.0100657894736,1554.0,1038931.8799999999,668.5533333333333
19101,2018,147,807.9444897959183,554.0,354196.18,639.3432851985559
19103,2018,157,800.1173885350318,3353.0,2243752.92,669.177727408291
19105,2018,151,803.7503973509934,921.0,607070.87,659.1431813246471
19107,2018,145,809.3231034482759,396.0,259201.13,654.548308080808
19109,2018,140,816.2439285714286,64.0,53424.0,834.75
19111,2018,148,808.055472972973,492.0,406280.78,825.773943089431
19113,2018,172,792.448023255814,11821.0,7727044.640000001,653.6709787666018
19115,2018,147,809.8436734693878,350.0,239895.90000000002,685.4168571428572
19117,2018,145,810.4015172413793,330.0,214899.59,651.2108787878788
19119,2018,140,812.5585,141.0,95246.58,675.5076595744681
19121,2018,147,808.8125170068028,665.0,443646.02999999997,667.1368872180451
19123,2018,147,807.7214965986394,707.0,470133.99,664.9702828854314
19125,2018,145,808.8917931034482,929.0,619056.9299999999,666.3691388589881
19127,2018,151,801.8409271523178,1602.0,1010761.2799999999,630.9371285892634
19129,2018,145,811.8050344827586,411.0,270379.39,657.857396593674
19131,2018,138,814.5205072463768,33.0,19971.600000000002,605.2
19133,2018,142,809.297323943662,451.8888888888889,297256.9211111111,657.8097590361446
19135,2018,144,811.0320833333333,339.1666666666667,247362.57499999998,729.3245454545454
19137,2018,139,813.5046043165468,259.0,165808.58,640.1875675675675
19139,2018,152,801.6782236842105,1934.0,1373798.67,710.3405739400206
19141,2018,138,813.6078260869566,163.0,110079.87,675.3366257668712
19143,2018,138,813.7718840579711,59.0,40762.8,690.8949152542374
19145,2018,140,815.2555714285714,311.0,209812.7,674.6389067524116
19147,2018,138,814.4368115942029,26.0,21703.5,834.75
19149,2018,140,811.2440714285714,714.0,462123.74,647.2321288515406
19151,2018,141,813.9916312056738,47.0,37626.45,800.5627659574468
19153,2018,198,773.4021212121212,19365.909090909092,13089728.960909091,675.9160594765872
19155,2018,162,798.5388271604938,4637.0,3069369.0500000003,661.9299223635973
19157,2018,148,806.0926351351352,541.0,362563.49,670.17280961183
19159,2018,140,814.2040714285715,60.75,41750.2325,687.2466255144033
19161,2018,140,816.1505000000001,66.0,52415.5,794.1742424242424
19163,2018,169,794.2665680473372,8777.0,5831600.18,664.4183866924917
19165,2018,139,813.539928057554,229.0,148232.76,647.3046288209607
19167,2018,142,809.1320422535211,318.0,215200.89,676.7323584905661
19169,2018,153,802.5732679738562,1955.0,1257410.51,643.1767314578005
19171,2018,152,801.5653947368421,773.0,527726.44,682.6991461836998
19173,2018,137,816.2218248175183,0.0,0.0,
19175,2018,144,812.9865972222223,256.0,175885.69,687.0534765625
19177,2018,144,813.1256944444444,230.0,150353.47,653.7107391304348
19179,2018,148,808.4082432432432,1755.0,1314881.6099999999,749.2202905982905
19181,2018,154,801.2375974025974,2106.0,1413970.15,671.4008309591643
19183,2018,147,809.8008163265306,633.0,408705.56999999995,645.6644075829383
19185,2018,144,811.0320833333333,224.0,146478.44999999998,653.9216517857142
19187,2018,152,802.6073026315789,1016.0,692058.87,681.1603051181103
19189,2018,139,815.803165467626,85.0,60624.0,713.2235294117647
19191,2018,150,806.4905333333334,632.0,466579.92,738.2593670886075
19193,2018,150,803.0604666666667,4435.0,2847423.6799999997,642.0346516347237
19195,2018,139,813.3692086330935,118.0,84891.71,719.4212711864408
19197,2018,141,812.1876595744682,132.22222222222223,90215.79555555555,682.3043361344537
20001,2018,145,813.413448275862,221.0,165117.27000000002,747.1369683257919
20003,2018,142,815.2965492957746,100.0,74983.31000000001,749.8331000000002
20005,2018,149,811.4647651006711,235.4,175591.902,745.9299150382328
20007,2018,139,815.9351798561152,11.0,9623.130000000001,874.83
20009,2018,145,813.1406206896552,73.0,60467.020000000004,828.3153424657535
20011,2018,152,808.3844078947368,431.0,299733.8,695.4380510440835
20013,2018,144,812.3723611111111,47.44444444444444,38213.87333333334,805.444637002342
20015,2018,165,801.4944242424242,2201.0,1484190.23,674.3254111767378
20017,2018,144,815.1098611111112,0.0,0.0,
20019,2018,144,816.1711805555556,23.666666666666664,20443.79,863.8221126760565
20021,2018,148,811.0531081081081,565.0,393564.57,696.5744601769911
20023,2018,141,815.5191489361702,25.0,19916.75,796.67
20025,2018,139,816.6364028776978,0.0,0.0,
20027,2018,142,816.5108450704225,76.0,64298.600000000006,846.0342105263159
20029,2018,140,817.1092142857142,52.0,43952.05,845.2317307692308
20031,2018,142,812.4857042253522,46.0,39742.85,863.975
20033,2018,137,817.078394160584,0.0,0.0,
20035,2018,152,806.8390131578948,402.0,310538.39,772.4835572139303
20037,2018,155,804.0212903225806,632.0,450138.4,712.2443037974684
20039,2018,141,815.3155319148937,32.0,25493.440000000002,796.6700000000001
20041,2018,140,813.7927142857143,55.0,41306.55,751.0281818181819
20043,2018,141,816.0134751773049,28.0,20117.16,718.47
20045,2018,174,790.7114367816092,2494.0,1808171.3800000001,725.0085725741781
20047,2018,141,814.6229787234042,0.0,0.0,
20049,2018,143,813.7176923076923,29.0,25001.0,862.1034482758621
20051,2018,141,814.7427659574467,105.0,86000.75,819.0547619047619
20053,2018,139,815.5480575539568,21.0,18371.43,874.83
20055,2018,141,813.6520567375886,114.0,94493.53,828.8906140350878
20057,2018,144,812.5763194444445,93.0,80373.1,864.2268817204301
20059,2018,147,812.4351020408163,555.375,420910.75875000004,757.8856785955436
20061,2018,146,812.6737671232877,236.0,191820.22,812.7975423728814
20063,2018,138,817.3395652173913,13.0,11090.56,853.12
20065,2018,140,817.0907857142857,27.0,22413.29,830.1218518518518
20067,2018,137,817.078394160584,27.0,23141.43,857.09
20069,2018,138,817.3395652173913,11.857142857142858,10372.984285714287,874.83
20071,2018,137,817.078394160584,0.0,0.0,
20073,2018,143,815.7625174825174,81.0,65517.92,808.8632098765432
20075,2018,137,817.078394160584,0.0,0.0,
20077,2018,141,816.370780141844,17.0,14872.11,874.83
20079,2018,162,803.8940740740741,1355.0,905656.23,668.3809815498155
20081,2018,137,817.078394160584,0.0,0.0,
20083,2018,138,815.7576811594203,0.0,0.0,
20085,2018,148,809.967027027027,486.0,375188.04,771.9918518518518
20087,2018,153,808.375751633987,636.0,468451.95,736.5596698113208
20089,2018,142,816.0166901408451,25.0,21328.0,853.12
20091,2018,241,760.8682157676349,28382.222222222223,19687231.79888889,693.6465948559348
20093,2018,138,817.3395652173913,0.0,0.0,
20095,2018,144,811.9335416666667,12.0,7715.76,642.98
20097,2018,139,814.4689208633093,0.0,0.0,
20099,2018,146,811.6721917808219,492.2857142857143,348876.8985714286,708.6878380731283
20101,2018,140,817.0907857142857,0.0,0.0,
20103,2018,168,797.7508333333334,2359.0,1678377.61,711.4784272997033
20105,2018,137,817.078394160584,0.0,0.0,
20107,2018,145,811.4159310344827,638.0,454592.46,712.5273667711599
20109,2018,142,816.0969718309859,16.0,12746.720000000001,796.6700000000001
20111,2018,142,812.8911971830986,391.0,278030.65,711.0758312020461
20113,2018,148,812.6405405405405,435.0,349783.24,804.0994022988506
20115,2018,142,813.2317605633804,36.0,25408.440000000002,705.7900000000001
20117,2018,140,816.8773571428571,49.0,40038.44,817.1110204081633
20119,2018,138,817.3395652173913,0.0,0.0,
20121,2018,158,803.2157594936708,1451.5,1028559.89,708.6185945573545
20123,2018,140,817.9715,30.0,25593.6,853.12
20125,2018,148,804.7489189189189,708.0,495231.37,699.479336158192
20127,2018,139,816.1393525179856,12.0,7715.76,642.98
20129,2018,138,817.3395652173913,0.0,0.0,
20131,2018,144,811.4478472222222,29.0,23859.59,822.7444827586207
20133,2018,148,809.5375,138.0,113717.23000000001,824.0378985507247
20135,2018,138,817.3395652173913,0.0,0.0,
20137,2018,141,814.887304964539,26.0,22181.12,853.12
20139,2018,147,809.6864625850341,382.0,267870.0,701.2303664921466
20141,2018,139,816.0409352517986,0.0,0.0,
20143,2018,136,816.6537500000001,15.0,12471.15,831.41
20145,2018,139,816.3908633093525,16.0,13997.28,874.83
20147,2018,140,817.0907857142857,25.0,20537.7,821.508
20149,2018,143,811.9035664335664,333.0,247650.36,743.6947747747747
20151,2018,138,816.3720289855072,15.0,13122.45,874.83
20153,2018,141,816.7123404255319,15.0,11950.050000000001,796.6700000000001
20155,2018,149,806.4052348993289,877.75,692330.035,788.7553802335517
20157,2018,142,817.717323943662,24.0,19120.08,796.6700000000001
20159,2018,140,815.0011428571429,39.0,30640.620000000003,785.6569230769231
20161,2018,149,811.1279194630872,358.0,294903.9,823.7539106145252
20163,2018,140,816.7780714285714,19.0,15136.730000000001,796.6700000000001
20165,2018,138,817.3395652173913,0.0,0.0,
20167,2018,139,816.7010791366906,11.0,9623.130000000001,874.83
20169,2018,143,814.8311888111888,856.0,704451.31,822.9571378504673
20171,2018,140,817.0907857142857,16.0,12746.720000000001,796.6700000000001
20173,2018,221,769.1090497737557,19693.0,13233426.56,671.9863179810085
20175,2018,140,812.5575,28.0,24017.620000000003,857.772142857143
20177,2018,171,789.9661988304093,5353.0,3910095.75,730.4494208854848
20179,2018,139,816.831582733813,11.0,8763.37,796.6700000000001
20181,2018,138,815.9061594202899,12.0,10497.960000000001,874.83
20183,2018,140,817.9715,30.0,25593.6,853.12
20185,2018,138,817.1230434782608,13.0,11372.79,874.83
20187,2018,137,817.078394160584,0.0,0.0,
20189,2018,138,817.3395652173913,12.0,10237.44,853.12
20191,2018,156,807.196217948718,659.0,455973.17,691.9167981790591
20193,2018,141,815.683829787234,37.0,29476.79,796.6700000000001
20195,2018,139,816.29654676259,0.0,0.0,
20197,2018,142,815.3082394366197,149.0,109411.63,734.3062416107383
20199,2018,137,817.078394160584,0.0,0.0,
20201,2018,143,816.1295804195804,33.0,27023.96,818.9078787878788
20203,2018,138,817.3395652173913,0.0,0.0,
20205,2018,145,811.950551724138,66.0,53908.94,816.8021212121213
20207,2018,140,817.9715,15.0,12796.8,853.12
20209,2018,181,790.0176795580111,9910.0,6723414.41,678.4474682139254
21001,2018,157,807.0329299363058,920.0,728978.95,792.3684239130434
21003,2018,155,807.860129032258,1146.0,868864.33,758.1713176265271
21005,2018,157,804.3310191082803,1769.0,1392422.4,787.1240248728094
21007,2018,146,813.4209589041096,371.0,294303.5,793.2708894878706
21009,2018,150,810.0264666666667,2471.0,1945940.47,787.5113193039256
21011,2018,154,806.9263636363637,1016.8333333333333,762632.905,750.0077741353878
21013,2018,144,815.8924305555555,1377.0,1072052.45,778.5420842411038
21015,2018,196,787.4917346938776,8258.0,5816819.53,704.3859929765076
21017,2018,163,799.2825766871166,1651.3333333333333,1210131.2733333334,732.8207145740816
21019,2018,163,800.631226993865,3269.0,2558339.19,782.6060538390946
21021,2018,157,804.8189171974522,2007.0,1556359.5699999998,775.4656552067762
21023,2018,153,806.0630718954249,575.0,449139.16000000003,781.1115826086957
21025,2018,149,812.6477852348994,899.0,695037.55,773.1229699666296
21027,2018,153,808.8088888888889,928.0,728624.07,785.1552478448275
21029,2018,174,794.5087931034483,5392.0,4089953.9,758.5226075667656
21031,2018,158,803.4524050632912,870.0,670862.4299999999,771.1062413793103
21033,2018,152,806.7643421052632,731.0,587389.51,803.5424213406293
21035,2018,155,810.6936129032258,2232.0,1806294.37,809.2716711469535
21037,2018,186,792.8683333333333,6805.571428571428,4831956.177142858,710.0000680115032
21039,2018,145,815.5228275862069,302.0,244895.40999999997,810.911953642384
21041,2018,164,799.697743902439,717.2727272727273,540029.6763636364,752.8930849176173
21043,2018,158,803.189746835443,1880.0,1470831.64,782.3572553191489
21045,2018,152,810.3048026315789,821.0,648062.03,789.3569183922046
21047,2018,154,801.4456493506494,2389.0,1924700.1900000002,805.6509794893261
21049,2018,164,800.8451829268292,2936.25,2147468.23,731.3642332907621
21051,2018,158,805.8839240506329,1510.0,1171298.97,775.6946821192053
21053,2018,148,811.6981756756757,469.0,372384.52999999997,793.9968656716417
21055,2018,153,804.8367320261439,425.0,338334.74,796.0817411764706
21057,2018,153,810.5186928104575,384.0,305336.33,795.1466927083334
21059,2018,162,797.9153086419753,5964.0,4548190.64,762.6074178403755
21061,2018,155,808.3327741935484,852.0,652234.25,765.5331572769953
21063,2018,145,814.6934482758621,631.0,492625.81,780.7065134706814
21065,2018,150,807.2027333333334,917.0,703420.5,767.0888767720829
21067,2018,211,774.0132701421801,16943.0,12516025.040000001,738.7136304078381
21069,2018,148,811.8856756756757,929.0,733016.37,789.038073196986
21071,2018,161,805.1710559006211,2540.0,1968888.8,775.1530708661418
21073,2018,170,794.9281764705883,5576.9,4501004.005,807.0799198479442
21075,2018,149,812.5774496644295,387.3333333333333,313778.73666666663,810.1000086058519
21077,2018,165,799.3147878787879,396.0,286206.75,722.7443181818181
21079,2018,155,805.9267096774194,1002.0,770938.5700000001,769.3997704590819
21081,2018,173,794.8876300578034,2084.0,1454805.8599999999,698.0834261036467
21083,2018,155,806.9784516129032,2661.0,2155422.84,810.004825253664
21085,2018,149,811.4242281879195,1195.0,945283.17,791.0319414225942
21087,2018,152,811.4833552631579,679.0,530719.95,781.6199558173785
21089,2018,161,804.126149068323,2308.0,1821654.29,789.2782885615252
21091,2018,145,813.5084137931035,332.0,261996.50999999998,789.1461144578312
21093,2018,173,797.7921387283237,4285.0,3252080.36,758.9452415402567
21095,2018,158,808.4940506329114,1667.0,1293292.76,775.8204919016197
21097,2018,156,802.7709615384616,1164.0,878380.48,754.6224054982818
21099,2018,156,807.9998076923077,963.0,728817.96,756.8203115264797
21101,2018,159,802.7284276729561,3370.727272727273,2538173.728181818,753.004773989967
21103,2018,154,806.9665584415585,1366.4,1071206.612,783.9626844262294
21105,2018,151,810.6302649006623,287.0,234540.40999999997,817.2139721254355
21107,2018,158,801.7963291139241,2533.0,1959171.92,773.4591077773391
21109,2018,152,808.7153947368421,734.0,565612.7,770.5895095367847
21111,2018,247,755.8871255060728,51649.0,38063971.52,736.974026989874
21113,2018,173,794.8685549132948,3229.0,2363935.56,732.0952493031898
21115,2018,153,809.9538562091503,1554.0,1211496.35,779.5986808236809
21117,2018,201,781.0995024875622,11187.0,7854275.65,702.0895369625458
21119,2018,153,809.6450980392157,1158.0,902821.69,779.6387651122625
21121,2018,157,803.5187261146497,1656.0,1279332.1,772.5435386473431
21123,2018,155,805.3623225806451,767.0,597050.84,778.4235202086049
21125,2018,157,807.0653503184714,3228.0,2529710.77,783.6774380421314
21127,2018,154,806.1711038961039,840.0,652429.01,776.7012023809524
21129,2018,151,807.505298013245,386.0,304518.7,788.908549222798
21131,2018,155,806.2236129032258,869.0,666226.76,766.6591024165708
21133,2018,153,809.8113725490196,1566.0,1211624.01,773.7062643678161
21135,2018,147,810.245850340136,658.0,513779.35,780.8196808510638
21137,2018,153,806.1316339869281,1651.0,1251318.67,757.9156087219866
21139,2018,156,806.4544871794872,523.0,404439.41000000003,773.3067112810708
21141,2018,156,807.1563461538461,1348.0,1052354.43,780.6783605341246
21143,2018,149,809.4792617449665,573.0,455574.25999999995,795.0685165794065
21145,2018,163,799.5457055214724,4075.0,3165432.72,776.7933055214725
21147,2018,146,811.4278082191781,849.0,655045.6699999999,771.5496702002355
21149,2018,148,809.2845945945945,689.0,519002.42,753.2691146589259
21151,2018,184,788.6878260869565,6171.466666666666,4616690.175666667,748.0701792658688
21153,2018,151,809.9157615894039,954.0,741111.61,776.8465513626834
21155,2018,147,813.2217687074831,895.0,713985.38,797.7490279329609
21157,2018,158,806.3438607594937,2063.5,1647590.7349999999,798.4447467894354
21159,2018,157,809.0274522292993,620.0,486928.57999999996,785.3686774193548
21161,2018,151,809.1460927152318,1121.0,860384.28,767.5149687778769
21163,2018,164,802.277256097561,1222.5555555555557,927845.891111111,758.9396546396437
21165,2018,152,808.7596052631579,576.0,443475.85,769.9233506944444
21167,2018,154,807.1304545454545,1514.0,1163250.25,768.3290951122854
21169,2018,151,809.5066887417219,765.0,584261.99,763.7411633986928
21171,2018,156,808.181858974359,584.0,463090.7,792.9635273972603
21173,2018,161,801.0152795031056,2092.4,1536311.2619999999,734.2340193079716
21175,2018,155,807.6928387096774,1039.0,819483.83,788.7236092396535
21177,2018,150,807.7025333333333,1629.0,1250896.4,767.8922038060159
21179,2018,170,797.3576470588234,2565.2,1960851.736,764.4050116949946
21181,2018,149,808.6859060402685,395.0,305757.74,774.0702278481012
21183,2018,152,805.8378947368421,1417.2,1082607.548,763.9059751622918
21185,2018,169,799.9014792899409,2962.5,2310580.76,779.9428725738396
21187,2018,160,801.8909375000001,830.0,639140.22,770.0484578313253
21189,2018,154,806.8152597402598,237.0,185658.94,783.3710548523206
21191,2018,170,797.8851764705882,1214.142857142857,861386.1242857142,709.4602741499
21193,2018,153,807.5485620915032,1764.0,1366198.3399999999,774.4888548752833
21195,2018,163,805.0425766871166,4063.0,3161563.41,778.1352227418164
21197,2018,153,808.2558823529412,918.0,701252.28,763.8913725490196
21199,2018,160,801.6238125,4561.0,3570306.47,782.7902806402105
21201,2018,147,810.3484353741496,122.0,96609.76000000001,791.8832786885247
21203,2018,154,805.381883116883,919.0,708425.26,770.8653536452666
21205,2018,149,810.7573154362416,1665.0,1327622.09,797.3706246246247
21207,2018,146,811.551301369863,1040.0,820357.0700000001,788.804875
21209,2018,166,800.0474096385542,3102.0,2305483.82,743.2249580915537
21211,2018,161,801.1508695652174,2597.0,2086734.25,803.5172314208702
21213,2018,158,806.818670886076,913.0,697861.83,764.3612595837897
21215,2018,155,805.3857419354838,1015.0,806284.32,794.3687881773399
21217,2018,147,813.8399999999999,1329.0,1048537.3,788.9671181339353
21219,2018,149,809.5890604026846,401.0,317685.07,792.2320947630923
21221,2018,148,808.9112837837838,926.0,737978.14,796.9526349892009
21223,2018,157,804.9242038216561,548.0,431034.56,786.5594160583942
21225,2018,158,803.7610126582279,700.0,562652.77,803.7896714285714
21227,2018,160,800.359875,5837.0,4585328.78,785.5625800925134
21229,2018,149,810.1475167785235,605.0,474985.68,785.1002975206611
21231,2018,152,807.442302631579,1268.0,982541.27,774.8748186119874
21233,2018,153,807.7475816993465,857.0,651936.16,760.7189731621937
21235,2018,155,809.3995483870967,1920.0,1502715.24,782.6641875
21237,2018,151,808.3473509933775,517.0,406126.36,785.5442166344294
21239,2018,165,800.632909090909,2241.1111111111113,1668027.4466666668,744.2859206742687
22001,2018,163,792.9526380368098,1897.0,1234532.13,650.7813020558776
22003,2018,155,802.045935483871,561.0,425521.85,758.5059714795009
22005,2018,176,778.9792045454545,9471.0,5579566.48,589.1211572167671
22007,2018,163,792.8536809815951,1564.857142857143,907396.9157142858,579.8592669344532
22009,2018,155,799.8601290322581,1334.0,1023120.9099999999,766.9572038980509
22011,2018,161,797.7390062111801,889.0,680927.0399999999,765.9471766029245
22013,2018,157,803.2143949044586,624.0,474986.65,761.1965544871795
22015,2018,170,791.2832941176471,4607.0,3316038.75,719.7826676796179
22017,2018,190,776.8637894736842,13194.0,9593045.96,727.0763953312112
22019,2018,183,777.5255737704917,6942.0,4786351.72,689.4773437049842
22021,2018,151,806.211059602649,511.0,360298.87,705.0858512720157
22023,2018,153,801.4196732026144,184.0,127366.53000000001,692.2094021739131
22025,2018,154,802.0288311688312,426.0,299778.99,703.7065492957746
22027,2018,153,804.5424836601308,630.5090909090909,485542.0030909091,770.0793058999942
22029,2018,149,806.7738255033557,671.0,501860.21,747.9287779433681
22031,2018,158,803.3958860759494,1174.0,919193.1,782.9583475298126
22033,2018,220,760.0619090909091,35068.0,21386363.26,609.8540909090909
22035,2018,154,803.2009090909091,333.0,248510.06,746.2764564564565
22037,2018,165,789.7246666666667,1789.0,1060566.36,592.8263610955842
22039,2018,155,796.3224516129033,660.0,470142.31999999995,712.3368484848484
22041,2018,156,800.98,963.0,683435.15,709.693821391485
22043,2018,158,800.7515189873418,889.0,609740.6499999999,685.8724971878514
22045,2018,165,789.4282424242424,2546.0,1730123.7799999998,679.5458680282795
22047,2018,166,790.9906626506025,3383.0,2077937.86,614.2293408217558
22049,2018,156,803.7039102564103,791.4,549687.128,694.5755976750064
22051,2018,215,755.5003720930232,51676.0,27912066.57,540.1359735660654
22053,2018,158,799.3369620253164,609.0,452222.89999999997,742.5663382594416
22055,2018,181,775.4435359116022,7173.0,4801578.36,669.3961187787537
22057,2018,174,782.9067816091954,5585.0,3212695.22,575.2363867502238
22059,2018,152,806.0427631578947,408.4,299865.034,734.24347208619
22061,2018,158,801.383670886076,1499.0,1068129.6199999999,712.5614543028685
22063,2018,189,773.720582010582,11538.0,6608672.98,572.7745692494367
22065,2018,152,803.8563815789473,270.0,195166.66,722.8394814814815
22067,2018,157,804.0677070063695,1817.0,1304629.25,718.0127958172812
22069,2018,156,801.7107692307693,1261.0,974055.02,772.4464869151467
22071,2018,222,761.0086036036037,33277.5,18629935.695,559.8357958079783
22073,2018,176,786.7556818181819,7749.0,5632341.8,726.8475674280552
22075,2018,163,788.0630674846626,1930.0,1083304.82,561.2978341968912
22077,2018,165,792.1267878787879,2287.0,1329596.79,581.3715741145605
22079,2018,180,779.8121111111111,5334.0,3698271.63,693.3392632170978
22081,2018,155,804.8752903225807,288.0,220126.15000000002,764.3269097222224
22083,2018,156,801.442564102564,1029.0,740734.27,719.8583770651118
22085,2018,155,802.0195483870967,899.25,688980.1925,766.1720239088129
22087,2018,164,792.2410365853658,3279.0,1996166.26,608.7728758767917
22089,2018,172,783.8180232558141,5179.0,3022573.5200000005,583.6210697045763
22091,2018,167,789.4752095808383,1086.0,646435.4700000001,595.2444475138122
22093,2018,166,790.8710843373494,2184.0,1271433.84,582.1583516483516
22095,2018,172,781.6161046511628,4576.0,2573526.87,562.3966062062938
22097,2018,169,790.0282840236687,3699.6666666666665,2406086.6566666667,650.3522812866024
22099,2018,167,791.0105988023952,2332.0,1527302.3699999999,654.9324056603773
22101,2018,159,795.4929559748427,2401.0,1613528.36,672.0234735526864
22103,2018,216,758.9796296296297,25959.545454545456,15822716.991818184,609.5144084677208
22105,2018,186,774.6666129032258,8394.0,5959596.05,709.9828508458422
22107,2018,152,805.6424342105263,196.0,139411.69,711.2841326530612
22109,2018,177,779.8855367231638,4692.0,2938738.86,626.3296803069053
22111,2018,157,803.9708917197452,1365.0,965487.76,707.3170402930403
22113,2018,159,792.1370440251571,1672.25,1110197.2574999998,663.8943085663028
22115,2018,154,803.3485714285714,586.3333333333334,454943.2033333333,775.9122285389425
22117,2018,173,783.8575722543352,3680.0,2360665.37,641.4851548913044
22119,2018,158,800.6680379746836,2145.0,1517923.41,707.6566013986013
22121,2018,167,789.0423353293413,2335.0,1413151.25,605.2039614561028
22123,2018,151,806.2420529801325,685.0,508884.07,742.8964525547445
22125,2018,163,791.8798159509203,739.0,431720.14,584.1950473612991
22127,2018,153,804.6999346405229,546.0,418944.79000000004,767.2981501831503
23001,2018,179,789.2151396648045,9893.0,6062840.79,612.8414828666735
23003,2018,161,800.4650310559006,3642.0,2629636.55,722.0309033498078
23005,2018,207,774.8776811594203,25215.0,15989482.29,634.1258096371207
23007,2018,159,801.0930817610063,2965.0,2087303.71,703.9810151770657
23009,2018,158,796.9205696202531,3465.0,2429048.9,701.0242135642135
23011,2018,183,781.5293989071039,11712.333333333334,7957197.093333333,679.3861536272304
23013,2018,174,794.193908045977,3576.0,2531375.44,707.8790380313199
23015,2018,162,798.959074074074,3789.0,2665562.84,703.500353655318
23017,2018,167,797.345628742515,4964.0,3448459.4000000004,694.6936744560838
23019,2018,179,786.9693296089386,10362.0,7523902.87,726.1052760084925
