fips,year,n_plans,bid_mean_unweighted,w_sum,wx_sum,bid_mean_weighted
05045,2018,172,793.3826162790698,2847.0,2078902.3699999999,730.2080681419037
05047,2018,161,805.1493788819876,1269.0,894263.76,704.6995744680851
05049,2018,164,799.2731097560976,849.0,629644.45,741.6306831566549
05051,2018,195,778.3268717948717,7452.75,5153961.415,691.5516306061521
05053,2018,157,803.4958598726115,659.0,486185.05,737.7618361153262
05055,2018,163,800.0787116564418,2056.0,1526091.27,742.2622908560311
05057,2018,153,807.8314379084968,1150.0,837312.37,728.0977130434783
05059,2018,163,800.6558282208589,1744.6666666666667,1263020.8,723.9324417271685
05061,2018,150,805.7510666666667,520.3333333333334,377514.1333333333,725.5236386931454
05063,2018,163,798.8307975460123,1205.0,856847.9199999999,711.0771120331949
05065,2018,165,800.8542424242424,856.6,629573.06,734.9673826756947
05067,2018,153,804.3094117647058,627.0,449960.03,717.6396012759171
05069,2018,175,797.2415428571428,4019.0,2838797.39,706.3442124906694
05071,2018,167,800.7317365269462,1540.9333333333334,1144223.932,742.5525214155923
05073,2018,144,811.6205555555556,242.0,173630.54,717.481570247934
05075,2018,159,800.2330817610062,951.0,687638.9400000001,723.0693375394322
05077,2018,161,803.447701863354,595.3333333333334,434076.82666666666,729.1324076147815
05079,2018,152,805.1713157894736,431.0,305148.79000000004,708.0018329466358
05081,2018,150,807.5133999999999,619.5,449219.665,725.1326311541566
05083,2018,158,807.6567088607594,1551.4,1093059.696,704.5634240041253
05085,2018,171,797.5958479532164,2633.0,1875837.08,712.4333763767565
05087,2018,160,804.896375,1339.0,917875.86,685.4935474234503
05089,2018,168,800.9000000000001,1597.0,1187921.1099999999,743.8454038822792
05091,2018,152,808.3246052631579,1896.0,1402107.77,739.5083175105485
05093,2018,164,792.3404268292683,2128.0,1510709.96,709.9200939849624
05095,2018,148,806.6796621621621,423.0,300237.25,709.7807328605201
05097,2018,160,802.6639375,498.0,358930.33,720.7436345381526
05099,2018,148,806.6796621621621,426.2857142857143,306876.98,719.8856769436997
05101,2018,160,799.9584375000001,536.0,405177.23,755.9276679104478
05103,2018,154,803.1432467532468,1774.75,1282532.8875,722.6555219044935
05105,2018,166,799.6112048192771,559.125,404525.2375,723.4969595349877
05107,2018,156,801.2154487179487,1092.0,795575.3400000001,728.5488461538463
05109,2018,153,806.0079084967321,480.0,339674.46,707.655125
05111,2018,160,802.2886875,1587.0,1142330.23,719.8048078134846
05113,2018,150,807.6028666666666,870.0,665457.38,764.893540229885
05115,2018,166,798.0056024096385,3109.0,2220570.69,714.2395271791572
05117,2018,151,806.72059602649,334.0,238676.34,714.5998203592815
05119,2018,220,773.251,17447.0,12221382.99,700.4862148220325
05121,2018,164,797.2815853658536,1214.0,859981.24,708.3865238879737
05123,2018,158,802.417911392405,1253.0,926714.6,739.5966480446928
05125,2018,181,792.2549723756906,5162.0,3638225.28,704.8092367299496
05127,2018,158,806.8112025316456,695.0,482235.64,693.8642302158273
05129,2018,159,801.0006918238994,596.0,425196.08999999997,713.4162583892617
05131,2018,186,786.5292473118279,8460.666666666666,5784388.166666667,683.6799503585219
05133,2018,147,808.5377551020408,427.83333333333337,309086.7866666666,722.4467160109075
05135,2018,168,797.0494642857143,1256.0,894729.13,712.3639570063694
05137,2018,158,804.5672151898734,613.0,445799.82,727.2427732463295
05139,2018,156,802.3853205128205,1789.0,1286347.6400000001,719.0316601453327
05141,2018,168,799.5885119047618,1154.8,852452.4839999999,738.181922410807
05143,2018,187,779.6518181818183,8658.0,5921801.82,683.9687941787943
05145,2018,160,798.1413749999999,3139.3333333333335,2229656.473333333,710.2324718623911
05147,2018,149,806.1590604026845,345.0,245911.64,712.7873623188406
05149,2018,160,799.5730625,1015.0,739841.5499999999,728.9079310344827
06001,2018,301,753.1976411960133,102381.5,84344320.515,823.8238403910863
06003,2018,137,818.1840145985402,0.0,0.0,
06005,2018,164,803.9718902439025,2263.0,1830259.7200000002,808.7758373840036
06007,2018,159,790.4525786163523,1553.0,1323551.49,852.2546619446233
06009,2018,142,811.9935211267606,1081.0,875527.81,809.9239685476412
06011,2018,140,813.4517142857143,254.0,207278.84000000003,816.0584251968505
06013,2018,298,747.7707718120805,93118.62727272727,75448419.58936363,810.2398177368867
06015,2018,145,813.6080689655172,415.0,334582.64,806.2232289156627
06017,2018,200,781.3156,14735.3,11697917.178,793.870309936004
06019,2018,280,733.1559285714286,44713.5,30166589.535,674.6640172431145
06021,2018,136,818.2630882352942,177.0,150600.74999999997,850.851694915254
06023,2018,157,798.0117197452229,1391.0,1145446.92,823.4701078360891
06025,2018,163,778.4629447852761,4844.0,2672404.51,551.6937469033855
06027,2018,138,806.9941304347826,86.0,73794.48,858.0753488372093
06029,2018,303,724.7029702970297,43574.0,27836707.37,638.8375492266031
06031,2018,184,773.2898369565216,3033.0,2100173.86,692.4411012199142
06033,2018,142,806.617323943662,197.0,169105.62,858.4041624365482
06035,2018,138,814.1063768115941,43.0,36484.32,848.4725581395348
06037,2018,608,698.3011513157894,677465.7916666666,427077148.59291667,630.4040054070381
06039,2018,199,777.4093467336683,8079.0,5899728.9399999995,730.2548508478772
06041,2018,198,781.4355555555555,23122.0,19311880.13,835.2166823804168
06043,2018,158,801.8177848101266,265.0,218922.93,826.1242641509434
06045,2018,152,808.1952631578947,1482.0,1222439.9,824.8582321187583
06047,2018,158,796.2099999999999,3463.272727272727,2764157.481818182,798.1345101847963
06049,2018,137,815.6497810218979,155.0,123620.56000000001,797.5520000000001
06051,2018,137,809.5284671532846,0.0,0.0,
06053,2018,160,794.4040625,4059.4285714285716,3236115.96,797.1850971283783
06055,2018,176,790.3535227272728,10861.0,8842373.09,814.1398664947978
06057,2018,166,799.1262048192772,3693.714285714286,3130086.862857143,847.409036200495
06059,2018,493,700.342028397566,237358.45555555556,136818738.61011112,576.4224336979124
06061,2018,253,761.52395256917,39787.045454545456,30841938.045,775.1753791377961
06063,2018,144,814.4505555555556,298.0,242943.69999999998,815.2473154362416
06065,2018,530,701.1927358490567,194886.70634920636,115882481.90190476,594.6146049298076
06067,2018,318,744.2542767295597,124604.0,97651646.27,783.6959188308562
06069,2018,149,801.7764429530201,564.0,360293.20999999996,638.8177482269502
06071,2018,447,697.6431767337807,158107.83333333334,95820743.58166666,606.0467818798772
06073,2018,522,710.8352107279693,234119.33333333334,154990958.64,662.0169143371328
06075,2018,251,754.5935059760956,58245.0,44791963.69,769.0267609236844
06077,2018,257,757.4017898832685,42714.83333333333,30326729.815,709.9812277936237
06079,2018,191,773.1523560209424,8985.0,5523218.22,614.7154390651085
06081,2018,244,762.2096721311475,46912.45,39085474.699999996,833.157822710176
06083,2018,217,764.9203225806451,11898.5,8737846.1,734.3653485733496
06085,2018,333,722.055945945946,104738.76190476191,79170573.10119048,755.8860889837482
06087,2018,175,797.4848571428572,2644.8571428571427,2272391.03,859.1734476612294
06089,2018,150,806.5132666666667,586.0,502584.45,857.6526450511946
06091,2018,135,818.4545185185185,16.0,13584.96,849.06
06093,2018,151,802.9356291390728,917.0,738024.96,804.8254743729552
06095,2018,225,778.3570666666667,33444.97142857143,27679952.423714284,827.6267325517224
06097,2018,247,760.1131578947369,47825.0,35932044.14,751.3234530057501
06099,2018,274,743.754197080292,39139.0,26071063.49,666.1147063031758
06101,2018,167,794.2408982035929,454.0,369678.41,814.2696255506607
06103,2018,138,813.0642028985508,152.0,130390.31999999999,857.8310526315789
06105,2018,138,816.2499275362319,180.0,145419.94,807.8885555555555
06107,2018,245,746.8890612244899,10825.0,7810071.600000001,721.4846743648961
06109,2018,142,811.7962676056338,373.0,320702.49,859.7921983914209
06111,2018,306,728.8806535947713,49270.5,33017787.84,670.1329972295796
06113,2018,203,788.5730049261084,13059.0,10113443.96,774.4424504173368
06115,2018,164,794.5276219512195,854.0,663429.29,776.8492857142858
08001,2018,231,762.6718614718616,31536.7,21140321.08,670.3403044706643
08003,2018,141,810.4819858156029,254.0,192291.62,757.0536220472441
08005,2018,253,757.0135177865614,40120.0,26994146.68,672.8351615154536
08007,2018,140,813.7309285714285,319.0,251574.04,788.633354231975
08009,2018,135,815.790888888889,0.0,0.0,
08011,2018,136,815.3616911764706,0.0,0.0,
08013,2018,219,772.9762557077624,18955.25,12655917.897499999,667.6734887432241
08014,2018,183,786.2173770491803,4948.0,3333167.04,673.6392562651577
08015,2018,144,811.9751388888889,625.0,490755.54,785.208864
08017,2018,134,817.4025373134328,0.0,0.0,
08019,2018,152,805.2305263157895,456.0,303768.86,666.1597807017544
08021,2018,137,813.994306569343,243.0,182449.16,750.8195884773663
08023,2018,143,809.8321678321678,148.0,114184.76,771.5186486486487
08025,2018,137,816.6547445255475,74.0,56516.020000000004,763.73
08027,2018,139,814.8903597122302,222.0,169689.24,764.3659459459459
08029,2018,143,813.3537062937063,1050.0,809103.0399999999,770.5743238095238
08031,2018,251,757.4640239043824,44185.0,30104599.65,681.3307604390629
08033,2018,134,818.2705223880597,11.0,9526.0,866.0
08035,2018,249,752.9128915662651,17761.2,11971111.406,674.0035248744454
08037,2018,143,808.2688811188812,88.0,75479.78,857.7247727272727
08039,2018,162,801.5548765432098,1263.0,871220.4199999999,689.8023911322248
08041,2018,282,743.738475177305,33542.0,21640009.85,645.1615839842586
08043,2018,181,782.4216574585636,4139.5,2685164.8200000003,648.6688778838025
08045,2018,142,810.6982394366197,77.0,66337.63,861.5276623376624
08047,2018,151,809.5657615894039,247.0,167098.37,676.5116194331983
08049,2018,144,810.8849305555555,137.0,101451.38,740.5210218978102
08051,2018,135,816.8462222222223,35.0,30182.57,862.3591428571428
08053,2018,133,817.8060902255639,0.0,0.0,
08055,2018,141,813.3207092198581,249.44444444444446,192875.3888888889,773.2198218262806
08057,2018,133,817.8060902255639,0.0,0.0,
08059,2018,251,762.1038247011952,55369.0,37238773.6,672.5563690873955
08061,2018,133,817.8060902255639,0.0,0.0,
08063,2018,133,817.8060902255639,0.0,0.0,
08065,2018,136,815.5690441176471,12.5,10988.0,879.04
08067,2018,149,804.0109395973154,365.0,300453.60000000003,823.1605479452056
08069,2018,225,768.3348444444445,18196.0,12023931.7,660.8008188612881
08071,2018,142,811.4728169014085,551.0,418196.84,758.9779310344828
08073,2018,135,817.1451111111111,0.0,0.0,
08075,2018,135,816.376888888889,346.0,261622.09000000003,756.1332080924856
08077,2018,167,791.5030538922156,3092.0,2386476.2,771.8228331177232
08079,2018,135,816.5393333333333,0.0,0.0,
08081,2018,136,816.2338970588235,0.0,0.0,
08083,2018,137,813.3505839416058,140.0,112060.22,800.4301428571429
08085,2018,146,810.6900684931506,953.0,743988.26,780.6802308499475
08087,2018,142,815.1169014084508,352.0,270742.18,769.1539204545454
08089,2018,144,812.0079861111111,587.0,452207.33999999997,770.3702555366268
08091,2018,140,813.4888571428571,15.0,12880.05,858.67
08093,2018,157,803.2349681528663,722.0,520143.47,720.4203185595568
08095,2018,134,817.4025373134328,0.0,0.0,
08097,2018,137,814.0978102189781,0.0,0.0,
08099,2018,135,814.902,0.0,0.0,
08101,2018,204,776.3525490196079,13477.0,8824351.04,654.771168657713
08103,2018,135,817.4673333333333,0.0,0.0,
08105,2018,139,812.7528776978417,30.0,26371.199999999997,879.0399999999998
08107,2018,138,815.8267391304347,70.0,60047.799999999996,857.8257142857142
08109,2018,136,815.5658823529412,0.0,0.0,
08111,2018,133,817.8060902255639,0.0,0.0,
08113,2018,138,810.9599275362319,0.0,0.0,
08115,2018,135,817.6335555555555,0.0,0.0,
08117,2018,144,807.7495138888888,148.0,112247.09999999999,758.4263513513513
08119,2018,173,785.103583815029,2117.0,1357950.09,641.4502078412849
08121,2018,134,817.4025373134328,0.0,0.0,
08123,2018,216,765.4012037037037,14833.333333333332,9653494.826666666,650.7974040449438
08125,2018,134,818.1039552238806,0.0,0.0,
09001,2018,245,753.9542040816326,45480.0,34675206.18,762.4275765171504
09003,2018,246,741.715894308943,79179.87777777777,60063292.663777776,758.5676354837067
09005,2018,194,776.5560309278351,14562.0,11021027.89,756.8347678890262
09007,2018,194,776.8306701030928,15703.0,11694191.1,744.7106349105267
09009,2018,238,749.9264705882352,63970.0,47965394.894999996,749.8107690323588
09011,2018,207,771.9702415458937,17968.0,13839719.38,770.2426191006234
09013,2018,180,789.5730000000001,12916.0,9902962.0,766.7205017033137
09015,2018,181,780.292817679558,8968.6,6876058.942,766.6814153825569
10001,2018,183,799.4774863387978,4402.766666666666,3442003.154,781.7818691277455
10003,2018,231,777.9414718614719,15982.0,12541386.73,784.719480040045
10005,2018,199,785.7181407035176,6845.0,5403252.55,789.372176771366
11001,2018,204,786.6313235294118,11287.0,8561204.51,758.5013298484982
12001,2018,235,737.0922553191489,10327.0,6801830.170000001,658.645315193183
12003,2018,170,783.7202352941176,1391.0,883330.74,635.0328828181165
12005,2018,245,740.8975102040816,9584.7,6372538.68,664.8657422767535
12007,2018,165,790.6456969696969,1667.0,1134717.4500000002,680.6943311337734
12009,2018,409,699.5985819070905,60094.75,38453600.915,639.8828668893706
12011,2018,563,666.7113143872114,177088.16666666666,94313556.15833333,532.5796631903694
12013,2018,165,794.0389696969696,974.0,664148.64,681.877453798768
12015,2018,336,719.7547023809524,23939.0,15834385.85,661.447255524458
12017,2018,318,695.28,22206.0,12183758.31,548.6696527965415
12019,2018,253,737.2532411067194,11559.545454545454,7130814.724242425,616.8767407232643
12021,2018,327,733.8894495412844,23705.0,16435080.92,693.3170605357519
12023,2018,195,764.0516923076923,4508.0,2864967.1,635.5295252883762
12027,2018,187,778.7342245989304,2192.0,1501525.79,685.0026414233577
12029,2018,154,801.4635064935065,1287.0,872497.81,677.9314763014763
12031,2018,376,693.8043617021277,61481.0,38585355.81,627.5980515931751
12033,2018,258,742.4972868217054,22608.0,14385309.59,636.2928870311395
12035,2018,256,739.521953125,15604.0,9562660.45,612.8339175852345
12037,2018,164,794.4836585365854,938.0,641515.08,683.9179957356076
12039,2018,174,782.7368390804597,5552.0,3846561.2800000003,692.8244380403459
12041,2018,155,799.904,1080.0,729357.84,675.3313333333333
12043,2018,185,773.4076756756757,862.0,572169.46,663.7696751740139
12045,2018,163,795.72,882.0,603591.19,684.3437528344671
12047,2018,155,798.4025806451613,729.0,495387.59,679.5440192043897
12049,2018,181,779.509502762431,1484.0,966175.57,651.061704851752
12051,2018,167,784.875628742515,1716.7083333333335,1151653.2645833334,670.8496966093056
12053,2018,341,688.7045747800587,32009.0,13929587.4,435.1772126589397
12055,2018,274,722.3063503649635,11698.0,7789142.5,665.8524961531886
12057,2018,488,675.985655737705,114964.0,64683984.71,562.6455647854981
12059,2018,159,795.8835220125786,1164.0,768147.28,659.9203436426117
12061,2018,282,725.6641843971631,13937.0,8937006.08,641.2431714142211
12063,2018,164,788.400731707317,2865.7666666666664,1822288.45,635.8816547055471
12065,2018,164,791.8169512195121,1690.0,1189562.24,703.8829822485206
12067,2018,152,801.9384868421052,237.0,159356.3,672.3894514767932
12069,2018,366,696.283306010929,39300.0,22219481.91,565.3812190839694
12071,2018,452,699.6584513274336,65097.83333333333,43029061.58083333,660.9906870556367
12073,2018,205,758.1054634146341,21340.0,15483341.69,725.5549058106841
12075,2018,185,778.3790810810812,3810.0,2563893.38,672.9378950131234
12077,2018,158,799.4003164556962,572.0,394566.97000000003,689.8023951048951
12079,2018,162,796.5695061728395,1269.0,853153.62,672.3038770685579
12081,2018,401,703.4070822942643,35975.0,21016823.43,584.2063496872828
12083,2018,373,695.9712868632708,51709.0,27930763.34,540.1528426386122
12085,2018,261,734.7867816091954,13074.666666666668,8529434.323333334,652.3634246889659
12086,2018,476,664.2240546218488,316008.875,152306075.895,481.96771655542904
12087,2018,188,779.8814893617022,1822.0,1291634.44,708.9102305159165
12089,2018,194,764.3907216494845,6175.0,4066018.13,658.4644744939271
12091,2018,219,761.062100456621,7227.333333333334,4811208.766666667,665.6962595701503
12093,2018,196,767.7315306122449,3174.0,1986296.94,625.802438563327
12095,2018,466,669.8025321888412,90108.76904761905,50676423.16990476,562.3916929008785
12097,2018,370,675.1874594594594,35523.808333333334,19439055.742166664,547.212043251744
12099,2018,522,679.7731609195403,121788.41666666666,73537828.47666666,603.8162781764275
12101,2018,476,682.508550420168,72063.54545454546,37502356.95454545,520.406770413486
12103,2018,528,684.646553030303,116750.0,64505237.02,552.5073834689508
12105,2018,488,676.0161680327869,79806.0,44309128.97,555.2104975816354
12107,2018,207,760.5055072463769,6964.0,4323653.35,620.8577469844917
12109,2018,269,731.9407063197026,14695.666666666668,9603627.396666666,653.5006280763037
12111,2018,345,706.5652463768116,31688.8,19707040.664,621.8929294892833
12113,2018,217,763.1470506912442,10694.0,6743283.16,630.5669683934917
12115,2018,407,707.1450368550369,41429.0,26544623.55,640.7256643896787
12117,2018,352,682.1421590909091,33748.333333333336,19135702.71,567.0117845819547
12119,2018,295,724.4288135593221,29270.0,16886454.2,576.9201981551076
12121,2018,170,781.5837647058823,2958.0,1981980.7600000002,670.0408248816769
12123,2018,157,800.1815286624204,1268.0,858410.3133333334,676.9797423764459
12125,2018,155,799.8369032258065,536.0,359764.48,671.2023880597014
12127,2018,419,703.8637470167064,72016.57142857143,42086212.65285714,584.3962273960755
12129,2018,169,786.5299408284023,3122.0,2218707.64,710.6686867392698
12131,2018,192,769.0890104166666,4121.25,2766651.505,671.3136803154382
12133,2018,162,788.049012345679,1392.0,928687.41,667.1604956896552
13001,2018,152,801.6999342105263,1284.0,957786.25,745.9394470404984
13003,2018,156,799.6975,471.0,356945.04,757.8450955414012
13005,2018,152,803.6967105263158,739.0,561249.4099999999,759.4714614343707
13007,2018,151,800.2503973509934,259.0,191959.09999999998,741.1548262548262
13009,2018,172,784.457965116279,3929.0,3069740.8899999997,781.3033570883175
13011,2018,159,796.1520125786163,1394.6,1034097.798,741.5013609637172
13013,2018,197,772.5972081218274,4856.0,3461878.33,712.9073990939045
13015,2018,185,780.2610270270271,6394.0,4773211.47,746.5141492023772
13017,2018,153,802.9548366013072,1412.0,1060139.47,750.8069900849858
13019,2018,161,796.0126086956521,1163.0,880008.1,756.6707652622528
13021,2018,184,779.3072826086957,12270.4,8758304.61,713.7749877754596
13023,2018,159,797.6182389937107,681.0,514474.83999999997,755.4696622613802
13025,2018,153,803.0462091503268,998.0,758393.6699999999,759.9134969939879
13027,2018,155,800.3887096774193,1164.0,873546.99,750.4699226804123
13029,2018,172,780.7281395348837,1904.0,1342045.57,704.8558665966386
13031,2018,162,793.4183950617283,3141.0,2397268.33,763.218188475008
13033,2018,159,799.4202515723271,2001.7,1428359.378,713.5731518209521
13035,2018,175,785.2041142857142,2103.0,1523725.8699999999,724.5486780789348
13037,2018,153,802.8413071895425,400.0,300670.35,751.6758749999999
13039,2018,172,786.7595930232558,2116.0,1582167.92,747.7164083175803
13043,2018,152,803.5354605263158,854.0,642366.95,752.1861241217798
13045,2018,178,781.0328651685394,7553.0,5819143.35,770.4413279491592
13047,2018,164,796.7718902439024,4106.0,3045572.24,741.7370287384316
13049,2018,153,802.7346405228758,574.0,429869.69,748.9018989547038
13051,2018,222,764.2077027027026,19649.666666666668,13777833.613333333,701.1739103292676
