fips,year,ffs_cost,ffs_quartile
06065,2018,5171.892867839422,4
06067,2018,4740.333894980954,3
06069,2018,4886.589517384536,3
06071,2018,5258.04980132583,4
06073,2018,4933.507418190583,4
06075,2018,5202.078078999419,4
06077,2018,5052.728025144924,4
06079,2018,4248.576029699493,2
06081,2018,4566.6054359857335,3
06083,2018,4719.100561888489,3
06085,2018,4978.183384902529,4
06087,2018,4497.6475771439245,2
06089,2018,4785.96496268526,3
06091,2018,3584.0538172715897,1
06093,2018,4090.514803676564,1
06095,2018,4733.418565498451,3
06097,2018,5025.9787054381695,4
06099,2018,4819.833335282902,3
06101,2018,5177.147709419971,4
06103,2018,4595.556181213207,3
06105,2018,4536.050080775444,3
06107,2018,4683.031191816294,3
06109,2018,4781.738297720289,3
06111,2018,5461.7947484668075,4
06113,2018,4285.775053631627,2
06115,2018,5341.632253454026,4
08001,2018,4294.866082782951,2
08003,2018,4187.608986822208,2
08005,2018,4629.965771428017,3
08007,2018,3543.79446366782,1
08009,2018,6094.100971922247,4
08011,2018,4123.642896935933,1
08013,2018,4056.5636793221443,1
08015,2018,4233.649518468853,2
08017,2018,5984.410714285715,4
08019,2018,3937.5342667649224,1
08021,2018,4356.8729351969505,2
08023,2018,3693.268829663963,1
08025,2018,3423.6066718386346,1
08027,2018,3018.2327829238825,1
08029,2018,3389.733746841259,1
08031,2018,4627.49776214446,3
08033,2018,3753.6990950226245,1
08035,2018,4330.211526607766,2
08037,2018,4238.653589227018,2
08039,2018,4222.024283206553,2
08041,2018,4014.8634361915374,1
08043,2018,3839.2219198088155,1
08045,2018,4533.809678920428,3
08047,2018,4183.513622603431,2
08049,2018,4541.729350649351,3
08051,2018,3499.0236930208603,1
08053,2018,2930.680387409201,1
08055,2018,3918.708979233694,1
08057,2018,4502.03264604811,2
08059,2018,4247.2274976365,2
08061,2018,6636.208469055375,4
08063,2018,5440.715967623252,4
08065,2018,4693.996943765281,3
08067,2018,3552.338765544262,1
08069,2018,4024.5872570308775,1
08071,2018,3775.2637912173777,1
08073,2018,5366.054644808743,4
08075,2018,4972.893317702227,4
08077,2018,3370.7735670073753,1
08079,2018,4334.791866028708,2
08081,2018,5787.063492063492,4
08083,2018,3665.1719369500047,1
08085,2018,3159.051347009392,1
08087,2018,4543.279297820824,3
08089,2018,3887.223255187281,1
08091,2018,3196.1501091703058,1
08093,2018,3339.34264133669,1
08095,2018,7522.425643720441,4
08097,2018,5485.118462226196,4
08099,2018,4904.942482789252,3
08101,2018,4467.205179053197,2
08103,2018,6776.886261261261,4
08105,2018,4639.050101557211,3
08107,2018,3809.834368208631,1
08109,2018,2969.4232039636663,1
08111,2018,2922.6826568265683,1
08113,2018,2930.9766647694933,1
08115,2018,5562.502392344498,4
08117,2018,3429.4667393675027,1
08119,2018,3409.8599033816427,1
08121,2018,4665.724557522124,3
08123,2018,4353.010176732563,2
08125,2018,5724.414044289044,4
08014,2018,3859.992505353319,1
09001,2018,5648.365297259024,4
09003,2018,5354.213285603442,4
09005,2018,5435.656517397349,4
09007,2018,5431.139764246724,4
09009,2018,5895.141527823152,4
09011,2018,5516.129384959303,4
09013,2018,5263.283698674955,4
09015,2018,5584.474744426421,4
10001,2018,5007.659309672591,4
10003,2018,4885.673042836528,3
10005,2018,4819.284771778645,3
11001,2018,4955.24788791996,4
12001,2018,5009.705014565451,4
12003,2018,5913.3433392828165,4
12005,2018,5183.391544943315,4
12007,2018,5522.092368261659,4
12009,2018,4852.005432167475,3
12011,2018,5754.171504740524,4
12013,2018,5209.964743589743,4
12015,2018,5239.724407774987,4
12017,2018,4620.6580817916265,3
12019,2018,4900.659345631028,3
12021,2018,4724.845851562334,3
12023,2018,5488.199942723498,4
12086,2018,6712.536297616764,4
12027,2018,5876.121154913937,4
12029,2018,5402.240088996764,4
12031,2018,5304.0743819116715,4
12033,2018,4583.401252648275,3
12035,2018,4578.280203126662,3
12037,2018,4379.328471248247,2
12039,2018,4428.44729981378,2
12041,2018,5261.011737089202,4
12043,2018,5290.051905024849,4
12045,2018,4939.609010600707,4
12047,2018,4611.440174039159,3
12049,2018,4496.591146806126,2
12051,2018,4783.13783533765,3
12053,2018,5559.188495934174,4
12055,2018,5244.247686974738,4
12057,2018,5381.544952610556,4
12059,2018,4733.988357457521,3
12061,2018,4893.664875082878,3
12063,2018,4698.774706665054,3
12065,2018,4547.825495049505,3
12067,2018,5558.180746561886,4
12069,2018,5069.752759927975,4
12071,2018,4762.951211900551,3
12073,2018,4279.328311818524,2
12075,2018,5043.401347007501,4
12077,2018,5496.383737517832,4
12079,2018,4578.145524341302,3
12081,2018,5138.259154929578,4
12083,2018,4902.547903912752,3
12085,2018,5133.22652706196,4
12087,2018,4685.996527906032,3
12089,2018,4678.87689491029,3
12091,2018,4652.411748790425,3
12093,2018,5855.781151832461,4
12095,2018,5170.890290555221,4
12097,2018,4864.841767409837,3
12099,2018,5856.886335127261,4
12101,2018,5411.12780888178,4
12103,2018,5715.218472796999,4
12105,2018,4885.278292654169,3
12107,2018,5539.592540813565,4
12109,2018,4504.849965394376,2
12111,2018,5366.504341586808,4
12113,2018,4454.330394882575,2
12115,2018,4992.685820835482,4
12117,2018,5260.036773901706,4
12119,2018,4370.0842054728755,2
12121,2018,4975.460281805187,4
12123,2018,4471.011034482759,2
12125,2018,5657.348205300234,4
12127,2018,4790.982016348774,3
12129,2018,4439.5736717180935,2
12131,2018,4477.980046877818,2
12133,2018,4409.498945592577,2
13001,2018,4544.1014967259125,3
13003,2018,4444.73121869783,2
13005,2018,5316.959324967546,4
13007,2018,4404.68018018018,2
13009,2018,4575.218542312805,3
13011,2018,4094.3402633402634,1
13013,2018,4625.545055390435,3
13015,2018,4802.665550439515,3
13017,2018,4230.792213671344,2
13019,2018,4926.82606060606,4
13021,2018,4558.127983324648,3
13023,2018,4975.225449515906,4
13025,2018,4989.252801992528,4
13027,2018,4811.503084688727,3
13029,2018,4151.181210977204,1
13031,2018,4587.231963185399,3
13033,2018,3867.658611040448,1
13035,2018,4375.696555397727,2
13037,2018,4568.255750273823,3
13039,2018,4922.060393873086,3
13043,2018,4174.496839443742,2
13045,2018,4632.32870966555,3
13047,2018,4589.502080879466,3
13049,2018,5222.497472924188,4
13051,2018,4324.486565219751,2
13053,2018,4290.878962536023,2
13055,2018,4853.028832429346,3
13057,2018,4532.304736073441,3
13059,2018,4251.980208979014,2
13061,2018,4302.899854862119,2
13063,2018,4066.007532409477,1
13065,2018,5128.840443213297,4
13067,2018,4174.536420731749,2
13069,2018,5292.96137584276,4
13071,2018,5300.314231678487,4
13073,2018,3709.4991003516807,1
13075,2018,4682.418094089264,3
13077,2018,4167.936102111714,2
13079,2018,4620.656055900621,3
13081,2018,4332.097598760651,2
13083,2018,4173.599659284498,2
13085,2018,4214.278395150815,2
13087,2018,4300.688930473586,2
13089,2018,4081.861398977846,1
13091,2018,5123.502478402493,4
13093,2018,4393.079260780288,2
13095,2018,4154.784771432542,1
13097,2018,4479.49164324804,2
13099,2018,4335.464876792938,2
13101,2018,3507.821862348178,1
13103,2018,4278.799276111686,2
13105,2018,4024.5235093696765,1
13107,2018,4390.844115497076,2
13109,2018,4056.2759781236855,1
13111,2018,4041.6211323542993,1
13113,2018,4045.4733935559375,1
13115,2018,5085.819296933433,4
13117,2018,4257.871386950855,2
13119,2018,4287.992176386913,2
13121,2018,4378.624302814313,2
13123,2018,4215.542533806464,2
13125,2018,4007.8725602755453,1
13127,2018,4524.0261831192065,3
13129,2018,4502.444413052691,2
13131,2018,4418.673013100437,2
13133,2018,3936.589397384878,1
13135,2018,4056.010229360639,1
13137,2018,4217.977965348734,2
13139,2018,4409.111590841804,2
13141,2018,4119.476708074534,1
13143,2018,4685.476592890677,3
13145,2018,4335.714763570017,2
13147,2018,4128.401287208367,1
13149,2018,4036.39804400978,1
13151,2018,3983.92420216827,1
13153,2018,4607.993420856777,3
13155,2018,4305.5221432476765,2
13157,2018,4171.994140022617,2
13159,2018,3936.312089609888,1
13161,2018,4772.883324006715,3
13163,2018,4621.438951483099,3
13165,2018,3966.979865771812,1
13167,2018,4169.250492125984,2
13169,2018,4688.819313779745,3
13171,2018,4211.151251916198,2
13173,2018,5277.357100766058,4
13175,2018,4223.426057714867,2
13177,2018,3855.7468805704098,1
13179,2018,3903.8095396193007,1
13181,2018,3895.933393747168,1
13183,2018,4370.178677784395,2
13185,2018,4168.828217101738,2
13187,2018,4373.870812720848,2
13189,2018,4072.3057929724596,1
13191,2018,4575.808291770573,3
13193,2018,4100.134020618557,1
13195,2018,4053.858502106837,1
13197,2018,2946.9205058717253,1
13199,2018,4430.179817737275,2
13201,2018,4723.321770334928,3
13205,2018,4121.1812331326555,1
13207,2018,4675.537423766402,3
13209,2018,4864.154504277806,3
13211,2018,4049.857019810508,1
13213,2018,4282.381233346022,2
13215,2018,4083.851775001128,1
13217,2018,4350.252813942632,2
13219,2018,4091.795854271357,1
13221,2018,4203.578062804069,2
13223,2018,4494.152013680052,2
13225,2018,4661.991232227489,3
13227,2018,4206.92287379348,2
13229,2018,4869.6463458755425,3
13231,2018,3972.2931533269048,1
13233,2018,5179.369340401495,4
13235,2018,4493.534106891701,2
13237,2018,4363.5420689655175,2
13239,2018,4550.909547738694,3
13241,2018,4032.6245025582716,1
13243,2018,3521.645502645503,1
13245,2018,3869.4830186131303,1
13247,2018,4117.048028774949,1
13249,2018,3783.8805970149256,1
13251,2018,4418.971140375455,2
13253,2018,4696.9850538755645,3
13255,2018,4007.14427986133,1
13257,2018,4248.941987539577,2
13259,2018,4676.057833859096,3
13261,2018,4004.41499605367,1
13263,2018,3774.5115853658535,1
13265,2018,3373.9626556016597,1
13267,2018,4081.274237077019,1
13269,2018,4418.27932232841,2
13271,2018,4809.616966580977,3
13273,2018,4223.001353790613,2
13275,2018,4421.82970705347,2
13277,2018,4416.5090641842235,2
13279,2018,4162.432460063897,1
13281,2018,3888.5088794593744,1
13283,2018,4412.345132743363,2
13285,2018,4524.666173073506,3
13287,2018,4505.690465431541,2
13289,2018,4768.672482552343,3
13291,2018,3871.353220215289,1
13293,2018,3971.639468690702,1
13295,2018,4783.875947386436,3
13297,2018,4323.034487385937,2
13299,2018,4968.12365410498,4
13301,2018,4790.64972634871,3
13303,2018,4161.083003952569,1
13305,2018,4675.215358697178,3
13307,2018,2998.3533834586465,1
13309,2018,4791.919354838709,3
13311,2018,4404.14694181999,2
13313,2018,4137.0729131558255,1
13315,2018,4483.906415822479,2
13317,2018,5100.472611077297,4
13319,2018,4205.382537920828,2
13321,2018,4388.344142011834,2
15001,2018,3063.3239058303047,1
15003,2018,3138.622848180358,1
15007,2018,2916.6892669660365,1
15009,2018,3293.796530707923,1
16001,2018,3405.5604184599088,1
16003,2018,3894.686753246753,1
16005,2018,4403.25110176282,2
16007,2018,4615.0532639167,3
16009,2018,3830.177451369591,1
16011,2018,4372.513932443329,2
16013,2018,4307.91614994363,2
16015,2018,3560.777119146414,1
16017,2018,3292.552547874067,1
16019,2018,4343.922935448973,2
16021,2018,3202.207472731492,1
16023,2018,5205.611111111111,4
16025,2018,5145.915942028985,4
16027,2018,3462.789686792902,1
16029,2018,5534.92064777328,4
16031,2018,3993.2883446549877,1
16033,2018,3606.0478723404253,1
16035,2018,3984.22406277245,1
16037,2018,3958.6004504504504,1
16039,2018,3846.44974681602,1
16041,2018,4151.943289224952,1
16043,2018,3745.694626474443,1
16045,2018,3457.8419439579684,1
16047,2018,4995.937529918621,4
16049,2018,4151.139909149902,1
16051,2018,3952.07478055368,1
16053,2018,4108.01763907734,1
16055,2018,3767.716496213281,1
16057,2018,3720.7628378378377,1
16059,2018,3947.529448621554,1
16061,2018,4230.352780060258,2
16063,2018,4735.114104595879,3
16065,2018,3720.770850884583,1
16067,2018,4105.936897789534,1
16069,2018,4109.946110499384,1
16071,2018,5349.418669647848,4
16073,2018,3267.029685423128,1
16075,2018,3718.07503777069,1
16077,2018,4088.0695847362513,1
16079,2018,3696.0373995617238,1
16081,2018,3941.205533596838,1
16083,2018,4105.319509942146,1
16085,2018,4135.988365800866,1
16087,2018,4176.392266536965,2
17001,2018,5090.07652457679,4
17003,2018,4378.994385964912,2
17005,2018,4710.180131004367,3
17007,2018,4465.724370620296,2
17009,2018,5235.680837563452,4
17011,2018,4385.9815857188805,2
17013,2018,5127.306775067751,4
17015,2018,4097.483827034389,1
17017,2018,4744.194033592379,3
17019,2018,4500.657202378952,2
17021,2018,5126.058125219838,4
17023,2018,4837.003341540626,3
17025,2018,4900.465171843412,3
17027,2018,4755.554837406585,3
17029,2018,5126.624408432525,4
17031,2018,5636.857316773194,4
17033,2018,4417.08899562085,2
17035,2018,4880.067589314452,3
17037,2018,5060.3926513890665,4
17039,2018,4884.231408308004,3
17041,2018,4618.929042469005,3
17043,2018,4662.270285443604,3
17045,2018,5341.689276885043,4
17047,2018,4683.662353416903,3
17049,2018,4740.140332562822,3
17051,2018,5042.857371794872,4
17053,2018,5521.212069386758,4
17055,2018,4720.901336898396,3
17057,2018,4438.147889720899,2
17059,2018,4786.48649825784,3
17061,2018,5536.907325860689,4
17063,2018,5120.2292273546955,4
17065,2018,4974.614073840328,4
17067,2018,4685.249061662198,3
17069,2018,4799.039466047591,3
17071,2018,4606.341245136186,3
17073,2018,4061.22715350635,1
17075,2018,5214.935374755208,4
17077,2018,4499.157956166516,2
17079,2018,4661.290590679727,3
17081,2018,4808.794842488749,3
17083,2018,4669.855535915153,3
17085,2018,3827.9755393239343,1
17087,2018,4373.666593599299,2
17089,2018,4927.200469579074,4
17091,2018,5536.775474099134,4
17093,2018,4621.211974829976,3
17095,2018,4477.680953542251,2
17097,2018,4820.071804040128,3
17099,2018,4903.694560778976,3
17101,2018,4863.717493661717,3
17103,2018,4463.123320496363,2
17105,2018,4637.925112236126,3
17107,2018,4498.9347376111045,2
17109,2018,4573.896365422397,3
17111,2018,5065.626599913413,4
17113,2018,3951.1266173488334,1
17115,2018,4740.63627607533,3
17117,2018,4712.26898977685,3
17119,2018,4650.607420215993,3
17121,2018,5491.741016830703,4
17123,2018,4355.298831385643,2
17125,2018,5055.507551332089,4
17127,2018,5200.013169146571,4
17129,2018,4442.826152004787,2
17131,2018,4485.362790697674,2
17133,2018,4680.753538050734,3
17135,2018,4480.1033482731345,2
17137,2018,4958.687376014427,4
17139,2018,4752.859396914446,3
17141,2018,4443.452127659574,2
17143,2018,4298.329784936949,2
17145,2018,5440.591555977229,4
17147,2018,4319.061011567249,2
17149,2018,5238.334725345326,4
17151,2018,4114.776774193549,1
17153,2018,4873.549705139006,3
17155,2018,4625.823385518591,3
17157,2018,4741.849037987173,3
17159,2018,4584.013799448022,3
17161,2018,4267.444501877142,2
17163,2018,4798.962694720519,3
17165,2018,4885.188091207807,3
17167,2018,4549.689007222426,3
17169,2018,4595.086558468581,3
17171,2018,3991.7323232323233,1
17173,2018,4720.84703433923,3
17175,2018,4015.3199214916585,1
17177,2018,4028.575321449445,1
17179,2018,4393.272846612138,2
17181,2018,4146.115709185329,1
17183,2018,4730.6003183945195,3
17185,2018,4302.711208893006,2
17187,2018,4168.374426710695,2
17189,2018,4825.1415947822425,3
17191,2018,4464.628303626306,2
17193,2018,4585.341825570491,3
17195,2018,4451.538468448237,2
17197,2018,5237.218266705573,4
17199,2018,4669.740836074169,3
17201,2018,4323.077297266899,2
17203,2018,4189.1491045809835,2
18001,2018,4226.226859504132,2
18003,2018,4072.376206101166,1
18005,2018,4548.840572597137,3
18007,2018,4834.89246598075,3
18009,2018,5449.016273584905,4
18011,2018,4586.654292343387,3
18013,2018,3445.9273091030345,1
18015,2018,4461.84794349813,2
18017,2018,4956.8175874769795,4
18019,2018,4905.108624823261,3
18021,2018,4513.293712051044,3
18023,2018,4401.3771641463945,2
18025,2018,4356.050483091787,2
18027,2018,4792.880413777424,3
18029,2018,4417.828905866685,2
18031,2018,4401.057675016056,2
18033,2018,4077.4982253771072,1
18035,2018,5077.417701679678,4
18037,2018,3947.8764257224825,1
18039,2018,4051.646418183048,1
18041,2018,4699.098727735369,3
18043,2018,4558.801634569404,3
18045,2018,4651.912385387862,3
18047,2018,4082.886166312946,1
18049,2018,4021.6704267719497,1
18051,2018,4765.030293088364,3
18053,2018,4838.519311349973,3
18055,2018,4803.362996158771,3
18057,2018,4201.832756825113,2
18059,2018,4413.519460653787,2
18061,2018,4509.536425429828,2
18063,2018,4320.19538293867,2
18065,2018,4846.828189078351,3
18067,2018,4671.3331380446725,3
18069,2018,4135.610029154519,1
18071,2018,3886.4959114561825,1
18073,2018,5105.945067980655,4
18075,2018,4002.691066006073,1
18077,2018,4700.381436314363,3
18079,2018,4308.675944074219,2
18081,2018,4355.936883793065,2
18083,2018,5154.735866543096,4
18085,2018,4142.773305790631,1
18087,2018,3779.8205388180763,1
18089,2018,5740.074755559894,4
18091,2018,4868.537794445096,3
18093,2018,4288.633296851864,2
18095,2018,4976.9479944360855,4
18097,2018,4885.227398087907,3
18099,2018,4006.111766384476,1
18101,2018,3931.3337358126055,1
18103,2018,4229.536192771085,2
18105,2018,3745.105621860301,1
18107,2018,4606.02884182064,3
18109,2018,4207.665902265902,2
18111,2018,4630.411545623836,3
18113,2018,3889.0380701954955,1
18115,2018,4053.8407281001137,1
18117,2018,4269.859379750684,2
18119,2018,3833.7928333333334,1
18121,2018,4619.085967384739,3
18123,2018,4664.822913550703,3
18125,2018,4520.197796695043,3
18127,2018,4969.828207525123,4
18129,2018,4457.869390787519,2
18131,2018,4535.214130905939,3
18133,2018,4710.192190497686,3
18135,2018,4504.095486111111,2
18137,2018,4191.059701492537,2
18139,2018,4806.534512930197,3
18141,2018,4268.624221475334,2
18143,2018,4583.241046831956,3
18145,2018,5066.957050092765,4
18147,2018,4424.429828486204,2
18149,2018,4853.752298539751,3
18151,2018,4263.630176106616,2
18153,2018,4862.438481475835,3
18155,2018,4208.107235621521,2
18157,2018,4536.648057918353,3
18159,2018,5130.453411924734,4
18161,2018,4149.990151515151,1
18163,2018,4756.925176652792,3
18165,2018,4764.038528591353,3
18167,2018,5149.037769404672,4
18169,2018,4140.014562550166,1
18171,2018,4165.352357320099,1
18173,2018,4788.362891737892,3
18175,2018,4215.648133543638,2
18177,2018,5048.435047789058,4
18179,2018,3773.7270363951475,1
18181,2018,4360.003581895148,2
18183,2018,3801.485176034589,1
19001,2018,4889.165848129958,3
19003,2018,5186.527393136665,4
19005,2018,3800.3696069868997,1
19007,2018,4468.5452236764995,2
19009,2018,4417.777654046028,2
19011,2018,4445.0516379789005,2
19013,2018,4124.163872182735,1
19015,2018,4205.359564164649,2
19017,2018,4445.310152473038,2
19019,2018,4108.807916381083,1
19021,2018,4042.288833437305,1
19023,2018,4626.684945680289,3
19025,2018,4507.857719023079,2
19027,2018,4011.852251038509,1
19029,2018,4523.113044841643,3
19031,2018,3594.34524028724,1
19033,2018,4309.097621407334,2
19035,2018,4429.198925800676,2
19037,2018,5015.925239901808,4
19039,2018,4834.766081871345,3
19041,2018,4082.6567381519726,1
19043,2018,4473.750038173767,2
19045,2018,4511.412387836491,2
19047,2018,4524.952869221083,3
19049,2018,3624.1561788617887,1
19051,2018,4830.051043219076,3
19053,2018,4248.0172297297295,2
19055,2018,4046.4313528703333,1
19057,2018,4200.934191355027,2
19059,2018,3628.3359982234065,1
19061,2018,3537.293922341024,1
19063,2018,4536.503653075654,3
19065,2018,4594.493470149254,3
19067,2018,4449.220474822319,2
19069,2018,4850.345406125167,3
19071,2018,5411.998320456836,4
19073,2018,4777.489647453834,3
19075,2018,3969.223966118585,1
19077,2018,3934.384722544695,1
19079,2018,5174.754112860428,4
19081,2018,5082.144811858609,4
19083,2018,4640.270216701902,3
19085,2018,4884.2601713062095,3
19087,2018,3886.3191570881227,1
19089,2018,4948.109582653299,4
19091,2018,4469.1214595560095,2
19093,2018,5111.980708523325,4
19095,2018,4612.422342814371,3
19097,2018,4726.309331990601,3
19099,2018,3775.363974630021,1
19101,2018,3916.2247753719253,1
19103,2018,3622.8519012446995,1
19105,2018,4569.928571428572,3
19107,2018,4010.6368355995055,1
19109,2018,4451.53326372315,2
19111,2018,4034.325949586834,1
19113,2018,3981.8216396201906,1
19115,2018,4165.61848275862,2
19117,2018,4096.53665241295,1
19119,2018,4706.220839813374,3
19121,2018,4289.5933600713015,2
19123,2018,4170.949307439669,2
19125,2018,4230.356992823386,2
19127,2018,3703.9512124292146,1
19129,2018,4219.763915920592,2
19131,2018,4380.593422114609,2
19133,2018,4736.982416335792,3
19135,2018,4375.680388349515,2
19137,2018,5656.52880034647,4
19139,2018,4181.334341143865,2
19141,2018,4673.4208955223885,3
19143,2018,4509.4779951100245,2
19145,2018,5373.084177119541,4
19147,2018,4978.734480353406,4
19149,2018,4221.272404730617,2
19151,2018,4849.181024447032,3
19153,2018,3644.5750009234293,1
19155,2018,4251.155280649926,2
19157,2018,3711.406330935252,1
19159,2018,5795.267123287671,4
19161,2018,4751.79659574468,3
19163,2018,4302.238823714139,2
19165,2018,5020.120706769902,4
19167,2018,4612.759271944417,3
19169,2018,3620.590251790252,1
19171,2018,4209.6369659982565,2
19173,2018,5546.8746794871795,4
