fips,year,ma_total_from_plans,sumsq_enroll,hhi,ma_enrollment,eligibles,ma_share,plan_count,ffs_cost
04015,2014,14255.0,25131175.0,0.1236739839479855,14013.0,54630.0,0.256507413509061,441,
04017,2014,3641.0,3998717.0,0.3016333178218919,3701.0,19012.0,0.1946665264043761,382,
04019,2014,84832.0,688373042.0,0.0956542877107825,82891.0,181124.0,0.4576477992977187,539,
04021,2014,24406.0,66328480.0,0.1113542587078356,22281.0,61632.0,0.3615167445482866,479,
04023,2014,3673.0,3378557.0,0.2504317530690436,3500.0,7789.0,0.4493516497624855,393,
04025,2014,17189.0,43138209.0,0.1460026999571968,16710.0,64328.0,0.2597624673548066,468,
04027,2014,5886.0,16574466.0,0.4784086567653233,5735.0,29110.0,0.1970113363105462,408,
05001,2014,427.0,23735.0,0.1301767683692665,441.0,4085.0,0.1079559363525091,366,
05003,2014,639.0,50993.0,0.1248845883508318,610.0,4967.0,0.1228105496275417,368,
05005,2014,3708.0,3061376.0,0.2226574455185383,3755.0,14321.0,0.2622023601703792,396,
05007,2014,11073.0,32172407.0,0.2623934285876634,10881.0,35857.0,0.3034553922525588,421,
05009,2014,2036.0,1738276.0,0.4193370027134371,2085.0,9346.0,0.2230900920179756,387,
05011,2014,255.0,7813.0,0.120153787004998,239.0,2546.0,0.0938727415553809,367,
05013,2014,121.0,2823.0,0.1928146984495594,137.0,1191.0,0.1150293870696893,364,
05015,2014,1755.0,861567.0,0.2797272749409502,1796.0,6575.0,0.2731558935361217,397,
05017,2014,311.0,17879.0,0.184851273249863,270.0,2694.0,0.1002227171492204,367,
05019,2014,749.0,94303.0,0.1680977395762218,791.0,4338.0,0.1823420931304748,378,
05021,2014,439.0,36201.0,0.1878414910673979,479.0,4089.0,0.1171435558816336,364,
05023,2014,830.0,78780.0,0.1143562200609667,907.0,7444.0,0.1218430951101558,384,
05025,2014,209.0,5793.0,0.1326205901879535,212.0,1909.0,0.1110529072812991,366,
05027,2014,589.0,61299.0,0.1766944059310332,590.0,5079.0,0.1161645993305768,372,
05029,2014,899.0,100119.0,0.123878837071471,953.0,4900.0,0.1944897959183673,379,
05031,2014,2485.0,593107.0,0.0960462169394637,2381.0,16676.0,0.1427800431758215,380,
05033,2014,4593.0,5729547.0,0.2715985177796616,4594.0,12349.0,0.3720139282532999,392,
05035,2014,1256.0,208962.0,0.1324610024747454,1277.0,8289.0,0.1540595970563397,382,
05037,2014,635.0,58705.0,0.1455886911773823,648.0,3794.0,0.1707959936742224,382,
05039,2014,363.0,16233.0,0.1231928602326799,374.0,1912.0,0.1956066945606694,371,
05041,2014,246.0,9312.0,0.1538766607178266,275.0,2767.0,0.0993856161908203,365,
05043,2014,360.0,25386.0,0.1958796296296296,333.0,3521.0,0.0945754047145697,362,
05045,2014,1511.0,276367.0,0.1210478989068034,1574.0,16682.0,0.0943531950605442,382,
05047,2014,1075.0,205997.0,0.1782559221200649,1108.0,3882.0,0.2854198866563627,378,
05049,2014,655.0,61541.0,0.1434438552531903,717.0,3355.0,0.2137108792846497,381,
05051,2014,5305.0,4312395.0,0.1532313957010662,5233.0,25813.0,0.2027273079456088,392,
05053,2014,459.0,31661.0,0.1502793322606215,507.0,3532.0,0.1435447338618346,369,
05055,2014,1672.0,279234.0,0.0998839598452416,1687.0,8841.0,0.1908155186064924,380,
05057,2014,746.0,136846.0,0.2458976920699494,743.0,4355.0,0.1706084959816303,371,
05059,2014,1120.0,144266.0,0.1150079719387755,1151.0,7127.0,0.1614985267293391,374,
05061,2014,460.0,44846.0,0.211937618147448,475.0,2958.0,0.1605814739688979,370,
05063,2014,782.0,88006.0,0.1439125856057979,817.0,8022.0,0.1018449264522562,374,
05065,2014,586.0,52444.0,0.1527216391571247,629.0,3736.0,0.1683618843683083,378,
05067,2014,335.0,13507.0,0.1203564268211182,363.0,3927.0,0.0924369747899159,368,
05069,2014,3170.0,1316534.0,0.1310127476639234,3228.0,14551.0,0.2218404233386021,384,
05071,2014,1210.0,254782.0,0.1740195341848234,1261.0,5323.0,0.2368964869434529,378,
05073,2014,178.0,7502.0,0.2367756596389345,200.0,1741.0,0.1148765077541642,367,
05075,2014,596.0,62646.0,0.1763602990856267,645.0,4264.0,0.1512664165103189,370,
05077,2014,460.0,23072.0,0.1090359168241966,481.0,1997.0,0.2408612919379068,380,
05079,2014,330.0,12774.0,0.1173002754820936,336.0,2325.0,0.144516129032258,371,
05081,2014,351.0,44927.0,0.364664247855131,362.0,2972.0,0.1218034993270524,372,
05083,2014,1340.0,425768.0,0.2371173980842058,1342.0,5421.0,0.247555801512636,381,
05085,2014,1677.0,264673.0,0.0941116775455503,1757.0,11270.0,0.1559006211180124,381,
05087,2014,999.0,431197.0,0.4320606893179465,994.0,3478.0,0.2857964347326049,372,
05089,2014,1238.0,356048.0,0.2323096557321856,1322.0,5053.0,0.2616267563823471,381,
05091,2014,1434.0,497054.0,0.2417159285648983,1435.0,7998.0,0.1794198549637409,379,
05093,2014,1525.0,437293.0,0.1880324643912926,1502.0,8425.0,0.1782789317507418,369,
05095,2014,337.0,16487.0,0.1451716577587193,377.0,1992.0,0.1892570281124498,369,
05097,2014,377.0,18787.0,0.1321827354023457,384.0,2497.0,0.1537845414497397,380,
05099,2014,425.0,45011.0,0.249195847750865,459.0,2091.0,0.2195121951219512,372,
05101,2014,493.0,109401.0,0.4501191117840435,528.0,2270.0,0.2325991189427312,375,
05103,2014,1497.0,237947.0,0.1061785115543935,1493.0,6003.0,0.2487089788439113,379,
05105,2014,409.0,21609.0,0.1291778504432661,436.0,2477.0,0.1760193782801776,376,
05107,2014,871.0,89449.0,0.1179068887655689,864.0,4284.0,0.2016806722689075,372,
05109,2014,348.0,17096.0,0.1411679217862333,361.0,2582.0,0.1398140975987606,370,
05111,2014,979.0,104173.0,0.1086900497787553,957.0,5665.0,0.1689320388349514,373,
05113,2014,552.0,47322.0,0.155304820415879,599.0,5281.0,0.113425487597046,377,
05115,2014,2329.0,898815.0,0.1657033675310518,2324.0,11543.0,0.2013341419041843,379,
05117,2014,189.0,5787.0,0.1620055429579239,232.0,2036.0,0.1139489194499017,365,
05119,2014,11624.0,11390668.0,0.0843020219694023,11817.0,67625.0,0.1747430683918669,408,
05121,2014,1055.0,142439.0,0.1279746636418768,1076.0,4521.0,0.2380004423800044,380,
05123,2014,941.0,98813.0,0.1115924565292761,1011.0,4788.0,0.2111528822055138,374,
05125,2014,3470.0,1624222.0,0.1348920761737079,3512.0,22111.0,0.1588349690199448,390,
05127,2014,644.0,92506.0,0.2230479148181011,716.0,2572.0,0.2783825816485225,376,
05129,2014,454.0,57792.0,0.280385802169652,498.0,2381.0,0.2091558168836623,375,
05131,2014,6792.0,11588046.0,0.2511972357835241,6731.0,23391.0,0.2877602496686759,401,
05133,2014,269.0,25011.0,0.3456419894694656,270.0,2794.0,0.0966356478167501,372,
05135,2014,1095.0,172929.0,0.1442246825545756,1160.0,5806.0,0.1997933172580089,383,
05137,2014,498.0,34618.0,0.1395864582829309,515.0,3848.0,0.1338357588357588,370,
05139,2014,1244.0,260294.0,0.1681989950476111,1220.0,9448.0,0.1291278577476714,370,
05141,2014,891.0,98005.0,0.1234504919503049,926.0,4948.0,0.18714632174616,382,
05143,2014,6281.0,9085435.0,0.2302969248328323,6196.0,28432.0,0.217923466516601,406,
05145,2014,2124.0,928112.0,0.2057270331712541,2162.0,15094.0,0.1432357228037631,385,
05147,2014,155.0,6687.0,0.2783350676378772,199.0,1828.0,0.1088621444201312,370,
05149,2014,740.0,64564.0,0.1179035792549306,739.0,4540.0,0.1627753303964757,371,
06001,2014,94080.0,2036887598.0,0.2301295808369053,91142.0,210964.0,0.4320263172863616,500,
06003,2014,0.0,0.0,,15.0,225.0,0.0666666666666666,350,
06005,2014,1868.0,850238.0,0.2436614180449266,1880.0,9695.0,0.1939143888602372,385,
06007,2014,188.0,7012.0,0.1983929379809868,637.0,45439.0,0.0140187944276942,354,
06009,2014,923.0,680117.0,0.7983259168310974,1561.0,11749.0,0.1328623712656396,361,
06011,2014,125.0,15625.0,1.0,213.0,3216.0,0.066231343283582,351,
06013,2014,83879.0,1443426097.0,0.2051578148163293,76310.0,168647.0,0.4524835899838123,500,
06015,2014,367.0,91765.0,0.6813102777509671,428.0,5382.0,0.0795243403939056,355,
06017,2014,11268.0,37107536.0,0.2922593680112215,10989.0,35680.0,0.3079876681614349,413,
06019,2014,35516.0,132001108.0,0.1046476504497445,34012.0,120682.0,0.2818315904608807,469,
06021,2014,0.0,0.0,,44.0,5167.0,0.0085155796400232,351,
06023,2014,666.0,296758.0,0.6690429167906645,803.0,25113.0,0.0319754708716601,362,
06025,2014,2605.0,5695437.0,0.8392891272873295,2413.0,26267.0,0.0918643164426847,363,
06027,2014,0.0,0.0,,55.0,4154.0,0.0132402503610977,351,
06029,2014,36136.0,145192804.0,0.111189797022431,35894.0,101884.0,0.3523026186643634,474,
06031,2014,1762.0,1193112.0,0.3842991338137319,1770.0,15010.0,0.1179213857428381,382,
06033,2014,18.0,324.0,1.0,651.0,15894.0,0.0409588523971309,353,
06035,2014,24.0,576.0,1.0,81.0,4503.0,0.0179880079946702,350,
06037,2014,1384603.0,138980026339.0,0.0724939648902234,561173.0,1300353.0,0.4315543548559507,704,
06039,2014,6819.0,8788553.0,0.1890061758849875,6823.0,21490.0,0.3174965100046533,403,
06041,2014,18777.0,163525185.0,0.4638015936712422,18301.0,51503.0,0.3553385239694775,398,
06043,2014,100.0,3170.0,0.317,180.0,4482.0,0.0401606425702811,377,
06045,2014,948.0,407672.0,0.4536221047196852,1367.0,19668.0,0.0695037624567826,367,
06047,2014,2075.0,1939995.0,0.4505722165771519,2508.0,31553.0,0.07948531043007,368,
06049,2014,158.0,18754.0,0.751241788174972,180.0,2413.0,0.0745959386655615,350,
06051,2014,0.0,0.0,,32.0,1341.0,0.0238627889634601,349,
06053,2014,596.0,128408.0,0.361492725552903,892.0,55395.0,0.0161025363299936,367,
06055,2014,9777.0,31288071.0,0.3273162433591584,9649.0,25972.0,0.3715154782073002,382,
06057,2014,3183.0,4231449.0,0.4176532195810507,3811.0,24724.0,0.1541417246400258,372,
06059,2014,228148.0,4165116312.0,0.0800191256638248,200534.0,426617.0,0.4700562799888425,631,
06061,2014,31424.0,222995022.0,0.2258251128996841,30684.0,68804.0,0.4459624440439509,434,
06063,2014,232.0,25366.0,0.471276753864447,394.0,5456.0,0.0722140762463343,352,
06065,2014,207610.0,3668880720.0,0.0851210663575178,162571.0,308803.0,0.5264553777003462,604,
06067,2014,103638.0,1726538242.0,0.1607452525736787,96056.0,217588.0,0.4414581686490064,478,
06069,2014,23.0,529.0,1.0,284.0,7109.0,0.0399493599662399,351,
06071,2014,163383.0,1775924935.0,0.0665289811585227,131596.0,246844.0,0.5331140315340863,601,
06073,2014,208688.0,4031086218.0,0.0925608071699058,189069.0,445717.0,0.4241906860182582,586,
06075,2014,51764.0,330801476.0,0.123455880597134,50614.0,133426.0,0.3793413577563593,481,
06077,2014,33592.0,124969880.0,0.110747423050238,32259.0,95136.0,0.3390829969727548,455,
06079,2014,5649.0,8285371.0,0.2596383320076232,5723.0,52318.0,0.1093887381016093,386,
06081,2014,50308.0,509538794.0,0.2013275230227026,47128.0,113232.0,0.4162074325279073,441,
06083,2014,9309.0,34006415.0,0.3924233038807116,9532.0,67335.0,0.1415608524541471,413,
06085,2014,91624.0,1843166326.0,0.2195563650232879,87350.0,238219.0,0.3666794000478551,549,
06087,2014,2834.0,1281224.0,0.1595237585344608,3377.0,40185.0,0.0840363319646634,389,
06089,2014,2039.0,3557791.0,0.8557481730098296,2356.0,43247.0,0.0544777672439706,371,
06091,2014,0.0,0.0,,18.0,814.0,0.0221130221130221,349,
06093,2014,808.0,472232.0,0.7233236937555142,926.0,11766.0,0.0787013428522862,352,
06095,2014,29944.0,245783248.0,0.2741149049514388,29092.0,64397.0,0.4517601751634393,418,
06097,2014,36318.0,465874410.0,0.353203507060869,34711.0,88895.0,0.3904719050565273,432,
06099,2014,32184.0,134895502.0,0.1302319158469177,31260.0,75280.0,0.4152497343251859,480,
06101,2014,260.0,26170.0,0.3871301775147929,350.0,15292.0,0.022887784462464,374,
06103,2014,19.0,361.0,1.0,157.0,13863.0,0.0113251100050494,353,
06105,2014,145.0,14125.0,0.6718192627824019,196.0,3531.0,0.0555083545737751,353,
06107,2014,6588.0,16375134.0,0.3772920737931637,6691.0,55015.0,0.1216213759883668,414,
06109,2014,92.0,2856.0,0.3374291115311909,511.0,14072.0,0.0363132461625923,355,
06111,2014,46573.0,375280031.0,0.1730163030706782,36710.0,124542.0,0.2947600006423536,471,
06113,2014,11989.0,19985589.0,0.1390436089478162,11955.0,26032.0,0.4592424708051629,415,
06115,2014,547.0,122221.0,0.4084803598822228,584.0,10997.0,0.0531053923797399,375,
08001,2014,27259.0,100499505.0,0.1352521207028007,26774.0,51396.0,0.5209354813604171,435,
08003,2014,570.0,45606.0,0.1403693444136657,619.0,2463.0,0.2513195290296386,369,
08005,2014,34209.0,155908069.0,0.1332256459261743,33574.0,76689.0,0.437794207774257,432,
08007,2014,346.0,15418.0,0.1287881319121921,377.0,2835.0,0.1329805996472663,364,
08009,2014,0.0,0.0,,,987.0,,345,
08011,2014,13.0,169.0,1.0,48.0,982.0,0.0488798370672097,360,
08013,2014,15248.0,28454622.0,0.122384679283623,14833.0,40437.0,0.3668175186091945,430,
08014,2014,3940.0,2162196.0,0.1392844443299234,3821.0,7709.0,0.4956544298871449,407,
08015,2014,706.0,58888.0,0.1181455593095201,791.0,4484.0,0.1764049955396967,369,
08017,2014,0.0,0.0,,14.0,320.0,0.04375,357,
08019,2014,429.0,23143.0,0.1257491537211817,513.0,1504.0,0.3410904255319149,385,
08021,2014,449.0,40523.0,0.2010059473911339,512.0,1660.0,0.308433734939759,367,
08023,2014,249.0,10371.0,0.1672714956210383,285.0,1023.0,0.2785923753665689,368,
08025,2014,64.0,1528.0,0.373046875,100.0,749.0,0.1335113484646194,366,
08027,2014,147.0,5043.0,0.2333749826461196,216.0,1238.0,0.1744749596122778,367,
08029,2014,1848.0,396276.0,0.1160362905492775,1943.0,7652.0,0.2539205436487193,368,
08031,2014,40070.0,164388666.0,0.1023842577959247,39360.0,80559.0,0.4885860052880497,439,
08033,2014,25.0,317.0,0.5072,56.0,473.0,0.1183932346723044,357,
08035,2014,13032.0,24442984.0,0.1439236222985701,12605.0,31287.0,0.402882986543932,436,
08037,2014,234.0,11726.0,0.2141500474833808,279.0,4060.0,0.0687192118226601,360,
08039,2014,891.0,93255.0,0.1174672274560041,937.0,3287.0,0.2850623668999087,386,
08041,2014,25740.0,122784052.0,0.1853211029667906,24855.0,85860.0,0.2894828791055206,462,
