contract_id,plan_id,rebate_pmpm,ab_pmpm_payment,risk_score,year,source_file,source_sheet
H0028,001,44.35,685.75,0.834,2014,2014PartCPlan Level.xlsx,result.srx
H0028,002,49.83,744.91,0.924,2014,2014PartCPlan Level.xlsx,result.srx
H0028,003,30.69,778.05,0.921,2014,2014PartCPlan Level.xlsx,result.srx
H0028,004,48.97,720.07,0.836,2014,2014PartCPlan Level.xlsx,result.srx
H0028,005,30.81,753.95,0.682,2014,2014PartCPlan Level.xlsx,result.srx
H0084,001,72.09,666.17,0.814,2014,2014PartCPlan Level.xlsx,result.srx
H0084,004,77.65,701.59,1.419,2014,2014PartCPlan Level.xlsx,result.srx
H0084,014,41.4,745.69,1.944,2014,2014PartCPlan Level.xlsx,result.srx
H0084,035,74.08,624.53,1.186,2014,2014PartCPlan Level.xlsx,result.srx
H0084,064,66.76,613.91,0.783,2014,2014PartCPlan Level.xlsx,result.srx
H0084,065,93.37,650.43,1.319,2014,2014PartCPlan Level.xlsx,result.srx
H0104,010,15.35,799.71,1.02,2014,2014PartCPlan Level.xlsx,result.srx
H0104,011,29.78,747.19,0.837,2014,2014PartCPlan Level.xlsx,result.srx
H0107,001,58.52,669.37,0.671,2014,2014PartCPlan Level.xlsx,result.srx
H0107,002,50.6,680.81,0.803,2014,2014PartCPlan Level.xlsx,result.srx
H0108,004,60.16,721.88,0.817,2014,2014PartCPlan Level.xlsx,result.srx
H0108,005,113.11,642.15,1.01,2014,2014PartCPlan Level.xlsx,result.srx
H0108,006,129.39,610.47,0.988,2014,2014PartCPlan Level.xlsx,result.srx
H0108,008,99.13,631.38,0.952,2014,2014PartCPlan Level.xlsx,result.srx
H0108,009,110.63,615.05,1.089,2014,2014PartCPlan Level.xlsx,result.srx
H0108,010,57.89,749.02,0.997,2014,2014PartCPlan Level.xlsx,result.srx
H0108,011,123.43,670.56,1.007,2014,2014PartCPlan Level.xlsx,result.srx
H0108,013,132.52,591.67,0.974,2014,2014PartCPlan Level.xlsx,result.srx
H0108,021,88.93,668.78,0.947,2014,2014PartCPlan Level.xlsx,result.srx
H0108,022,88.36,684.52,0.854,2014,2014PartCPlan Level.xlsx,result.srx
H0108,023,81.73,792.49,0.958,2014,2014PartCPlan Level.xlsx,result.srx
H0108,024,79.14,773.76,0.808,2014,2014PartCPlan Level.xlsx,result.srx
H0108,025,79.91,757.67,0.868,2014,2014PartCPlan Level.xlsx,result.srx
H0108,026,75.45,745.22,0.778,2014,2014PartCPlan Level.xlsx,result.srx
H0108,027,59.39,751.24,0.835,2014,2014PartCPlan Level.xlsx,result.srx
H0108,028,66.4,744.98,0.828,2014,2014PartCPlan Level.xlsx,result.srx
H0108,029,115.19,595.89,0.813,2014,2014PartCPlan Level.xlsx,result.srx
H0108,034,70.57,721.04,0.953,2014,2014PartCPlan Level.xlsx,result.srx
H0108,035,83.17,740.12,0.807,2014,2014PartCPlan Level.xlsx,result.srx
H0108,036,85.58,642.19,0.698,2014,2014PartCPlan Level.xlsx,result.srx
H0108,037,80.2,698.04,0.674,2014,2014PartCPlan Level.xlsx,result.srx
H0108,038,88.51,704.17,0.801,2014,2014PartCPlan Level.xlsx,result.srx
H0108,039,89.69,735.1,0.695,2014,2014PartCPlan Level.xlsx,result.srx
H0108,040,68.87,725.34,0.701,2014,2014PartCPlan Level.xlsx,result.srx
H0108,041,76.82,756.33,0.656,2014,2014PartCPlan Level.xlsx,result.srx
H0108,042,64.84,812.67,0.814,2014,2014PartCPlan Level.xlsx,result.srx
H0108,043,54.98,765.93,0.705,2014,2014PartCPlan Level.xlsx,result.srx
H0108,044,65.48,712.99,0.828,2014,2014PartCPlan Level.xlsx,result.srx
H0108,045,29.78,756.46,0.716,2014,2014PartCPlan Level.xlsx,result.srx
H0108,046,47.84,735.98,0.848,2014,2014PartCPlan Level.xlsx,result.srx
H0108,801,0.0,882.14,0.946,2014,2014PartCPlan Level.xlsx,result.srx
H0117,005,62.92,700.24,1.047,2014,2014PartCPlan Level.xlsx,result.srx
H0117,007,20.81,784.04,1.265,2014,2014PartCPlan Level.xlsx,result.srx
H0141,001,58.98,696.33,1.108,2014,2014PartCPlan Level.xlsx,result.srx
H0141,002,49.31,721.2,0.875,2014,2014PartCPlan Level.xlsx,result.srx
H0150,001,85.99,664.91,1.039,2014,2014PartCPlan Level.xlsx,result.srx
H0150,007,87.13,701.9,1.342,2014,2014PartCPlan Level.xlsx,result.srx
H0150,012,51.44,722.14,0.925,2014,2014PartCPlan Level.xlsx,result.srx
H0150,804,122.23,669.09,1.467,2014,2014PartCPlan Level.xlsx,result.srx
H0151,001,51.97,690.63,1.071,2014,2014PartCPlan Level.xlsx,result.srx
H0151,015,24.76,756.27,1.386,2014,2014PartCPlan Level.xlsx,result.srx
H0151,025,67.43,692.71,1.077,2014,2014PartCPlan Level.xlsx,result.srx
H0151,801,38.47,708.88,0.861,2014,2014PartCPlan Level.xlsx,result.srx
H0154,001,81.46,705.07,0.949,2014,2014PartCPlan Level.xlsx,result.srx
H0154,008,83.6,703.3,0.993,2014,2014PartCPlan Level.xlsx,result.srx
H0154,011,70.08,736.19,1.077,2014,2014PartCPlan Level.xlsx,result.srx
H0154,012,89.15,725.55,1.3,2014,2014PartCPlan Level.xlsx,result.srx
H0154,014,123.54,657.91,0.998,2014,2014PartCPlan Level.xlsx,result.srx
H0248,001,7.8,768.47,0.849,2014,2014PartCPlan Level.xlsx,result.srx
H0251,002,48.77,702.74,1.312,2014,2014PartCPlan Level.xlsx,result.srx
H0294,002,84.78,717.87,1.361,2014,2014PartCPlan Level.xlsx,result.srx
H0294,004,63.22,682.98,0.785,2014,2014PartCPlan Level.xlsx,result.srx
H0294,006,20.05,783.12,1.337,2014,2014PartCPlan Level.xlsx,result.srx
H0302,001,99.7,685.73,0.988,2014,2014PartCPlan Level.xlsx,result.srx
H0302,006,48.2,734.3,0.643,2014,2014PartCPlan Level.xlsx,result.srx
H0302,007,108.16,694.65,1.074,2014,2014PartCPlan Level.xlsx,result.srx
H0303,013,79.4,737.03,0.945,2014,2014PartCPlan Level.xlsx,result.srx
H0303,015,46.03,753.42,0.996,2014,2014PartCPlan Level.xlsx,result.srx
H0303,801,62.05,743.73,1.269,2014,2014PartCPlan Level.xlsx,result.srx
H0303,804,15.09,814.82,0.97,2014,2014PartCPlan Level.xlsx,result.srx
H0303,805,34.87,788.49,0.777,2014,2014PartCPlan Level.xlsx,result.srx
H0316,002,60.06,736.51,0.853,2014,2014PartCPlan Level.xlsx,result.srx
H0316,014,23.38,755.86,0.882,2014,2014PartCPlan Level.xlsx,result.srx
H0317,001,0.0,827.06,0.993,2014,2014PartCPlan Level.xlsx,result.srx
H0317,004,0.0,841.41,0.931,2014,2014PartCPlan Level.xlsx,result.srx
H0317,006,0.0,797.64,0.916,2014,2014PartCPlan Level.xlsx,result.srx
H0317,007,0.0,811.48,1.019,2014,2014PartCPlan Level.xlsx,result.srx
H0318,002,71.44,715.8,0.904,2014,2014PartCPlan Level.xlsx,result.srx
H0318,801,48.81,760.51,0.93,2014,2014PartCPlan Level.xlsx,result.srx
H0318,802,29.89,791.62,0.831,2014,2014PartCPlan Level.xlsx,result.srx
H0319,001,93.49,793.3,2.634,2014,2014PartCPlan Level.xlsx,result.srx
H0320,006,21.51,742.58,1.041,2014,2014PartCPlan Level.xlsx,result.srx
H0320,008,96.38,606.52,0.697,2014,2014PartCPlan Level.xlsx,result.srx
H0320,009,75.78,666.69,0.961,2014,2014PartCPlan Level.xlsx,result.srx
H0321,002,54.55,738.35,1.256,2014,2014PartCPlan Level.xlsx,result.srx
H0332,001,139.92,832.96,0.813,2014,2014PartCPlan Level.xlsx,result.srx
H0332,002,167.48,798.77,0.825,2014,2014PartCPlan Level.xlsx,result.srx
H0332,003,142.8,843.63,0.909,2014,2014PartCPlan Level.xlsx,result.srx
H0332,004,154.88,830.86,0.881,2014,2014PartCPlan Level.xlsx,result.srx
H0332,006,53.58,984.0,1.217,2014,2014PartCPlan Level.xlsx,result.srx
H0332,803,105.6,899.15,1.02,2014,2014PartCPlan Level.xlsx,result.srx
H0332,805,66.19,929.13,0.58,2014,2014PartCPlan Level.xlsx,result.srx
H0332,806,87.18,939.65,0.882,2014,2014PartCPlan Level.xlsx,result.srx
H0332,807,73.24,935.04,0.856,2014,2014PartCPlan Level.xlsx,result.srx
H0332,809,77.85,909.23,0.811,2014,2014PartCPlan Level.xlsx,result.srx
H0351,029,70.86,766.29,1.39,2014,2014PartCPlan Level.xlsx,result.srx
H0351,030,59.06,748.42,0.854,2014,2014PartCPlan Level.xlsx,result.srx
H0351,035,80.51,717.47,0.816,2014,2014PartCPlan Level.xlsx,result.srx
H0351,036,85.16,668.39,0.75,2014,2014PartCPlan Level.xlsx,result.srx
H0351,038,199.84,651.56,1.508,2014,2014PartCPlan Level.xlsx,result.srx
H0351,040,127.51,618.15,0.872,2014,2014PartCPlan Level.xlsx,result.srx
H0351,041,114.72,684.39,0.852,2014,2014PartCPlan Level.xlsx,result.srx
H0351,042,215.25,676.4,1.489,2014,2014PartCPlan Level.xlsx,result.srx
H0351,043,87.65,737.16,1.126,2014,2014PartCPlan Level.xlsx,result.srx
H0351,801,79.07,744.32,1.163,2014,2014PartCPlan Level.xlsx,result.srx
H0354,001,90.43,717.78,0.981,2014,2014PartCPlan Level.xlsx,result.srx
H0354,021,154.83,691.46,1.561,2014,2014PartCPlan Level.xlsx,result.srx
H0354,804,75.6,761.15,1.224,2014,2014PartCPlan Level.xlsx,result.srx
H0354,805,109.56,720.1,1.291,2014,2014PartCPlan Level.xlsx,result.srx
H0408,002,74.01,769.45,2.388,2014,2014PartCPlan Level.xlsx,result.srx
H0423,001,56.87,882.35,1.014,2014,2014PartCPlan Level.xlsx,result.srx
H0423,002,0.0,994.3,1.203,2014,2014PartCPlan Level.xlsx,result.srx
H0423,003,67.48,869.45,1.045,2014,2014PartCPlan Level.xlsx,result.srx
H0423,004,22.41,937.35,0.888,2014,2014PartCPlan Level.xlsx,result.srx
H0435,001,52.12,754.87,0.609,2014,2014PartCPlan Level.xlsx,result.srx
H0435,002,74.05,717.53,0.855,2014,2014PartCPlan Level.xlsx,result.srx
H0435,003,72.38,718.4,0.731,2014,2014PartCPlan Level.xlsx,result.srx
H0439,001,79.76,690.94,0.863,2014,2014PartCPlan Level.xlsx,result.srx
H0490,004,89.91,676.21,1.217,2014,2014PartCPlan Level.xlsx,result.srx
H0504,015,147.87,707.89,1.029,2014,2014PartCPlan Level.xlsx,result.srx
H0504,017,108.58,698.02,0.965,2014,2014PartCPlan Level.xlsx,result.srx
H0504,021,134.31,689.23,0.927,2014,2014PartCPlan Level.xlsx,result.srx
H0504,026,97.86,734.73,0.924,2014,2014PartCPlan Level.xlsx,result.srx
H0504,027,97.7,713.08,0.805,2014,2014PartCPlan Level.xlsx,result.srx
H0504,028,98.95,683.67,0.757,2014,2014PartCPlan Level.xlsx,result.srx
H0504,029,110.76,723.34,0.762,2014,2014PartCPlan Level.xlsx,result.srx
H0504,030,111.25,785.56,0.792,2014,2014PartCPlan Level.xlsx,result.srx
H0504,031,115.48,711.63,0.745,2014,2014PartCPlan Level.xlsx,result.srx
H0504,032,98.1,705.29,0.697,2014,2014PartCPlan Level.xlsx,result.srx
H0504,803,27.7,863.44,0.863,2014,2014PartCPlan Level.xlsx,result.srx
H0504,804,24.66,862.06,0.829,2014,2014PartCPlan Level.xlsx,result.srx
H0523,002,125.84,731.35,1.104,2014,2014PartCPlan Level.xlsx,result.srx
H0523,022,136.52,712.29,1.319,2014,2014PartCPlan Level.xlsx,result.srx
H0523,031,142.71,668.28,1.229,2014,2014PartCPlan Level.xlsx,result.srx
H0523,032,75.71,747.81,0.88,2014,2014PartCPlan Level.xlsx,result.srx
H0523,052,84.44,696.32,0.921,2014,2014PartCPlan Level.xlsx,result.srx
H0523,060,133.7,653.72,0.923,2014,2014PartCPlan Level.xlsx,result.srx
H0523,801,95.15,751.25,1.01,2014,2014PartCPlan Level.xlsx,result.srx
H0523,805,96.96,744.53,1.049,2014,2014PartCPlan Level.xlsx,result.srx
H0524,002,17.97,434.8,1.275,2014,2014PartCPlan Level.xlsx,result.srx
H0524,003,100.81,769.7,0.877,2014,2014PartCPlan Level.xlsx,result.srx
H0524,008,37.98,850.67,0.961,2014,2014PartCPlan Level.xlsx,result.srx
H0524,010,43.38,419.3,1.1,2014,2014PartCPlan Level.xlsx,result.srx
H0524,013,27.85,845.28,0.892,2014,2014PartCPlan Level.xlsx,result.srx
H0524,015,87.51,758.96,0.885,2014,2014PartCPlan Level.xlsx,result.srx
H0524,029,27.32,892.45,1.221,2014,2014PartCPlan Level.xlsx,result.srx
H0524,030,48.16,861.63,1.267,2014,2014PartCPlan Level.xlsx,result.srx
H0524,031,6.63,856.06,0.86,2014,2014PartCPlan Level.xlsx,result.srx
H0524,032,39.1,884.72,0.88,2014,2014PartCPlan Level.xlsx,result.srx
H0524,033,35.15,932.13,0.9,2014,2014PartCPlan Level.xlsx,result.srx
H0524,034,102.18,755.11,0.902,2014,2014PartCPlan Level.xlsx,result.srx
H0524,035,87.25,736.07,0.957,2014,2014PartCPlan Level.xlsx,result.srx
H0524,036,57.42,745.88,0.709,2014,2014PartCPlan Level.xlsx,result.srx
H0524,037,80.54,721.41,0.87,2014,2014PartCPlan Level.xlsx,result.srx
H0524,038,61.84,818.23,1.034,2014,2014PartCPlan Level.xlsx,result.srx
H0524,039,25.1,846.19,0.892,2014,2014PartCPlan Level.xlsx,result.srx
H0524,040,62.97,864.82,1.0,2014,2014PartCPlan Level.xlsx,result.srx
H0524,041,67.63,820.41,0.727,2014,2014PartCPlan Level.xlsx,result.srx
H0524,042,65.1,799.24,1.037,2014,2014PartCPlan Level.xlsx,result.srx
H0524,043,81.53,744.21,0.815,2014,2014PartCPlan Level.xlsx,result.srx
H0524,046,76.92,754.37,0.743,2014,2014PartCPlan Level.xlsx,result.srx
H0524,801,85.39,804.99,1.075,2014,2014PartCPlan Level.xlsx,result.srx
H0524,802,3.51,916.48,0.981,2014,2014PartCPlan Level.xlsx,result.srx
H0524,805,69.43,807.55,0.923,2014,2014PartCPlan Level.xlsx,result.srx
H0524,806,79.08,788.34,0.917,2014,2014PartCPlan Level.xlsx,result.srx
H0524,807,12.72,473.53,0.837,2014,2014PartCPlan Level.xlsx,result.srx
H0524,808,3.77,476.93,0.791,2014,2014PartCPlan Level.xlsx,result.srx
H0524,809,83.94,787.83,1.045,2014,2014PartCPlan Level.xlsx,result.srx
H0524,810,40.97,861.88,1.1,2014,2014PartCPlan Level.xlsx,result.srx
H0524,811,76.5,388.15,1.506,2014,2014PartCPlan Level.xlsx,result.srx
H0524,812,148.42,355.06,1.463,2014,2014PartCPlan Level.xlsx,result.srx
H0543,001,141.94,751.33,1.184,2014,2014PartCPlan Level.xlsx,result.srx
H0543,004,125.1,729.73,1.31,2014,2014PartCPlan Level.xlsx,result.srx
H0543,007,111.0,746.03,1.241,2014,2014PartCPlan Level.xlsx,result.srx
H0543,013,62.2,755.26,1.104,2014,2014PartCPlan Level.xlsx,result.srx
H0543,019,110.16,709.56,1.222,2014,2014PartCPlan Level.xlsx,result.srx
H0543,022,104.3,763.22,1.075,2014,2014PartCPlan Level.xlsx,result.srx
H0543,028,30.86,791.09,1.065,2014,2014PartCPlan Level.xlsx,result.srx
H0543,029,0.0,875.96,1.052,2014,2014PartCPlan Level.xlsx,result.srx
H0543,032,61.57,739.86,1.069,2014,2014PartCPlan Level.xlsx,result.srx
H0543,035,19.52,854.58,0.926,2014,2014PartCPlan Level.xlsx,result.srx
H0543,036,53.13,860.58,1.084,2014,2014PartCPlan Level.xlsx,result.srx
H0543,060,54.18,776.58,1.252,2014,2014PartCPlan Level.xlsx,result.srx
H0543,070,15.73,923.57,1.016,2014,2014PartCPlan Level.xlsx,result.srx
H0543,086,0.0,827.41,0.837,2014,2014PartCPlan Level.xlsx,result.srx
H0543,089,23.24,835.4,1.138,2014,2014PartCPlan Level.xlsx,result.srx
H0543,121,107.25,682.62,0.896,2014,2014PartCPlan Level.xlsx,result.srx
H0543,138,141.17,658.12,0.996,2014,2014PartCPlan Level.xlsx,result.srx
H0543,140,28.64,815.41,0.81,2014,2014PartCPlan Level.xlsx,result.srx
H0543,144,139.75,684.21,1.097,2014,2014PartCPlan Level.xlsx,result.srx
H0543,145,58.57,734.64,0.827,2014,2014PartCPlan Level.xlsx,result.srx
H0543,146,54.15,758.86,0.802,2014,2014PartCPlan Level.xlsx,result.srx
H0543,147,70.14,812.34,0.858,2014,2014PartCPlan Level.xlsx,result.srx
H0543,148,61.14,739.57,0.735,2014,2014PartCPlan Level.xlsx,result.srx
H0543,149,34.36,817.06,0.97,2014,2014PartCPlan Level.xlsx,result.srx
H0543,151,161.56,725.69,0.906,2014,2014PartCPlan Level.xlsx,result.srx
H0543,152,65.03,749.27,0.775,2014,2014PartCPlan Level.xlsx,result.srx
H0543,153,42.48,862.85,1.347,2014,2014PartCPlan Level.xlsx,result.srx
H0543,802,67.82,794.39,1.104,2014,2014PartCPlan Level.xlsx,result.srx
H0543,805,52.28,815.76,1.065,2014,2014PartCPlan Level.xlsx,result.srx
H0543,806,34.49,858.98,1.025,2014,2014PartCPlan Level.xlsx,result.srx
H0544,002,187.38,667.42,1.021,2014,2014PartCPlan Level.xlsx,result.srx
H0544,003,113.17,809.17,1.295,2014,2014PartCPlan Level.xlsx,result.srx
H0544,004,359.89,610.32,1.641,2014,2014PartCPlan Level.xlsx,result.srx
H0544,005,341.15,689.58,2.308,2014,2014PartCPlan Level.xlsx,result.srx
H0544,007,114.37,636.98,0.55,2014,2014PartCPlan Level.xlsx,result.srx
H0544,008,123.94,697.19,0.953,2014,2014PartCPlan Level.xlsx,result.srx
H0544,010,307.65,613.66,1.701,2014,2014PartCPlan Level.xlsx,result.srx
H0544,012,94.31,742.64,1.036,2014,2014PartCPlan Level.xlsx,result.srx
H0544,013,318.08,658.98,1.831,2014,2014PartCPlan Level.xlsx,result.srx
H0544,014,377.12,612.74,1.897,2014,2014PartCPlan Level.xlsx,result.srx
H0544,019,292.02,644.84,1.811,2014,2014PartCPlan Level.xlsx,result.srx
H0544,021,82.88,741.77,0.658,2014,2014PartCPlan Level.xlsx,result.srx
H0544,024,223.52,650.94,1.521,2014,2014PartCPlan Level.xlsx,result.srx
H0544,025,243.35,626.63,1.46,2014,2014PartCPlan Level.xlsx,result.srx
H0544,027,112.5,774.05,0.906,2014,2014PartCPlan Level.xlsx,result.srx
H0544,031,275.01,675.25,1.581,2014,2014PartCPlan Level.xlsx,result.srx
H0544,032,309.5,653.75,1.524,2014,2014PartCPlan Level.xlsx,result.srx
H0544,036,221.94,767.0,1.208,2014,2014PartCPlan Level.xlsx,result.srx
H0544,037,177.49,710.59,1.505,2014,2014PartCPlan Level.xlsx,result.srx
H0544,038,227.5,675.81,1.753,2014,2014PartCPlan Level.xlsx,result.srx
H0544,041,110.83,745.16,1.224,2014,2014PartCPlan Level.xlsx,result.srx
H0544,802,131.37,725.66,0.801,2014,2014PartCPlan Level.xlsx,result.srx
H0545,001,169.14,684.17,1.13,2014,2014PartCPlan Level.xlsx,result.srx
H0545,011,84.38,746.1,0.933,2014,2014PartCPlan Level.xlsx,result.srx
H0545,012,208.64,649.44,1.328,2014,2014PartCPlan Level.xlsx,result.srx
H0545,013,162.06,672.38,0.797,2014,2014PartCPlan Level.xlsx,result.srx
H0562,009,65.85,832.67,1.123,2014,2014PartCPlan Level.xlsx,result.srx
H0562,012,132.98,645.97,0.991,2014,2014PartCPlan Level.xlsx,result.srx
H0562,039,94.04,736.58,1.056,2014,2014PartCPlan Level.xlsx,result.srx
H0562,040,62.36,765.14,1.173,2014,2014PartCPlan Level.xlsx,result.srx
H0562,044,94.47,691.72,0.776,2014,2014PartCPlan Level.xlsx,result.srx
H0562,045,0.0,907.37,1.04,2014,2014PartCPlan Level.xlsx,result.srx
H0562,053,26.6,894.71,1.118,2014,2014PartCPlan Level.xlsx,result.srx
H0562,055,160.87,732.55,1.419,2014,2014PartCPlan Level.xlsx,result.srx
H0562,068,19.01,910.0,1.08,2014,2014PartCPlan Level.xlsx,result.srx
H0562,070,79.4,806.73,1.242,2014,2014PartCPlan Level.xlsx,result.srx
H0562,079,189.31,621.25,1.151,2014,2014PartCPlan Level.xlsx,result.srx
H0562,084,29.32,829.83,1.249,2014,2014PartCPlan Level.xlsx,result.srx
H0562,087,48.79,784.55,0.998,2014,2014PartCPlan Level.xlsx,result.srx
H0562,089,70.5,731.53,1.057,2014,2014PartCPlan Level.xlsx,result.srx
H0562,090,123.47,688.41,0.812,2014,2014PartCPlan Level.xlsx,result.srx
H0562,091,144.06,658.29,0.795,2014,2014PartCPlan Level.xlsx,result.srx
H0562,092,308.0,619.89,1.359,2014,2014PartCPlan Level.xlsx,result.srx
H0562,093,75.82,725.02,0.838,2014,2014PartCPlan Level.xlsx,result.srx
H0562,094,10.18,961.15,1.198,2014,2014PartCPlan Level.xlsx,result.srx
H0562,095,0.0,877.0,1.073,2014,2014PartCPlan Level.xlsx,result.srx
H0562,096,0.0,879.27,1.162,2014,2014PartCPlan Level.xlsx,result.srx
H0562,097,162.86,688.39,0.699,2014,2014PartCPlan Level.xlsx,result.srx
H0562,098,9.82,846.73,1.146,2014,2014PartCPlan Level.xlsx,result.srx
H0562,099,186.35,684.05,1.264,2014,2014PartCPlan Level.xlsx,result.srx
H0562,100,175.8,645.47,1.06,2014,2014PartCPlan Level.xlsx,result.srx
H0562,101,185.39,631.75,0.894,2014,2014PartCPlan Level.xlsx,result.srx
H0562,102,149.88,660.81,0.861,2014,2014PartCPlan Level.xlsx,result.srx
H0562,103,155.62,641.96,0.748,2014,2014PartCPlan Level.xlsx,result.srx
H0562,801,78.58,769.21,0.937,2014,2014PartCPlan Level.xlsx,result.srx
H0562,803,135.89,719.14,1.075,2014,2014PartCPlan Level.xlsx,result.srx
H0562,804,99.02,722.67,0.96,2014,2014PartCPlan Level.xlsx,result.srx
H0564,006,59.41,812.78,1.014,2014,2014PartCPlan Level.xlsx,result.srx
H0564,047,57.98,782.55,1.11,2014,2014PartCPlan Level.xlsx,result.srx
H0564,052,93.03,661.58,1.227,2014,2014PartCPlan Level.xlsx,result.srx
H0564,054,53.98,768.25,0.726,2014,2014PartCPlan Level.xlsx,result.srx
H0564,801,61.5,795.65,1.096,2014,2014PartCPlan Level.xlsx,result.srx
H0571,001,54.09,823.91,0.79,2014,2014PartCPlan Level.xlsx,result.srx
H0571,005,44.62,880.03,1.095,2014,2014PartCPlan Level.xlsx,result.srx
H0609,002,66.74,762.13,1.089,2014,2014PartCPlan Level.xlsx,result.srx
H0609,007,85.12,754.57,1.265,2014,2014PartCPlan Level.xlsx,result.srx
H0609,012,68.16,733.12,0.858,2014,2014PartCPlan Level.xlsx,result.srx
H0609,015,39.07,772.13,0.814,2014,2014PartCPlan Level.xlsx,result.srx
H0609,018,55.9,758.16,0.88,2014,2014PartCPlan Level.xlsx,result.srx
H0609,020,55.78,735.99,0.839,2014,2014PartCPlan Level.xlsx,result.srx
H0609,801,89.58,732.6,1.111,2014,2014PartCPlan Level.xlsx,result.srx
H0609,804,33.54,804.02,0.956,2014,2014PartCPlan Level.xlsx,result.srx
H0609,806,0.0,443.27,0.778,2014,2014PartCPlan Level.xlsx,result.srx
H0620,002,110.85,767.67,2.416,2014,2014PartCPlan Level.xlsx,result.srx
H0621,006,36.9,705.95,0.933,2014,2014PartCPlan Level.xlsx,result.srx
H0621,010,29.59,741.27,1.339,2014,2014PartCPlan Level.xlsx,result.srx
H0624,001,25.1,791.29,1.439,2014,2014PartCPlan Level.xlsx,result.srx
H0630,013,68.92,716.53,0.703,2014,2014PartCPlan Level.xlsx,result.srx
H0630,014,47.92,810.78,1.435,2014,2014PartCPlan Level.xlsx,result.srx
H0630,015,76.65,747.61,0.981,2014,2014PartCPlan Level.xlsx,result.srx
H0630,016,23.21,834.49,1.328,2014,2014PartCPlan Level.xlsx,result.srx
H0630,017,78.69,683.41,0.696,2014,2014PartCPlan Level.xlsx,result.srx
H0630,018,75.56,714.72,0.828,2014,2014PartCPlan Level.xlsx,result.srx
H0630,019,40.37,787.6,0.805,2014,2014PartCPlan Level.xlsx,result.srx
H0630,020,80.98,706.94,0.679,2014,2014PartCPlan Level.xlsx,result.srx
H0630,021,84.84,726.85,0.956,2014,2014PartCPlan Level.xlsx,result.srx
H0630,805,0.0,430.54,0.809,2014,2014PartCPlan Level.xlsx,result.srx
H0630,807,36.72,797.81,0.854,2014,2014PartCPlan Level.xlsx,result.srx
H0630,810,53.36,780.0,0.945,2014,2014PartCPlan Level.xlsx,result.srx
H0630,811,0.0,341.41,0.579,2014,2014PartCPlan Level.xlsx,result.srx
H0630,813,24.58,795.32,0.858,2014,2014PartCPlan Level.xlsx,result.srx
H0630,816,55.49,758.04,0.772,2014,2014PartCPlan Level.xlsx,result.srx
H0630,817,0.0,408.46,0.716,2014,2014PartCPlan Level.xlsx,result.srx
H0630,819,26.91,799.45,0.843,2014,2014PartCPlan Level.xlsx,result.srx
H0630,822,41.04,783.68,0.771,2014,2014PartCPlan Level.xlsx,result.srx
H0710,001,68.69,767.54,2.53,2014,2014PartCPlan Level.xlsx,result.srx
H0712,001,17.71,789.06,1.087,2014,2014PartCPlan Level.xlsx,result.srx
H0712,005,21.76,784.05,1.248,2014,2014PartCPlan Level.xlsx,result.srx
H0712,019,49.3,721.81,0.918,2014,2014PartCPlan Level.xlsx,result.srx
H0712,020,62.95,718.58,0.949,2014,2014PartCPlan Level.xlsx,result.srx
H0755,030,0.0,823.55,1.205,2014,2014PartCPlan Level.xlsx,result.srx
H0755,031,38.12,760.66,0.933,2014,2014PartCPlan Level.xlsx,result.srx
H0755,032,22.42,784.41,0.85,2014,2014PartCPlan Level.xlsx,result.srx
H0755,807,0.0,820.41,0.933,2014,2014PartCPlan Level.xlsx,result.srx
H0755,808,0.0,843.19,1.302,2014,2014PartCPlan Level.xlsx,result.srx
H0755,810,0.0,826.78,1.055,2014,2014PartCPlan Level.xlsx,result.srx
H0838,020,71.79,798.57,1.35,2014,2014PartCPlan Level.xlsx,result.srx
H0838,022,134.83,619.09,0.877,2014,2014PartCPlan Level.xlsx,result.srx
H0838,023,88.52,769.96,1.082,2014,2014PartCPlan Level.xlsx,result.srx
H0838,024,71.82,763.46,1.39,2014,2014PartCPlan Level.xlsx,result.srx
H0838,026,226.76,619.0,1.114,2014,2014PartCPlan Level.xlsx,result.srx
H0838,027,155.81,697.66,1.396,2014,2014PartCPlan Level.xlsx,result.srx
H0840,001,20.01,768.06,0.889,2014,2014PartCPlan Level.xlsx,result.srx
H0840,002,0.0,810.52,0.57,2014,2014PartCPlan Level.xlsx,result.srx
H0879,001,88.46,665.68,1.065,2014,2014PartCPlan Level.xlsx,result.srx
H0879,002,119.43,607.69,0.841,2014,2014PartCPlan Level.xlsx,result.srx
H0879,004,61.68,714.07,0.648,2014,2014PartCPlan Level.xlsx,result.srx
H0901,004,68.39,755.48,0.986,2014,2014PartCPlan Level.xlsx,result.srx
H0908,001,66.75,696.6,1.182,2014,2014PartCPlan Level.xlsx,result.srx
H0913,002,63.66,706.85,0.884,2014,2014PartCPlan Level.xlsx,result.srx
H0979,021,36.24,734.77,0.911,2014,2014PartCPlan Level.xlsx,result.srx
H0979,022,17.65,766.82,0.979,2014,2014PartCPlan Level.xlsx,result.srx
H1013,011,372.51,734.95,1.58,2014,2014PartCPlan Level.xlsx,result.srx
H1013,021,214.53,636.99,1.44,2014,2014PartCPlan Level.xlsx,result.srx
H1013,024,163.49,1026.49,1.691,2014,2014PartCPlan Level.xlsx,result.srx
H1016,001,277.38,834.42,1.045,2014,2014PartCPlan Level.xlsx,result.srx
