contract_id,plan_id,rebate_pmpm,ab_pmpm_payment,risk_score,year,source_file,source_sheet
H4456,013,72.78,699.61,1.03,2014,2014PartCPlan Level.xlsx,result.srx
H4456,015,22.45,766.69,1.011,2014,2014PartCPlan Level.xlsx,result.srx
H4456,021,44.83,757.9,1.155,2014,2014PartCPlan Level.xlsx,result.srx
H4456,025,44.16,715.26,0.898,2014,2014PartCPlan Level.xlsx,result.srx
H4456,801,49.26,745.39,0.93,2014,2014PartCPlan Level.xlsx,result.srx
H4461,001,42.78,756.55,1.072,2014,2014PartCPlan Level.xlsx,result.srx
H4461,004,43.94,748.82,0.894,2014,2014PartCPlan Level.xlsx,result.srx
H4461,015,65.23,709.57,0.891,2014,2014PartCPlan Level.xlsx,result.srx
H4461,018,53.14,774.96,1.16,2014,2014PartCPlan Level.xlsx,result.srx
H4461,022,11.24,805.59,1.378,2014,2014PartCPlan Level.xlsx,result.srx
H4461,025,80.97,684.38,0.895,2014,2014PartCPlan Level.xlsx,result.srx
H4461,029,85.46,710.51,0.938,2014,2014PartCPlan Level.xlsx,result.srx
H4461,806,15.72,798.22,1.013,2014,2014PartCPlan Level.xlsx,result.srx
H4506,003,217.89,738.08,1.106,2014,2014PartCPlan Level.xlsx,result.srx
H4506,010,131.81,798.25,0.874,2014,2014PartCPlan Level.xlsx,result.srx
H4506,029,221.6,730.18,0.871,2014,2014PartCPlan Level.xlsx,result.srx
H4506,806,123.07,879.05,1.121,2014,2014PartCPlan Level.xlsx,result.srx
H4510,012,166.27,717.9,1.071,2014,2014PartCPlan Level.xlsx,result.srx
H4510,015,143.56,702.02,1.015,2014,2014PartCPlan Level.xlsx,result.srx
H4510,018,78.26,841.24,0.885,2014,2014PartCPlan Level.xlsx,result.srx
H4510,021,13.99,819.59,1.181,2014,2014PartCPlan Level.xlsx,result.srx
H4510,022,75.94,704.29,0.908,2014,2014PartCPlan Level.xlsx,result.srx
H4510,023,20.86,947.85,1.305,2014,2014PartCPlan Level.xlsx,result.srx
H4510,024,12.22,914.28,1.371,2014,2014PartCPlan Level.xlsx,result.srx
H4510,027,72.72,715.56,0.925,2014,2014PartCPlan Level.xlsx,result.srx
H4510,028,83.61,907.96,0.89,2014,2014PartCPlan Level.xlsx,result.srx
H4510,029,223.97,722.56,1.468,2014,2014PartCPlan Level.xlsx,result.srx
H4510,030,196.73,713.42,1.385,2014,2014PartCPlan Level.xlsx,result.srx
H4510,031,7.4,1049.78,1.415,2014,2014PartCPlan Level.xlsx,result.srx
H4510,032,64.34,796.25,0.897,2014,2014PartCPlan Level.xlsx,result.srx
H4510,801,66.96,809.24,1.085,2014,2014PartCPlan Level.xlsx,result.srx
H4513,001,191.6,715.14,1.061,2014,2014PartCPlan Level.xlsx,result.srx
H4513,009,145.73,683.98,0.751,2014,2014PartCPlan Level.xlsx,result.srx
H4513,010,158.18,782.43,1.409,2014,2014PartCPlan Level.xlsx,result.srx
H4513,804,173.47,779.27,1.122,2014,2014PartCPlan Level.xlsx,result.srx
H4513,808,192.37,745.72,1.08,2014,2014PartCPlan Level.xlsx,result.srx
H4514,001,75.55,908.8,1.308,2014,2014PartCPlan Level.xlsx,result.srx
H4514,007,80.96,858.62,0.965,2014,2014PartCPlan Level.xlsx,result.srx
H4520,006,15.85,915.78,0.954,2014,2014PartCPlan Level.xlsx,result.srx
H4520,022,0.0,827.2,0.824,2014,2014PartCPlan Level.xlsx,result.srx
H4522,001,37.62,727.53,0.88,2014,2014PartCPlan Level.xlsx,result.srx
H4522,007,47.37,750.39,1.242,2014,2014PartCPlan Level.xlsx,result.srx
H4522,010,38.63,734.47,1.176,2014,2014PartCPlan Level.xlsx,result.srx
H4523,001,120.03,719.02,1.003,2014,2014PartCPlan Level.xlsx,result.srx
H4523,005,112.26,803.71,0.892,2014,2014PartCPlan Level.xlsx,result.srx
H4523,015,101.79,875.49,0.933,2014,2014PartCPlan Level.xlsx,result.srx
H4523,016,107.44,732.37,0.95,2014,2014PartCPlan Level.xlsx,result.srx
H4523,017,104.67,759.35,0.808,2014,2014PartCPlan Level.xlsx,result.srx
H4523,018,98.47,842.71,0.989,2014,2014PartCPlan Level.xlsx,result.srx
H4523,019,69.06,815.45,0.953,2014,2014PartCPlan Level.xlsx,result.srx
H4523,801,27.35,928.18,0.794,2014,2014PartCPlan Level.xlsx,result.srx
H4523,802,72.67,845.71,0.803,2014,2014PartCPlan Level.xlsx,result.srx
H4524,001,48.18,834.12,0.946,2014,2014PartCPlan Level.xlsx,result.srx
H4524,007,29.78,934.24,0.947,2014,2014PartCPlan Level.xlsx,result.srx
H4524,013,34.6,1006.83,1.023,2014,2014PartCPlan Level.xlsx,result.srx
H4524,801,62.86,815.26,0.856,2014,2014PartCPlan Level.xlsx,result.srx
H4524,802,23.07,918.71,0.91,2014,2014PartCPlan Level.xlsx,result.srx
H4524,805,0.0,489.46,0.795,2014,2014PartCPlan Level.xlsx,result.srx
H4525,001,88.16,601.88,0.873,2014,2014PartCPlan Level.xlsx,result.srx
H4525,002,75.46,724.63,0.886,2014,2014PartCPlan Level.xlsx,result.srx
H4525,003,79.86,792.45,1.296,2014,2014PartCPlan Level.xlsx,result.srx
H4525,004,43.17,680.05,0.725,2014,2014PartCPlan Level.xlsx,result.srx
H4525,005,56.18,769.29,0.806,2014,2014PartCPlan Level.xlsx,result.srx
H4527,001,164.3,649.8,1.192,2014,2014PartCPlan Level.xlsx,result.srx
H4527,002,112.73,624.7,1.112,2014,2014PartCPlan Level.xlsx,result.srx
H4527,003,77.41,733.77,1.7,2014,2014PartCPlan Level.xlsx,result.srx
H4527,004,54.13,859.02,1.525,2014,2014PartCPlan Level.xlsx,result.srx
H4527,005,105.34,639.06,1.304,2014,2014PartCPlan Level.xlsx,result.srx
H4527,006,43.67,754.14,1.288,2014,2014PartCPlan Level.xlsx,result.srx
H4527,013,120.48,682.32,1.191,2014,2014PartCPlan Level.xlsx,result.srx
H4527,015,58.46,814.27,1.513,2014,2014PartCPlan Level.xlsx,result.srx
H4527,024,97.64,649.87,1.117,2014,2014PartCPlan Level.xlsx,result.srx
H4528,001,77.0,692.39,0.917,2014,2014PartCPlan Level.xlsx,result.srx
H4528,002,94.85,700.8,1.252,2014,2014PartCPlan Level.xlsx,result.srx
H4528,014,113.42,723.32,1.35,2014,2014PartCPlan Level.xlsx,result.srx
H4528,016,60.39,686.89,0.748,2014,2014PartCPlan Level.xlsx,result.srx
H4590,010,177.3,728.13,1.352,2014,2014PartCPlan Level.xlsx,result.srx
H4590,012,105.89,809.43,1.03,2014,2014PartCPlan Level.xlsx,result.srx
H4590,020,66.24,897.4,1.317,2014,2014PartCPlan Level.xlsx,result.srx
H4590,022,67.1,859.04,1.63,2014,2014PartCPlan Level.xlsx,result.srx
H4590,025,89.36,808.43,1.09,2014,2014PartCPlan Level.xlsx,result.srx
H4590,027,70.96,828.0,0.855,2014,2014PartCPlan Level.xlsx,result.srx
H4590,029,169.96,725.48,1.335,2014,2014PartCPlan Level.xlsx,result.srx
H4590,033,63.59,880.75,1.375,2014,2014PartCPlan Level.xlsx,result.srx
H4590,037,242.22,716.45,1.757,2014,2014PartCPlan Level.xlsx,result.srx
H4590,038,47.98,963.53,2.634,2014,2014PartCPlan Level.xlsx,result.srx
H4590,801,94.1,880.2,1.305,2014,2014PartCPlan Level.xlsx,result.srx
H4590,803,51.24,873.45,1.098,2014,2014PartCPlan Level.xlsx,result.srx
H4604,003,41.22,756.46,0.881,2014,2014PartCPlan Level.xlsx,result.srx
H4604,005,12.92,808.51,0.852,2014,2014PartCPlan Level.xlsx,result.srx
H4604,801,11.18,809.83,0.694,2014,2014PartCPlan Level.xlsx,result.srx
H4605,001,0.0,828.2,0.857,2014,2014PartCPlan Level.xlsx,result.srx
H4605,002,14.66,801.4,0.831,2014,2014PartCPlan Level.xlsx,result.srx
H4605,004,9.6,814.04,1.005,2014,2014PartCPlan Level.xlsx,result.srx
H4605,802,3.03,826.16,0.849,2014,2014PartCPlan Level.xlsx,result.srx
H4606,001,23.56,769.3,0.91,2014,2014PartCPlan Level.xlsx,result.srx
H4606,006,16.13,777.55,0.636,2014,2014PartCPlan Level.xlsx,result.srx
H4738,002,23.22,779.09,0.956,2014,2014PartCPlan Level.xlsx,result.srx
H4754,001,0.0,798.98,0.704,2014,2014PartCPlan Level.xlsx,result.srx
H4754,002,26.71,742.46,0.743,2014,2014PartCPlan Level.xlsx,result.srx
H4754,004,14.56,826.75,0.784,2014,2014PartCPlan Level.xlsx,result.srx
H4754,005,8.61,838.51,0.72,2014,2014PartCPlan Level.xlsx,result.srx
H4754,006,27.09,723.63,0.623,2014,2014PartCPlan Level.xlsx,result.srx
H4754,007,15.05,757.88,0.771,2014,2014PartCPlan Level.xlsx,result.srx
H4754,008,3.35,786.12,0.587,2014,2014PartCPlan Level.xlsx,result.srx
H4754,009,24.72,750.16,0.788,2014,2014PartCPlan Level.xlsx,result.srx
H4754,010,11.95,775.89,0.614,2014,2014PartCPlan Level.xlsx,result.srx
H4754,011,25.03,718.73,0.721,2014,2014PartCPlan Level.xlsx,result.srx
H4754,012,15.87,733.08,0.609,2014,2014PartCPlan Level.xlsx,result.srx
H4837,001,20.14,747.67,1.251,2014,2014PartCPlan Level.xlsx,result.srx
H4866,002,89.03,853.79,1.033,2014,2014PartCPlan Level.xlsx,result.srx
H4866,003,144.56,684.13,0.807,2014,2014PartCPlan Level.xlsx,result.srx
H4866,005,97.84,855.63,1.139,2014,2014PartCPlan Level.xlsx,result.srx
H4871,001,36.63,703.88,0.742,2014,2014PartCPlan Level.xlsx,result.srx
H4875,016,43.42,751.25,0.792,2014,2014PartCPlan Level.xlsx,result.srx
H4875,017,13.18,803.89,0.851,2014,2014PartCPlan Level.xlsx,result.srx
H4876,001,92.2,432.88,1.374,2014,2014PartCPlan Level.xlsx,result.srx
H4909,009,0.0,816.55,0.804,2014,2014PartCPlan Level.xlsx,result.srx
H4909,010,3.46,801.24,0.691,2014,2014PartCPlan Level.xlsx,result.srx
H4909,804,0.0,841.05,0.724,2014,2014PartCPlan Level.xlsx,result.srx
H4910,005,47.78,711.82,0.735,2014,2014PartCPlan Level.xlsx,result.srx
H4910,006,90.55,647.66,0.805,2014,2014PartCPlan Level.xlsx,result.srx
H4910,801,61.58,705.39,0.861,2014,2014PartCPlan Level.xlsx,result.srx
H4910,802,65.89,684.7,0.759,2014,2014PartCPlan Level.xlsx,result.srx
H4956,001,35.4,845.05,0.926,2014,2014PartCPlan Level.xlsx,result.srx
H4956,002,3.02,845.51,0.896,2014,2014PartCPlan Level.xlsx,result.srx
H4956,003,14.49,834.33,0.904,2014,2014PartCPlan Level.xlsx,result.srx
H5005,011,11.64,821.02,1.118,2014,2014PartCPlan Level.xlsx,result.srx
H5005,019,40.27,762.38,0.84,2014,2014PartCPlan Level.xlsx,result.srx
H5005,801,20.79,800.58,1.119,2014,2014PartCPlan Level.xlsx,result.srx
H5005,803,24.07,801.89,1.109,2014,2014PartCPlan Level.xlsx,result.srx
H5008,001,43.61,792.87,2.338,2014,2014PartCPlan Level.xlsx,result.srx
H5008,002,36.56,777.84,1.39,2014,2014PartCPlan Level.xlsx,result.srx
H5009,001,0.0,814.85,0.643,2014,2014PartCPlan Level.xlsx,result.srx
H5009,002,0.0,824.16,0.773,2014,2014PartCPlan Level.xlsx,result.srx
H5009,802,8.23,802.56,0.894,2014,2014PartCPlan Level.xlsx,result.srx
H5010,001,22.28,800.95,0.791,2014,2014PartCPlan Level.xlsx,result.srx
H5010,002,22.47,799.68,0.751,2014,2014PartCPlan Level.xlsx,result.srx
H5010,004,4.31,835.86,0.923,2014,2014PartCPlan Level.xlsx,result.srx
H5041,001,38.19,736.62,0.969,2014,2014PartCPlan Level.xlsx,result.srx
H5041,002,26.43,746.16,0.907,2014,2014PartCPlan Level.xlsx,result.srx
H5041,006,0.0,825.03,0.774,2014,2014PartCPlan Level.xlsx,result.srx
H5041,007,0.0,794.12,0.932,2014,2014PartCPlan Level.xlsx,result.srx
H5041,008,0.0,770.42,0.807,2014,2014PartCPlan Level.xlsx,result.srx
H5041,009,0.0,827.82,0.895,2014,2014PartCPlan Level.xlsx,result.srx
H5041,012,0.0,772.17,0.819,2014,2014PartCPlan Level.xlsx,result.srx
H5041,013,0.0,767.52,0.811,2014,2014PartCPlan Level.xlsx,result.srx
H5041,015,0.0,817.69,0.884,2014,2014PartCPlan Level.xlsx,result.srx
H5041,016,10.45,824.09,0.926,2014,2014PartCPlan Level.xlsx,result.srx
H5041,017,0.0,829.96,1.033,2014,2014PartCPlan Level.xlsx,result.srx
H5042,001,0.0,801.34,0.83,2014,2014PartCPlan Level.xlsx,result.srx
H5042,004,0.0,796.82,0.743,2014,2014PartCPlan Level.xlsx,result.srx
H5042,005,0.0,799.46,0.676,2014,2014PartCPlan Level.xlsx,result.srx
H5042,007,0.0,813.45,0.962,2014,2014PartCPlan Level.xlsx,result.srx
H5042,801,56.61,740.72,0.858,2014,2014PartCPlan Level.xlsx,result.srx
H5042,802,65.78,694.27,0.807,2014,2014PartCPlan Level.xlsx,result.srx
H5042,803,59.98,698.08,0.68,2014,2014PartCPlan Level.xlsx,result.srx
H5048,001,129.77,683.76,1.0,2014,2014PartCPlan Level.xlsx,result.srx
H5048,002,162.6,741.07,0.896,2014,2014PartCPlan Level.xlsx,result.srx
H5050,001,15.3,828.88,0.884,2014,2014PartCPlan Level.xlsx,result.srx
H5050,004,0.0,862.33,1.169,2014,2014PartCPlan Level.xlsx,result.srx
H5050,009,0.0,853.73,1.062,2014,2014PartCPlan Level.xlsx,result.srx
H5050,013,38.15,766.97,0.736,2014,2014PartCPlan Level.xlsx,result.srx
H5050,014,0.0,845.07,0.871,2014,2014PartCPlan Level.xlsx,result.srx
H5050,801,0.0,851.71,0.877,2014,2014PartCPlan Level.xlsx,result.srx
H5050,802,0.0,847.21,0.892,2014,2014PartCPlan Level.xlsx,result.srx
H5087,001,48.57,847.85,1.2,2014,2014PartCPlan Level.xlsx,result.srx
H5087,002,69.27,743.56,1.068,2014,2014PartCPlan Level.xlsx,result.srx
H5087,005,136.03,623.84,0.95,2014,2014PartCPlan Level.xlsx,result.srx
H5087,009,39.72,755.01,0.882,2014,2014PartCPlan Level.xlsx,result.srx
H5087,010,112.49,621.42,0.866,2014,2014PartCPlan Level.xlsx,result.srx
H5087,011,131.87,678.55,0.703,2014,2014PartCPlan Level.xlsx,result.srx
H5087,012,130.69,589.84,0.887,2014,2014PartCPlan Level.xlsx,result.srx
H5087,014,133.12,616.7,0.737,2014,2014PartCPlan Level.xlsx,result.srx
H5087,015,144.76,649.37,0.954,2014,2014PartCPlan Level.xlsx,result.srx
H5106,013,0.0,831.06,0.965,2014,2014PartCPlan Level.xlsx,result.srx
H5106,014,0.0,832.62,1.019,2014,2014PartCPlan Level.xlsx,result.srx
H5106,015,0.0,783.25,0.946,2014,2014PartCPlan Level.xlsx,result.srx
H5106,016,0.0,789.07,1.079,2014,2014PartCPlan Level.xlsx,result.srx
H5106,017,0.0,823.97,0.72,2014,2014PartCPlan Level.xlsx,result.srx
H5106,018,0.0,767.43,0.728,2014,2014PartCPlan Level.xlsx,result.srx
H5106,025,44.23,748.71,0.949,2014,2014PartCPlan Level.xlsx,result.srx
H5106,027,59.49,720.52,0.853,2014,2014PartCPlan Level.xlsx,result.srx
H5106,028,38.8,717.92,0.888,2014,2014PartCPlan Level.xlsx,result.srx
H5106,807,0.0,833.34,1.047,2014,2014PartCPlan Level.xlsx,result.srx
H5106,808,0.0,824.31,1.035,2014,2014PartCPlan Level.xlsx,result.srx
H5141,001,118.43,728.21,0.9,2014,2014PartCPlan Level.xlsx,result.srx
H5151,002,13.71,793.26,1.043,2014,2014PartCPlan Level.xlsx,result.srx
H5151,004,52.66,729.61,0.965,2014,2014PartCPlan Level.xlsx,result.srx
H5151,006,24.61,770.58,0.99,2014,2014PartCPlan Level.xlsx,result.srx
H5151,007,11.07,816.34,1.597,2014,2014PartCPlan Level.xlsx,result.srx
H5151,803,0.0,800.72,0.869,2014,2014PartCPlan Level.xlsx,result.srx
H5190,001,69.35,753.74,1.018,2014,2014PartCPlan Level.xlsx,result.srx
H5190,002,73.09,752.71,0.929,2014,2014PartCPlan Level.xlsx,result.srx
H5190,003,96.23,835.44,1.187,2014,2014PartCPlan Level.xlsx,result.srx
H5207,001,15.01,830.78,2.402,2014,2014PartCPlan Level.xlsx,result.srx
H5209,002,44.38,761.25,2.55,2014,2014PartCPlan Level.xlsx,result.srx
H5211,001,11.98,761.43,1.128,2014,2014PartCPlan Level.xlsx,result.srx
H5211,002,68.32,663.3,0.827,2014,2014PartCPlan Level.xlsx,result.srx
H5211,003,69.94,661.09,0.718,2014,2014PartCPlan Level.xlsx,result.srx
H5211,004,0.0,777.02,1.056,2014,2014PartCPlan Level.xlsx,result.srx
H5211,005,0.0,785.08,1.338,2014,2014PartCPlan Level.xlsx,result.srx
H5211,006,0.0,782.15,1.4,2014,2014PartCPlan Level.xlsx,result.srx
H5214,003,24.63,795.24,0.916,2014,2014PartCPlan Level.xlsx,result.srx
H5214,004,34.32,775.9,0.918,2014,2014PartCPlan Level.xlsx,result.srx
H5214,008,24.78,747.85,0.916,2014,2014PartCPlan Level.xlsx,result.srx
H5214,009,37.16,759.39,0.952,2014,2014PartCPlan Level.xlsx,result.srx
H5214,011,29.63,743.71,0.918,2014,2014PartCPlan Level.xlsx,result.srx
H5214,012,29.87,784.49,0.904,2014,2014PartCPlan Level.xlsx,result.srx
H5214,014,23.38,773.87,0.863,2014,2014PartCPlan Level.xlsx,result.srx
H5215,001,49.29,735.86,0.983,2014,2014PartCPlan Level.xlsx,result.srx
H5215,002,53.24,725.22,0.915,2014,2014PartCPlan Level.xlsx,result.srx
H5215,005,18.66,794.92,1.264,2014,2014PartCPlan Level.xlsx,result.srx
H5215,006,29.3,781.08,1.34,2014,2014PartCPlan Level.xlsx,result.srx
H5215,007,86.18,724.19,1.58,2014,2014PartCPlan Level.xlsx,result.srx
H5215,008,85.46,647.46,0.705,2014,2014PartCPlan Level.xlsx,result.srx
H5216,001,25.73,819.33,0.976,2014,2014PartCPlan Level.xlsx,result.srx
H5216,003,45.6,730.05,0.876,2014,2014PartCPlan Level.xlsx,result.srx
H5216,006,41.06,740.1,0.862,2014,2014PartCPlan Level.xlsx,result.srx
H5216,009,25.39,790.26,0.947,2014,2014PartCPlan Level.xlsx,result.srx
H5216,010,24.58,797.43,0.969,2014,2014PartCPlan Level.xlsx,result.srx
H5253,004,67.14,744.09,0.894,2014,2014PartCPlan Level.xlsx,result.srx
H5253,007,127.81,760.21,2.351,2014,2014PartCPlan Level.xlsx,result.srx
H5253,011,70.47,693.64,0.844,2014,2014PartCPlan Level.xlsx,result.srx
H5253,021,45.16,780.67,0.889,2014,2014PartCPlan Level.xlsx,result.srx
H5253,024,27.74,820.87,1.316,2014,2014PartCPlan Level.xlsx,result.srx
H5253,030,60.08,687.23,0.823,2014,2014PartCPlan Level.xlsx,result.srx
H5253,801,45.16,767.51,0.655,2014,2014PartCPlan Level.xlsx,result.srx
H5253,807,62.04,749.62,0.928,2014,2014PartCPlan Level.xlsx,result.srx
H5262,001,15.41,721.69,0.871,2014,2014PartCPlan Level.xlsx,result.srx
H5262,003,59.04,615.08,0.614,2014,2014PartCPlan Level.xlsx,result.srx
H5262,004,61.78,607.45,0.599,2014,2014PartCPlan Level.xlsx,result.srx
H5262,005,35.69,698.19,0.969,2014,2014PartCPlan Level.xlsx,result.srx
H5291,001,61.46,733.66,0.899,2014,2014PartCPlan Level.xlsx,result.srx
H5291,002,38.32,765.76,0.823,2014,2014PartCPlan Level.xlsx,result.srx
H5291,801,0.0,840.69,0.795,2014,2014PartCPlan Level.xlsx,result.srx
H5294,001,93.91,743.58,1.162,2014,2014PartCPlan Level.xlsx,result.srx
H5302,003,68.97,712.56,0.918,2014,2014PartCPlan Level.xlsx,result.srx
H5322,001,107.86,770.41,2.362,2014,2014PartCPlan Level.xlsx,result.srx
H5322,003,70.56,909.22,2.325,2014,2014PartCPlan Level.xlsx,result.srx
H5322,004,103.26,786.46,2.204,2014,2014PartCPlan Level.xlsx,result.srx
H5322,011,96.75,779.62,2.139,2014,2014PartCPlan Level.xlsx,result.srx
H5322,016,46.64,750.6,0.81,2014,2014PartCPlan Level.xlsx,result.srx
H5322,019,113.18,865.26,2.027,2014,2014PartCPlan Level.xlsx,result.srx
H5322,023,72.61,641.83,0.82,2014,2014PartCPlan Level.xlsx,result.srx
H5322,024,51.32,727.54,0.683,2014,2014PartCPlan Level.xlsx,result.srx
H5378,016,33.74,741.97,1.382,2014,2014PartCPlan Level.xlsx,result.srx
H5378,184,0.0,805.77,1.105,2014,2014PartCPlan Level.xlsx,result.srx
H5378,190,60.9,708.38,1.083,2014,2014PartCPlan Level.xlsx,result.srx
H5410,001,361.37,828.07,1.244,2014,2014PartCPlan Level.xlsx,result.srx
H5410,004,48.14,753.21,0.826,2014,2014PartCPlan Level.xlsx,result.srx
H5410,013,69.62,772.8,1.214,2014,2014PartCPlan Level.xlsx,result.srx
H5410,018,105.74,692.17,0.931,2014,2014PartCPlan Level.xlsx,result.srx
H5414,009,59.28,743.51,0.91,2014,2014PartCPlan Level.xlsx,result.srx
H5414,019,91.17,724.17,0.865,2014,2014PartCPlan Level.xlsx,result.srx
H5414,023,99.2,667.86,0.907,2014,2014PartCPlan Level.xlsx,result.srx
H5414,024,93.61,703.58,0.917,2014,2014PartCPlan Level.xlsx,result.srx
H5414,801,27.01,813.33,0.898,2014,2014PartCPlan Level.xlsx,result.srx
H5414,803,38.78,791.99,0.867,2014,2014PartCPlan Level.xlsx,result.srx
H5415,056,59.89,846.86,0.973,2014,2014PartCPlan Level.xlsx,result.srx
H5415,066,39.26,816.22,1.18,2014,2014PartCPlan Level.xlsx,result.srx
H5415,069,9.13,823.89,1.172,2014,2014PartCPlan Level.xlsx,result.srx
H5415,070,31.49,827.12,0.837,2014,2014PartCPlan Level.xlsx,result.srx
H5415,801,0.0,951.78,0.899,2014,2014PartCPlan Level.xlsx,result.srx
H5415,803,0.0,852.77,0.998,2014,2014PartCPlan Level.xlsx,result.srx
H5415,807,0.0,442.29,0.802,2014,2014PartCPlan Level.xlsx,result.srx
H5416,016,33.1,742.85,0.796,2014,2014PartCPlan Level.xlsx,result.srx
H5417,001,68.91,822.7,2.61,2014,2014PartCPlan Level.xlsx,result.srx
H5420,001,339.7,769.55,1.088,2014,2014PartCPlan Level.xlsx,result.srx
H5420,003,144.53,716.83,1.053,2014,2014PartCPlan Level.xlsx,result.srx
H5420,006,165.37,943.18,1.445,2014,2014PartCPlan Level.xlsx,result.srx
H5422,002,27.8,777.17,0.92,2014,2014PartCPlan Level.xlsx,result.srx
H5422,006,22.17,777.58,0.821,2014,2014PartCPlan Level.xlsx,result.srx
H5424,001,45.72,733.27,0.964,2014,2014PartCPlan Level.xlsx,result.srx
H5424,003,26.43,762.59,1.005,2014,2014PartCPlan Level.xlsx,result.srx
H5424,005,41.13,756.3,1.227,2014,2014PartCPlan Level.xlsx,result.srx
H5425,001,128.16,719.56,1.043,2014,2014PartCPlan Level.xlsx,result.srx
H5425,004,136.13,675.21,1.19,2014,2014PartCPlan Level.xlsx,result.srx
H5425,005,146.13,638.93,0.955,2014,2014PartCPlan Level.xlsx,result.srx
H5425,006,194.58,687.29,1.134,2014,2014PartCPlan Level.xlsx,result.srx
H5425,007,171.14,634.86,1.064,2014,2014PartCPlan Level.xlsx,result.srx
H5425,008,177.15,648.43,1.074,2014,2014PartCPlan Level.xlsx,result.srx
H5425,009,176.42,652.59,1.124,2014,2014PartCPlan Level.xlsx,result.srx
H5425,010,64.01,861.48,1.213,2014,2014PartCPlan Level.xlsx,result.srx
H5425,011,69.73,814.66,1.288,2014,2014PartCPlan Level.xlsx,result.srx
H5425,012,66.72,807.56,1.363,2014,2014PartCPlan Level.xlsx,result.srx
H5425,019,86.32,754.72,0.823,2014,2014PartCPlan Level.xlsx,result.srx
H5425,020,52.49,780.54,0.871,2014,2014PartCPlan Level.xlsx,result.srx
H5425,022,60.28,846.45,0.876,2014,2014PartCPlan Level.xlsx,result.srx
H5425,028,311.35,655.79,1.658,2014,2014PartCPlan Level.xlsx,result.srx
H5425,029,68.93,892.13,2.053,2014,2014PartCPlan Level.xlsx,result.srx
H5425,030,75.16,848.22,2.067,2014,2014PartCPlan Level.xlsx,result.srx
H5425,031,69.0,838.28,2.251,2014,2014PartCPlan Level.xlsx,result.srx
H5425,033,263.99,637.59,1.644,2014,2014PartCPlan Level.xlsx,result.srx
H5425,034,276.59,646.35,1.466,2014,2014PartCPlan Level.xlsx,result.srx
H5425,035,247.41,619.52,1.543,2014,2014PartCPlan Level.xlsx,result.srx
H5425,037,44.1,823.63,1.285,2014,2014PartCPlan Level.xlsx,result.srx
H5425,040,44.42,782.82,1.272,2014,2014PartCPlan Level.xlsx,result.srx
H5425,041,47.79,838.24,1.009,2014,2014PartCPlan Level.xlsx,result.srx
H5425,045,57.65,844.93,1.305,2014,2014PartCPlan Level.xlsx,result.srx
H5425,046,79.97,737.13,0.572,2014,2014PartCPlan Level.xlsx,result.srx
H5425,047,159.65,703.9,1.202,2014,2014PartCPlan Level.xlsx,result.srx
H5425,048,155.81,672.93,1.024,2014,2014PartCPlan Level.xlsx,result.srx
H5425,049,48.69,906.22,1.926,2014,2014PartCPlan Level.xlsx,result.srx
H5425,051,82.1,758.42,0.593,2014,2014PartCPlan Level.xlsx,result.srx
H5425,801,139.16,770.46,1.566,2014,2014PartCPlan Level.xlsx,result.srx
H5425,803,82.09,800.74,1.18,2014,2014PartCPlan Level.xlsx,result.srx
H5425,804,74.99,809.19,1.183,2014,2014PartCPlan Level.xlsx,result.srx
H5427,052,97.02,606.53,0.63,2014,2014PartCPlan Level.xlsx,result.srx
H5427,053,81.42,675.57,0.765,2014,2014PartCPlan Level.xlsx,result.srx
H5427,054,102.87,635.53,0.806,2014,2014PartCPlan Level.xlsx,result.srx
H5427,059,129.89,632.33,0.776,2014,2014PartCPlan Level.xlsx,result.srx
H5427,060,142.41,627.4,0.89,2014,2014PartCPlan Level.xlsx,result.srx
H5427,070,208.0,633.84,1.721,2014,2014PartCPlan Level.xlsx,result.srx
H5427,072,224.51,577.46,1.385,2014,2014PartCPlan Level.xlsx,result.srx
H5427,076,234.93,645.43,1.85,2014,2014PartCPlan Level.xlsx,result.srx
H5427,077,235.53,593.8,1.521,2014,2014PartCPlan Level.xlsx,result.srx
H5427,078,171.87,659.88,1.482,2014,2014PartCPlan Level.xlsx,result.srx
H5427,082,197.68,600.2,1.261,2014,2014PartCPlan Level.xlsx,result.srx
H5427,083,224.12,604.35,1.458,2014,2014PartCPlan Level.xlsx,result.srx
H5427,087,31.96,811.16,1.301,2014,2014PartCPlan Level.xlsx,result.srx
H5427,088,172.02,640.35,0.958,2014,2014PartCPlan Level.xlsx,result.srx
H5428,001,60.46,764.93,1.181,2014,2014PartCPlan Level.xlsx,result.srx
H5430,001,44.29,762.81,1.078,2014,2014PartCPlan Level.xlsx,result.srx
H5431,001,430.11,605.7,1.362,2014,2014PartCPlan Level.xlsx,result.srx
H5431,002,329.05,367.92,1.172,2014,2014PartCPlan Level.xlsx,result.srx
H5431,005,310.15,549.9,0.961,2014,2014PartCPlan Level.xlsx,result.srx
H5431,006,113.18,1041.81,1.489,2014,2014PartCPlan Level.xlsx,result.srx
H5431,007,498.6,704.46,1.827,2014,2014PartCPlan Level.xlsx,result.srx
H5431,008,435.7,473.01,1.675,2014,2014PartCPlan Level.xlsx,result.srx
H5431,009,273.94,335.9,0.854,2014,2014PartCPlan Level.xlsx,result.srx
H5433,001,110.39,727.09,1.191,2014,2014PartCPlan Level.xlsx,result.srx
