fips,year,ffs_cost
02090,2014,3501.1033706598528
02100,2014,3400.5198555956677
02110,2014,3561.013485332963
02130,2014,4493.389166911981
02150,2014,4931.661885245901
02170,2014,3864.482104285524
02180,2014,6720.218971631206
02220,2014,5369.848151848152
02240,2014,4233.234301780693
02270,2014,5524.627118644068
02290,2014,3060.7679449360867
04001,2014,4450.5444839857655
04003,2014,3838.9778942310672
04005,2014,3908.268037983193
04007,2014,4212.417869567213
04009,2014,3629.826992242595
04011,2014,2936.767359050445
04012,2014,4245.982227336122
04013,2014,4058.502155308749
04015,2014,4078.789746573948
04017,2014,4030.133596897985
04019,2014,3582.7088834127126
04021,2014,3893.4700156716694
04023,2014,2705.374649268158
04025,2014,3666.167996141054
04027,2014,4275.590259436893
05001,2014,3857.662493292792
05003,2014,4567.709802480477
05005,2014,3571.6016476946074
05007,2014,3864.4725275891333
05009,2014,3579.7631357695827
05011,2014,4959.844884488449
05013,2014,3863.512195121951
05015,2014,3515.968238557559
05017,2014,4610.619387362637
05019,2014,3233.564418169445
05021,2014,4399.494585727525
05023,2014,3517.886123103851
05025,2014,3859.379240558292
05027,2014,4155.645127118644
05029,2014,3901.612773900341
05031,2014,4142.939435747926
05033,2014,3970.1433182906617
05035,2014,3920.0050214868934
05037,2014,4281.161876617774
05039,2014,4431.477859778598
05041,2014,4634.651262486126
05043,2014,4462.363527208637
05045,2014,3702.7738450881066
05047,2014,4159.3108096126925
05049,2014,3870.611547911548
05051,2014,3828.6229319397544
05053,2014,4143.795898617513
05055,2014,4030.7172059719683
05057,2014,3970.527325557176
05059,2014,4088.6913558131364
05061,2014,4125.996224515479
05063,2014,4485.1506127450975
05065,2014,3773.761088273475
05067,2014,4707.033167161227
05069,2014,3974.618343740708
05071,2014,3527.690493758152
05073,2014,4066.0855169034785
05075,2014,4089.6036677546813
05077,2014,3864.342288557214
05079,2014,4062.7127659574467
05081,2014,4923.791677239279
05083,2014,4229.356612312812
05085,2014,3941.5233559298345
05087,2014,3402.749401225837
05089,2014,3609.6961810025355
05091,2014,4313.703247752248
05093,2014,4302.682848524734
05095,2014,4195.119995898278
05097,2014,3564.7840935276176
05099,2014,3843.930526096033
05101,2014,2994.7592671495527
05103,2014,4104.777805675233
05105,2014,3436.4204155927832
05107,2014,3760.0182731259133
05109,2014,3798.394158661295
05111,2014,4371.5507721309
05113,2014,3809.8955004170143
05115,2014,3846.930675540289
05117,2014,3838.7418792669782
05119,2014,3803.9302165140803
05121,2014,4001.1820676369857
05123,2014,3942.8382108413703
05125,2014,4344.540763096284
05127,2014,3974.418118988244
05129,2014,3485.5031185031185
05131,2014,4020.7608866548558
05133,2014,4491.488705819825
05135,2014,4282.679547241229
05137,2014,4077.943896782282
05139,2014,3825.256079390072
05141,2014,3851.009359039405
05143,2014,3553.883883473452
05145,2014,4031.8094477063346
05147,2014,4529.901134840871
05149,2014,4356.44864874552
06001,2014,4601.020482742935
06003,2014,2941.9129032258065
06005,2014,4400.624776958735
06007,2014,4612.7678708086505
06009,2014,4249.613863023548
06011,2014,4280.237109297233
06013,2014,4477.539521678183
06015,2014,4257.915798264072
06017,2014,4362.471122949563
06019,2014,4386.6422636919915
06021,2014,4510.398359979371
06023,2014,3824.943784784136
06025,2014,4502.288812079417
06027,2014,5449.5771836495205
06029,2014,4840.274527213283
06031,2014,4298.719836291913
06033,2014,4808.277002822454
06035,2014,4353.75429032258
06037,2014,5677.077733967896
06039,2014,3984.3706279729618
06041,2014,4339.641683187425
06043,2014,4422.80482859339
06045,2014,3972.903738995339
06047,2014,4565.600849633797
06049,2014,3642.7919852941172
06051,2014,4517.415163334958
06053,2014,4183.820647046359
06055,2014,4643.741851837846
06057,2014,3819.070137096534
06059,2014,4727.068291119697
06061,2014,3968.4832760946892
06063,2014,4074.022655193608
06065,2014,4603.581756484344
06067,2014,4143.079275039823
06069,2014,4333.702677746999
06071,2014,4654.878914125761
06073,2014,4212.956163696154
06075,2014,4444.792752302379
06077,2014,4453.856859020545
06079,2014,3786.664524700599
06081,2014,3957.3354290022435
06083,2014,3941.0709934258584
06085,2014,4275.83622474084
06087,2014,4003.2424159619704
06089,2014,4603.087625472295
06091,2014,4456.109607993851
06093,2014,3655.782963525836
06095,2014,3954.0927798841394
06097,2014,4207.413022746905
06099,2014,4471.708526585923
06101,2014,4253.552769824474
06103,2014,4025.983181003585
06105,2014,4008.654381306426
06107,2014,4104.209836877913
06109,2014,4448.777194363677
06111,2014,4575.894035201189
06113,2014,3494.800985558765
06115,2014,4344.122856152993
08001,2014,4053.5562753242098
08003,2014,3494.5620971524286
08005,2014,3984.754097938476
08007,2014,3339.592138581952
08009,2014,4982.1463815789475
08011,2014,3048.7392906707787
08013,2014,3510.026983024856
08015,2014,3647.2277057279607
08017,2014,4542.27352
08019,2014,2838.240728542914
08021,2014,3702.5082937499997
08023,2014,2324.347297063903
08025,2014,4097.9200219298245
08027,2014,2715.3734602649006
08029,2014,2819.8635265117214
08031,2014,4043.9757982069204
08033,2014,3855.984063444109
08035,2014,3818.9129766433907
08037,2014,3318.846255895329
08039,2014,3133.7555406360425
08041,2014,3624.335719619964
08043,2014,3381.6150614822195
08045,2014,3714.188898773293
08047,2014,3258.832962962963
08049,2014,3985.5268794088006
08051,2014,3174.638915537018
08053,2014,2448.9463157894734
08055,2014,2920.2289081790123
08057,2014,4201.110412573674
08059,2014,3775.4060184601817
08061,2014,5248.587937956204
08063,2014,4990.238411942882
08065,2014,3769.502718531469
08067,2014,3292.047377397045
08069,2014,3520.433207691134
08071,2014,3941.31058670708
08073,2014,5254.20134419552
08075,2014,4177.512442448063
08077,2014,2927.735237961237
08079,2014,2698.4956119402987
08081,2014,4612.5384434130665
08083,2014,3044.416822478311
08085,2014,3059.8326401299755
08087,2014,4152.90159261483
08089,2014,3685.101536155203
08091,2014,2564.200804347826
08093,2014,2943.484554698457
08095,2014,6541.782826747721
08097,2014,4467.438941015089
08099,2014,4215.016825035562
08101,2014,3868.375671024589
08103,2014,5511.587486507325
08105,2014,4028.0173466109864
08107,2014,3321.613560555923
08109,2014,2745.472628458498
08111,2014,1836.5951388888889
08113,2014,3022.78012541806
08115,2014,3936.4513853658536
08117,2014,2976.981893352126
08119,2014,3396.935333333333
08121,2014,4669.763265573771
08123,2014,3902.9070280706555
08125,2014,5587.980667561222
08014,2014,3079.814458519623
09001,2014,5116.239747147371
09003,2014,4938.813854984056
09005,2014,4812.234932364224
09007,2014,4820.363196044034
09009,2014,5459.519047027654
09011,2014,5006.158427224649
09013,2014,4594.791073874399
09015,2014,5167.573111092998
10001,2014,4637.5370873215215
10003,2014,4428.356548964898
10005,2014,4508.493650793651
11001,2014,4445.868668346615
12001,2014,4462.904934356813
12003,2014,5365.987810187201
12005,2014,4833.250425449205
12007,2014,4836.525745257452
12009,2014,4545.218296831298
12011,2014,5489.281740156026
12013,2014,4842.6232795698925
12015,2014,4803.444564528349
12017,2014,4555.6264023023
12019,2014,4828.832257929774
12021,2014,4346.999784240608
12023,2014,4902.772077472908
12086,2014,7122.9027901054105
12027,2014,4980.707198192382
12029,2014,4760.675103762827
12031,2014,5154.062506358947
12033,2014,4347.853862860688
12035,2014,4282.3424022522095
12037,2014,4188.26677471637
12039,2014,4170.161975080757
12041,2014,4732.7227792026115
12043,2014,6038.724611708482
12045,2014,4616.671878301288
12047,2014,4489.089033018868
12049,2014,4805.298983633057
12051,2014,5091.71300577108
12053,2014,5345.9071637039
12055,2014,5250.611604127085
12057,2014,5160.148725038582
12059,2014,4392.504648307315
12061,2014,4565.630676296122
12063,2014,4212.093012228068
12065,2014,4656.058653149891
12067,2014,5242.179894179894
12069,2014,4657.108229899408
12071,2014,4519.398863988976
12073,2014,3976.2001077732243
12075,2014,4493.842040362731
12077,2014,4276.219532554257
12079,2014,4086.3444638949677
12081,2014,4660.8520090509355
12083,2014,4675.9698854291
12085,2014,4750.840374407752
12087,2014,4342.723350170531
12089,2014,4239.336496245635
12091,2014,4255.665057513698
12093,2014,6023.016762597984
12095,2014,4861.554945862761
12097,2014,4557.870833376322
12099,2014,5540.572977655762
12101,2014,5059.876716572018
12103,2014,5303.119270553431
12105,2014,4820.699273551977
12107,2014,5067.915301721909
12109,2014,4350.6431055567655
12111,2014,5002.23729978823
12113,2014,4231.892811059907
12115,2014,4452.75719259351
12117,2014,4895.495669009704
12119,2014,4109.1110801376835
12121,2014,4468.152142030104
12123,2014,4369.666997309417
12125,2014,5066.591715976331
12127,2014,4353.91898241206
12129,2014,4245.917798944228
12131,2014,4050.066430989094
12133,2014,4037.6161853593017
13001,2014,3772.530562347188
13003,2014,3968.6832298136646
13005,2014,5426.117832719621
13007,2014,4947.64705882353
13009,2014,4059.332165366615
13011,2014,3813.35901573215
13013,2014,4002.363530181438
13015,2014,4238.073823099842
13017,2014,3640.152191449314
13019,2014,3803.275853154085
13021,2014,4451.189414700685
13023,2014,4622.567307692308
13025,2014,4157.355670103093
13027,2014,4122.845578276902
13029,2014,4019.910054913842
13031,2014,4353.531435349941
13033,2014,3764.8333333333335
13035,2014,3780.160905289567
13037,2014,4289.07951653944
13039,2014,4181.694263660867
13043,2014,4141.073983341499
13045,2014,3966.146218954248
13047,2014,3951.891334953915
13049,2014,4124.792505854801
13051,2014,3965.525782516523
13053,2014,3902.476439790576
13055,2014,4111.7787862609
13057,2014,4109.888177977903
13059,2014,3616.987887362637
13061,2014,3897.1125611745515
13063,2014,3720.5968086754456
13065,2014,5395.045556385362
13067,2014,3792.4701447794814
13069,2014,4834.294430491948
13071,2014,4150.56513176306
13073,2014,3496.529331310228
13075,2014,3943.75543797766
13077,2014,3609.5146514113585
13079,2014,4094.005946481665
13081,2014,3911.179689366786
13083,2014,4167.769982009766
13085,2014,3778.29902948178
13087,2014,3432.874838947175
13089,2014,3768.08530607635
13091,2014,4296.968872320596
13093,2014,3354.2510060362174
13095,2014,3743.7474488432977
13097,2014,3805.370186346641
13099,2014,4382.904232578025
13101,2014,3004.026178010471
13103,2014,4029.4469153417585
13105,2014,3399.848106624853
13107,2014,3999.7253293025265
13109,2014,3691.9172062904718
13111,2014,3948.8840647188918
13113,2014,3574.8264846069033
13115,2014,4452.130038566981
13117,2014,4034.2008709035804
13119,2014,4110.220315181776
13121,2014,3816.1660133180253
13123,2014,3795.2820574393627
13125,2014,4112.085078534032
13127,2014,3828.679190323377
13129,2014,3999.2196468888287
13131,2014,3563.7989971659035
13133,2014,3678.9882149046794
13135,2014,3701.812432649387
13137,2014,3777.934793746468
13139,2014,3839.7088409687603
13141,2014,3388.2279459111396
13143,2014,4010.9587361878453
13145,2014,3460.1594737824216
13147,2014,3807.047005444646
13149,2014,3653.2383262583385
13151,2014,3455.929036521739
13153,2014,4577.6584533175
13155,2014,3817.3196721311474
13157,2014,3661.0183956002274
13159,2014,3792.626969416126
13161,2014,3981.817403220281
13163,2014,3883.7446170618696
13165,2014,4039.4821070234116
13167,2014,3931.8697142857145
13169,2014,4212.384342897627
13171,2014,3876.2301923703944
13173,2014,5007.282828282829
13175,2014,3935.847484748475
13177,2014,3379.5363237597912
13179,2014,3851.5207965312347
13181,2014,3471.435978835979
13183,2014,4361.416281221092
13185,2014,3759.28316479786
13187,2014,4054.0345057232053
13189,2014,3945.5563107049607
13191,2014,3828.212131837307
13193,2014,4222.885684320923
13195,2014,3879.347899159664
13197,2014,3160.9350912778905
13199,2014,3943.441021590311
13201,2014,4144.238596491228
13205,2014,4334.168126520682
13207,2014,4185.129044997606
13209,2014,3909.089015151515
13211,2014,3538.710442651015
13213,2014,3814.268732086802
13215,2014,3902.025726645524
13217,2014,4025.4171267887273
13219,2014,3576.6327077747987
13221,2014,4003.882941470735
13223,2014,3921.680990840303
13225,2014,4296.074046704109
13227,2014,3707.476340351639
13229,2014,3814.818447037702
13231,2014,3909.739581944865
13233,2014,4244.221379648817
13235,2014,4217.9518547750595
13237,2014,3924.6610533858834
13239,2014,3428.966346153846
13241,2014,4046.939851576995
13243,2014,3546.3367412140574
13245,2014,3613.259627954314
13247,2014,3889.3101760051672
13249,2014,3931.4633152173915
13251,2014,3734.952317880795
13253,2014,4108.479933802234
13255,2014,3969.9974686440005
13257,2014,4179.367978512204
13259,2014,4006.284693877551
13261,2014,3533.056924678931
13263,2014,4127.017673048601
13265,2014,3431.1835294117645
13267,2014,3914.1884615384615
13269,2014,3776.5393073117098
13271,2014,4628.7667560321715
13273,2014,3057.878243512974
13275,2014,3842.9452127659574
13277,2014,3919.7556665854254
13279,2014,4074.8595503048778
13281,2014,3518.6090325018895
13283,2014,4571.43294329433
13285,2014,3872.71098750381
13287,2014,4174.197974683544
13289,2014,4006.0329380764165
13291,2014,3559.46920294635
13293,2014,3621.191794267766
13295,2014,4020.8475107376285
13297,2014,4038.5979428385135
13299,2014,4438.104162150445
13301,2014,3890.1279170267935
13303,2014,3485.1477170993735
13305,2014,4750.340551514126
13307,2014,2256.954415954416
13309,2014,5025.722007722008
13311,2014,3870.709103544128
13313,2014,3781.0154159941308
13315,2014,4424.056369785795
13317,2014,4318.788300835655
13319,2014,4207.11213592233
13321,2014,3900.596884899683
15001,2014,2903.9224923709285
15003,2014,2808.2246575847107
15005,2014,2955.0
15007,2014,2772.684989756617
15009,2014,2815.000005798324
16001,2014,3273.5727571016255
16003,2014,3304.967751724138
16005,2014,4076.876339375241
16007,2014,4238.095347698335
16009,2014,3473.0043299319727
16011,2014,3665.562135862913
16013,2014,3587.88377076412
16015,2014,2754.8326848249026
16017,2014,3135.526897180914
16019,2014,3805.823713881909
16021,2014,2982.204951956074
16023,2014,4343.034736842105
16025,2014,3083.298387096774
16027,2014,3262.601427302208
16029,2014,4156.195527747552
16031,2014,3681.091810457516
16033,2014,2133.12101910828
16035,2014,4178.163441273326
16037,2014,3233.4908211678835
16039,2014,3240.6681590319795
16041,2014,3777.701728432564
16043,2014,3614.4632410533427
16045,2014,3251.756158663883
16047,2014,4332.65287786481
16049,2014,3429.3083035111413
16051,2014,3601.578065939169
16053,2014,4291.946405931957
16055,2014,3499.1170131633316
16057,2014,3665.751053433001
16059,2014,3188.699286654383
16061,2014,4001.2565594614807
16063,2014,3188.969680170576
16065,2014,3009.367622777945
16067,2014,3154.1237201286763
16069,2014,4018.897504167032
16071,2014,4704.183395113731
16073,2014,3287.057725373134
16075,2014,3285.335259156876
16077,2014,3370.693640383198
16079,2014,3807.6960078373745
16081,2014,4656.102301790282
16083,2014,3847.4947077544525
16085,2014,3946.7015295868996
16087,2014,3480.5571291512915
17001,2014,4253.179468365343
17003,2014,3956.6905594405594
17005,2014,4266.835771503612
17007,2014,4034.991897750511
17009,2014,3673.0439061317184
17011,2014,4053.9089909265876
17013,2014,3975.602305475504
17015,2014,3792.8514741331355
17017,2014,3842.851448236306
17019,2014,4059.2113323989315
17021,2014,4275.019141549786
17023,2014,4125.783854736843
17025,2014,4585.749333333333
17027,2014,3975.0564185314297
17029,2014,4533.948145490873
17031,2014,5202.675830484966
17033,2014,4064.536294474504
17035,2014,4252.4443062730625
17037,2014,4160.931992687386
17039,2014,4474.075766319773
17041,2014,3991.6674014506466
17043,2014,4317.708776494142
17045,2014,4686.067921980495
17047,2014,3853.021779425394
17049,2014,4045.746894409938
17051,2014,3977.501220416814
17053,2014,4536.171160986422
17055,2014,4435.228177315087
17057,2014,3941.995855929602
17059,2014,3687.810179090029
17061,2014,4967.059625606656
17063,2014,4642.452651194308
17065,2014,4227.158652830189
17067,2014,3687.8220492537316
17069,2014,4869.6375478384125
17071,2014,3972.2825410544515
17073,2014,3784.113731394708
17075,2014,4477.00072178748
17077,2014,4010.6141016333936
17079,2014,4267.329194749911
17081,2014,4282.078888687125
17083,2014,3963.232064281615
17085,2014,3740.938452227243
17087,2014,3597.546555378908
17089,2014,4428.751555671176
17091,2014,4690.157912274235
17093,2014,4055.9907914125015
17095,2014,3951.3333254480285
17097,2014,4430.286086333118
17099,2014,4320.194074212776
17101,2014,4548.767319411891
17103,2014,3978.545293627655
17105,2014,4007.382456323036
17107,2014,4109.735171986791
17109,2014,3605.3563050499115
17111,2014,4312.703890507163
17113,2014,3612.6294235730693
17115,2014,4317.014007885597
17117,2014,4301.780281432031
17119,2014,4185.084017560728
17121,2014,4756.2015947684085
17123,2014,3882.3605677804944
17125,2014,4393.074770977675
17127,2014,4261.464108705665
17129,2014,3732.1136586963644
17131,2014,3862.766937075203
17133,2014,4189.551107325383
17135,2014,4233.759380293771
17137,2014,3932.578610216784
17139,2014,4428.036229643372
17141,2014,4366.396073903003
17143,2014,3919.3492068571422
17145,2014,4451.076777798132
17147,2014,4989.887975069957
17149,2014,4331.264846466888
17151,2014,3594.5530245447353
17153,2014,4028.87908496732
17155,2014,3549.952430737062
17157,2014,4515.946798709246
17159,2014,4457.101612845673
17161,2014,3990.9103722097198
17163,2014,4295.410101499474
17165,2014,4181.647152678995
17167,2014,4132.917224828762
17169,2014,4248.624792452831
17171,2014,4206.013908839779
17173,2014,4217.387441923284
17175,2014,3621.8621082769387
17177,2014,3758.3933687226154
17179,2014,3960.5918630465976
17181,2014,3832.3974210307565
17183,2014,4501.648436238075
17185,2014,4478.179845234863
17187,2014,4105.868935807208
17189,2014,4648.849874229347
17191,2014,4126.47976499911
17193,2014,4084.20803918012
17195,2014,4233.023160315374
17197,2014,4926.874190843984
17199,2014,4048.922712431497
17201,2014,4081.0582959715994
17203,2014,4080.6076922176717
18001,2014,3934.7263663877516
18003,2014,3821.235691203244
18005,2014,3851.7501189682575
18007,2014,4019.921224489796
18009,2014,4545.43415
18011,2014,4005.443775041352
18013,2014,3530.9147012578615
18015,2014,3983.5258635496184
18017,2014,4494.7680150537635
18019,2014,4777.655857353423
18021,2014,4418.190420275089
18023,2014,4218.546000991695
18025,2014,4320.312051116144
18027,2014,4817.00168153555
18029,2014,4208.6229454545455
18031,2014,4046.3883583567067
18033,2014,3900.3685642201835
18035,2014,4264.866805727476
18037,2014,3769.3471051071397
18039,2014,3936.4145552756786
18041,2014,4332.263945197819
18043,2014,4431.490475973582
18045,2014,4000.595309882747
18047,2014,3488.0070921985816
18049,2014,3821.421259048604
18051,2014,4396.163970814132
18053,2014,4380.1854042255045
18055,2014,4282.921709653648
18057,2014,3830.432539973148
18059,2014,3830.300938954284
18061,2014,4234.371040250915
18063,2014,4119.45500142793
18065,2014,4404.855795802696
18067,2014,4402.990173852573
18069,2014,3595.1271020114946
18071,2014,3556.290649502013
18073,2014,4638.8026528430955
18075,2014,4174.605156435643
18077,2014,4234.103499946484
18079,2014,3750.2736317180616
18081,2014,3875.285489010429
18083,2014,4749.188444291135
18085,2014,3688.6991884922236
18087,2014,3188.8939669718184
18089,2014,5345.583108524538
18091,2014,4118.86744482437
18093,2014,3917.5664599011784
18095,2014,4623.793104194067
18097,2014,4658.4393131770275
18099,2014,3900.466841863668
18101,2014,4236.938447015834
18103,2014,3935.854435025098
18105,2014,3356.4802262767907
18107,2014,4129.413579457565
18109,2014,3837.0998329551185
18111,2014,4496.164473684211
18113,2014,3579.1580995824957
18115,2014,4663.268940256045
18117,2014,4293.640350029008
18119,2014,3543.352375
18121,2014,3951.988257683215
18123,2014,4532.220660704508
18125,2014,3780.5337564063916
18127,2014,4616.16739954201
18129,2014,4262.478776645042
18131,2014,4215.349333511063
18133,2014,4370.552746419545
18135,2014,3908.675353145504
18137,2014,3880.8855953582242
18139,2014,3901.219863267671
18141,2014,3885.9817741126544
18143,2014,4694.221466961745
18145,2014,4582.227308354866
18147,2014,3738.98140222063
18149,2014,4245.8069105280865
18151,2014,3913.176136432695
18153,2014,4465.995385556916
18155,2014,4270.975371747212
18157,2014,4102.907655817175
18159,2014,4628.150395165039
18161,2014,4140.132924335378
18163,2014,4423.407455738705
18165,2014,4778.35997230507
18167,2014,4752.633576417574
18169,2014,3745.030194188723
18171,2014,4119.255860362837
18173,2014,3878.1369598045744
18175,2014,4291.0148492136905
18177,2014,4608.056578248055
18179,2014,3830.4186958316136
18181,2014,4154.584443061605
18183,2014,3299.9373271250247
19001,2014,3872.685762426285
19003,2014,3968.3296303501947
19005,2014,3334.282753709199
19007,2014,3764.597809609745
19009,2014,4518.000787304204
19011,2014,3806.8235303591564
19013,2014,4065.7838203500078
19015,2014,3774.688004481165
19017,2014,4316.199708808542
19019,2014,4317.225468670833
19021,2014,3979.5583895062855
19023,2014,4218.372298270893
19025,2014,4054.2205841482246
19027,2014,3354.818429661941
19029,2014,4452.810056925996
19031,2014,3387.7004031402503
19033,2014,3602.246078323893
19035,2014,3627.7192320494532
19037,2014,4505.195074091778
19039,2014,4354.0840657241115
19041,2014,3500.9295664423225
19043,2014,3798.0861638669867
19045,2014,4201.634656559851
19047,2014,3448.9092741935483
19049,2014,3380.291939442712
19051,2014,3869.0608834062873
19053,2014,3697.6721050537208
19055,2014,3885.7308944014558
19057,2014,3554.3690831463928
19059,2014,3142.2407777926783
19061,2014,3407.700587576615
19063,2014,4422.4871364653245
19065,2014,4623.978433681073
19067,2014,4144.522370218579
19069,2014,4214.793130771522
19071,2014,5568.882407335154
19073,2014,4098.061323349633
19075,2014,4148.25667090216
19077,2014,4164.893545898689
19079,2014,4381.117623282134
19081,2014,4736.222715794898
19083,2014,4291.240625452439
19085,2014,4058.62311821348
19087,2014,3364.268316058045
19089,2014,3972.702115384616
19091,2014,3763.1650087770627
19093,2014,4413.551493710692
19095,2014,3977.626985854189
19097,2014,3795.2115484804626
19099,2014,3197.986391513983
19101,2014,3452.646366639141
19103,2014,3122.071536781449
19105,2014,4164.62105422829
19107,2014,3901.4721515408537
19109,2014,3763.2282198347107
19111,2014,3435.1832484421566
19113,2014,3466.223268766851
19115,2014,3102.061728395062
19117,2014,4145.564833052276
19119,2014,4123.301816044666
19121,2014,3660.3492104581933
19123,2014,3440.3774558774558
19125,2014,3870.3544194107453
19127,2014,3444.703334153947
19129,2014,3864.573301936159
19131,2014,3804.3781000218387
19133,2014,4176.874223181258
19135,2014,3649.239256198347
19137,2014,4607.413999479573
19139,2014,3885.248684322939
19141,2014,4113.773700875396
19143,2014,3673.7139608913144
19145,2014,4979.52368089321
19147,2014,4221.102499335283
19149,2014,3677.34383158867
19151,2014,4030.6815251944536
19153,2014,3275.0503851974136
19155,2014,3770.7347687019615
19157,2014,3168.525163016218
19159,2014,4558.532714285715
19161,2014,4283.5748033573145
19163,2014,3912.61213426581
19165,2014,4626.3156348847715
19167,2014,4034.4886076958105
19169,2014,3374.834408004447
19171,2014,3994.1945807622506
19173,2014,4452.153733179546
19175,2014,3298.6757374324884
19177,2014,4441.777414545455
19179,2014,4093.6701807879117
19181,2014,3336.1927235122685
19183,2014,3808.394852369293
19185,2014,3994.8195991091316
19187,2014,3496.79305083305
19189,2014,3786.6799553466512
19191,2014,3580.1343332246497
19193,2014,3779.356834512286
19195,2014,3357.1238349705304
19197,2014,5234.407328006237
20001,2014,4221.927880923451
20003,2014,4542.385521909512
20005,2014,4507.390865652454
20007,2014,4952.598497142858
20009,2014,4653.04374054683
20011,2014,3659.891459170013
20013,2014,4808.8175473427
20015,2014,3619.093009763293
20017,2014,3769.8899683877767
20019,2014,4449.688500727802
20021,2014,4338.240727794664
20023,2014,6076.625996810208
20025,2014,7012.944527736132
20027,2014,4424.8655456
20029,2014,3860.0696997245177
20031,2014,3960.1862156521743
20033,2014,5648.06487394958
20035,2014,3614.729390127894
20037,2014,4056.027903745284
20039,2014,5323.006051437216
20041,2014,4019.6464129319193
20043,2014,4087.652619141394
20045,2014,3545.5692900997697
20047,2014,4594.538230490018
20049,2014,4064.1760756501176
20051,2014,4316.144370093939
20053,2014,4848.45855466917
20055,2014,3618.1228021978022
20057,2014,3890.020581135449
20059,2014,3845.7292994186046
20061,2014,3681.1087402897333
20063,2014,5342.06531986532
20065,2014,5507.597418181818
20067,2014,3270.4558379037167
20069,2014,3342.3419569015728
20071,2014,5555.193939393939
20073,2014,4559.651680058437
20075,2014,5009.500763358778
20077,2014,4999.6338983050855
20079,2014,3636.719812140188
20081,2014,5105.182530795073
20083,2014,4701.055255813953
20085,2014,4374.056229591837
20087,2014,3617.940961981567
20089,2014,5040.815247175142
20091,2014,3942.3438554495156
20093,2014,4065.7410617551463
20095,2014,4778.822561156412
20097,2014,4191.449603624009
20099,2014,4234.346592012529
20101,2014,6309.7017310252995
20103,2014,3982.3378611054036
20105,2014,6341.612230026339
20107,2014,3958.953281368821
20109,2014,6727.250218216319
20111,2014,3741.9090402512797
20113,2014,3725.134627446853
20115,2014,3979.608929952729
20117,2014,4215.7384109518935
20119,2014,5178.286140089419
20121,2014,3825.461356817799
20123,2014,4159.245304758159
20125,2014,3935.538314364546
20127,2014,4109.757059304703
20129,2014,4209.9755319148935
20131,2014,4173.6696149645
20133,2014,4820.8383796648895
20135,2014,5461.262483612528
20137,2014,3863.407084468665
20139,2014,3670.4654486677114
20141,2014,5641.704927884615
20143,2014,4328.104890350877
20145,2014,6980.757281553398
20147,2014,5618.990161001789
20149,2014,4574.722003820844
20151,2014,4342.224407850965
20153,2014,5950.6583666377055
20155,2014,4027.89595678107
20157,2014,3907.1389978213506
20159,2014,4150.825990811639
20161,2014,3475.6733467778076
20163,2014,4722.683431952662
20165,2014,4915.958908327501
20167,2014,5129.838048200951
20169,2014,3864.9895306716026
20171,2014,5297.848848547718
20173,2014,3850.361731246518
20175,2014,4054.919616947185
20177,2014,3937.0910851321364
20179,2014,6409.817582417582
20181,2014,5234.966093366093
20183,2014,4545.210016163793
20185,2014,4974.44793880153
20187,2014,5566.05298013245
20189,2014,4476.987577639751
20191,2014,3245.111361631753
20193,2014,5498.32516083916
20195,2014,6427.855864144454
20197,2014,3477.264747137405
20199,2014,5348.968165584415
20201,2014,4442.050594377511
20203,2014,6120.391693430657
