fips,year,plan_count
29137,2015,9
29139,2015,13
29141,2015,19
29143,2015,10
29145,2015,36
29147,2015,7
29149,2015,12
29151,2015,14
29153,2015,24
29155,2015,13
29157,2015,13
29159,2015,14
29161,2015,22
29163,2015,16
29165,2015,32
29167,2015,30
29169,2015,25
29171,2015,13
29173,2015,12
29175,2015,17
29177,2015,15
29179,2015,10
29181,2015,11
29183,2015,48
29185,2015,21
29186,2015,12
29187,2015,22
29189,2015,89
29195,2015,15
29197,2015,11
29199,2015,10
29201,2015,13
29203,2015,11
29205,2015,10
29207,2015,13
29209,2015,38
29211,2015,11
29213,2015,54
29215,2015,17
29217,2015,23
29219,2015,20
29221,2015,17
29223,2015,13
29225,2015,27
29227,2015,7
29229,2015,28
29510,2015,54
30001,2015,4
30003,2015,5
30005,2015,6
30007,2015,4
30009,2015,12
30011,2015,2
30013,2015,16
30015,2015,6
30017,2015,2
30019,2015,2
30021,2015,3
30023,2015,8
30025,2015,3
30027,2015,6
30029,2015,16
30031,2015,10
30033,2015,2
30035,2015,3
30037,2015,8
30039,2015,5
30041,2015,5
30043,2015,7
30045,2015,4
30047,2015,9
30049,2015,10
30051,2015,5
30053,2015,12
30057,2015,6
30059,2015,2
30061,2015,5
30063,2015,11
30065,2015,6
30067,2015,6
30069,2015,2
30071,2015,4
30073,2015,7
30075,2015,3
30077,2015,5
30079,2015,3
30081,2015,14
30083,2015,3
30085,2015,2
30087,2015,6
30089,2015,5
30091,2015,2
30093,2015,7
30095,2015,6
30097,2015,7
30099,2015,7
30101,2015,4
30103,2015,7
30105,2015,3
30107,2015,5
30111,2015,13
31001,2015,4
31003,2015,1
31005,2015,2
31007,2015,2
31009,2015,3
31011,2015,3
31013,2015,3
31017,2015,2
31019,2015,6
31021,2015,7
31023,2015,3
31025,2015,11
31027,2015,2
31031,2015,1
31033,2015,3
31037,2015,3
31039,2015,6
31041,2015,1
31043,2015,9
31045,2015,3
31047,2015,6
31051,2015,6
31053,2015,10
31055,2015,45
31059,2015,2
31067,2015,4
31071,2015,1
31073,2015,4
31077,2015,1
31079,2015,6
31081,2015,4
31085,2015,1
31089,2015,1
31091,2015,3
31095,2015,3
31097,2015,1
31099,2015,2
31101,2015,3
31103,2015,3
31105,2015,1
31107,2015,3
31109,2015,16
31111,2015,4
31113,2015,3
31115,2015,2
31117,2015,3
31119,2015,5
31121,2015,2
31123,2015,4
31125,2015,2
31127,2015,1
31129,2015,2
31131,2015,7
31133,2015,1
31135,2015,2
31139,2015,3
31141,2015,6
31149,2015,1
31151,2015,2
31153,2015,29
31155,2015,13
31157,2015,7
31159,2015,3
31161,2015,4
31163,2015,3
31167,2015,6
31169,2015,2
31171,2015,2
31173,2015,5
31177,2015,12
31179,2015,3
31183,2015,3
31185,2015,1
32001,2015,10
32003,2015,185
32005,2015,20
32007,2015,13
32009,2015,2
32011,2015,1
32013,2015,6
32015,2015,2
32017,2015,1
32019,2015,23
32021,2015,4
32023,2015,24
32027,2015,2
32029,2015,13
32031,2015,62
32033,2015,2
32510,2015,15
33001,2015,10
33003,2015,6
33005,2015,8
33007,2015,3
33009,2015,10
33011,2015,30
33013,2015,14
33015,2015,24
33017,2015,8
33019,2015,4
34001,2015,44
34003,2015,60
34005,2015,44
34007,2015,62
34009,2015,27
34011,2015,17
34013,2015,71
34015,2015,32
34017,2015,61
34019,2015,30
34021,2015,38
34023,2015,61
34025,2015,67
34027,2015,50
34029,2015,72
34031,2015,48
34033,2015,18
34035,2015,29
34037,2015,23
34039,2015,56
34041,2015,23
35001,2015,75
35003,2015,8
35005,2015,17
35006,2015,16
35007,2015,16
35009,2015,5
35011,2015,8
35013,2015,32
35015,2015,13
35017,2015,19
35019,2015,12
35021,2015,3
35023,2015,7
35025,2015,9
35027,2015,18
35028,2015,12
35029,2015,23
35031,2015,11
35033,2015,11
35035,2015,25
35037,2015,8
35039,2015,17
35041,2015,11
35043,2015,48
35045,2015,11
35047,2015,20
35049,2015,44
35051,2015,17
35053,2015,16
35055,2015,14
35057,2015,24
35059,2015,6
35061,2015,32
36001,2015,70
36003,2015,44
36005,2015,181
36007,2015,67
36009,2015,52
36011,2015,33
36013,2015,44
36015,2015,24
36017,2015,46
36019,2015,18
36021,2015,35
36023,2015,33
36025,2015,41
36027,2015,63
36029,2015,95
36031,2015,35
36033,2015,18
36035,2015,39
36037,2015,34
36039,2015,43
36041,2015,29
36043,2015,45
36045,2015,29
36047,2015,201
36049,2015,25
36051,2015,29
36053,2015,41
36055,2015,103
36057,2015,44
36059,2015,137
36061,2015,194
36063,2015,57
36065,2015,60
36067,2015,82
36069,2015,43
36071,2015,84
36073,2015,36
36075,2015,47
36077,2015,33
36079,2015,34
36081,2015,188
36083,2015,58
36085,2015,131
36087,2015,61
36089,2015,23
36091,2015,76
36093,2015,60
36095,2015,31
36097,2015,19
36099,2015,31
36101,2015,25
36103,2015,127
36105,2015,33
36107,2015,40
36109,2015,31
36111,2015,51
36113,2015,40
36115,2015,36
36117,2015,37
36119,2015,140
36121,2015,39
36123,2015,32
37001,2015,36
37003,2015,29
37005,2015,19
37007,2015,15
37009,2015,17
37011,2015,22
37013,2015,21
37015,2015,17
37017,2015,16
37019,2015,44
37021,2015,53
37023,2015,28
37025,2015,47
37027,2015,29
37029,2015,3
37031,2015,16
37033,2015,30
37035,2015,54
37037,2015,41
37039,2015,23
37041,2015,16
37043,2015,11
37045,2015,27
37047,2015,14
37049,2015,20
37051,2015,57
37053,2015,6
37055,2015,13
37057,2015,46
37059,2015,38
37061,2015,17
37063,2015,61
37065,2015,13
37067,2015,71
37069,2015,29
37071,2015,51
37073,2015,10
37075,2015,5
37077,2015,16
37079,2015,15
37081,2015,75
37083,2015,18
37085,2015,23
37087,2015,30
37089,2015,40
37091,2015,14
37093,2015,20
37095,2015,14
37097,2015,51
37099,2015,23
37101,2015,37
37103,2015,14
37105,2015,24
37107,2015,11
37109,2015,38
37111,2015,28
37113,2015,21
37115,2015,19
37117,2015,14
37119,2015,133
37121,2015,17
37123,2015,15
37125,2015,30
37127,2015,21
37129,2015,43
37131,2015,17
37133,2015,41
37135,2015,40
37137,2015,14
37139,2015,10
37141,2015,26
37143,2015,12
37145,2015,27
37147,2015,40
37149,2015,21
37151,2015,33
37153,2015,16
37155,2015,17
37157,2015,29
37159,2015,46
37161,2015,22
37163,2015,20
37165,2015,14
37167,2015,20
37169,2015,31
37171,2015,21
37173,2015,14
37175,2015,28
37177,2015,7
37179,2015,42
37181,2015,21
37183,2015,131
37185,2015,20
37187,2015,8
37189,2015,15
37191,2015,20
37193,2015,34
37195,2015,17
37197,2015,26
37199,2015,21
38001,2015,8
38003,2015,11
38005,2015,2
38009,2015,1
38011,2015,8
38015,2015,16
38017,2015,21
38019,2015,8
38021,2015,10
38025,2015,8
38027,2015,8
38029,2015,8
38031,2015,9
38035,2015,12
38037,2015,8
38039,2015,10
38041,2015,8
38043,2015,10
38045,2015,8
38047,2015,8
38049,2015,9
38051,2015,8
38053,2015,2
38055,2015,9
38057,2015,8
38059,2015,13
38063,2015,1
38065,2015,9
38067,2015,8
38069,2015,10
38071,2015,2
38073,2015,8
38077,2015,13
38079,2015,3
38081,2015,9
38083,2015,9
38085,2015,8
38089,2015,11
38091,2015,8
38093,2015,11
38095,2015,1
38097,2015,10
38099,2015,9
38101,2015,15
38103,2015,2
38105,2015,4
39001,2015,26
39003,2015,36
39005,2015,23
39007,2015,33
39009,2015,14
39011,2015,30
39013,2015,26
39015,2015,34
39017,2015,70
39019,2015,34
39021,2015,32
39023,2015,60
39025,2015,58
39027,2015,28
39029,2015,53
39031,2015,23
39033,2015,23
39035,2015,114
39037,2015,27
39039,2015,18
39041,2015,53
39043,2015,32
39045,2015,36
39047,2015,24
39049,2015,128
39051,2015,31
39053,2015,18
39055,2015,55
39057,2015,58
39059,2015,19
39061,2015,85
39063,2015,20
39065,2015,16
39067,2015,28
39069,2015,26
39071,2015,27
39073,2015,16
39075,2015,28
39077,2015,13
39079,2015,19
39081,2015,37
39083,2015,26
39085,2015,63
39087,2015,25
39089,2015,48
39091,2015,20
39093,2015,72
39095,2015,74
39097,2015,34
39099,2015,85
39101,2015,19
39103,2015,71
39105,2015,9
39107,2015,25
39109,2015,39
39111,2015,26
39113,2015,85
39115,2015,12
39117,2015,28
39119,2015,37
39121,2015,24
39123,2015,38
39125,2015,18
39127,2015,23
39129,2015,31
39131,2015,19
39133,2015,61
39135,2015,32
39137,2015,21
39139,2015,31
39141,2015,15
39143,2015,20
39145,2015,15
39147,2015,17
39149,2015,29
39151,2015,83
39153,2015,102
39155,2015,73
39157,2015,29
39159,2015,29
39161,2015,26
39163,2015,13
39165,2015,63
39167,2015,27
39169,2015,36
39171,2015,17
39173,2015,44
39175,2015,9
40001,2015,12
40003,2015,10
40005,2015,6
40007,2015,4
40009,2015,8
40011,2015,10
40013,2015,13
40015,2015,12
40017,2015,31
40019,2015,9
40021,2015,14
40023,2015,8
40025,2015,4
40027,2015,41
40029,2015,7
40031,2015,21
40033,2015,8
40035,2015,14
40037,2015,27
40039,2015,8
40041,2015,19
40043,2015,10
40045,2015,4
40047,2015,12
40049,2015,17
40051,2015,22
40053,2015,10
40055,2015,4
40057,2015,4
40059,2015,3
40061,2015,14
40063,2015,10
40065,2015,5
40067,2015,12
40069,2015,9
40071,2015,10
40073,2015,11
40075,2015,11
40077,2015,8
40079,2015,11
40081,2015,18
40083,2015,25
40085,2015,9
40087,2015,22
40089,2015,9
40091,2015,15
40093,2015,11
40095,2015,12
40097,2015,20
40099,2015,7
40101,2015,25
40103,2015,10
40105,2015,10
40107,2015,15
40109,2015,67
40111,2015,17
40113,2015,25
40115,2015,11
40117,2015,12
40119,2015,13
40121,2015,14
40123,2015,15
40125,2015,27
40127,2015,17
40129,2015,4
40131,2015,27
40133,2015,15
40135,2015,14
40137,2015,12
40139,2015,6
40141,2015,11
40143,2015,76
40145,2015,27
40147,2015,15
40149,2015,6
40151,2015,9
40153,2015,9
41001,2015,9
41003,2015,33
41005,2015,74
41007,2015,19
41009,2015,24
41011,2015,19
41013,2015,18
41015,2015,21
41017,2015,37
41019,2015,40
41021,2015,3
41023,2015,8
41025,2015,5
41027,2015,15
41029,2015,39
41031,2015,16
41033,2015,35
41035,2015,31
41037,2015,10
41039,2015,70
41041,2015,21
41043,2015,37
41045,2015,9
41047,2015,60
41049,2015,11
41051,2015,87
41053,2015,40
41055,2015,8
41057,2015,13
41059,2015,20
41061,2015,6
41063,2015,5
41065,2015,11
41067,2015,93
41069,2015,9
41071,2015,32
42001,2015,45
42003,2015,126
42005,2015,43
42007,2015,62
42009,2015,46
42011,2015,88
42013,2015,54
42015,2015,26
42017,2015,114
42019,2015,59
42021,2015,66
42023,2015,36
42025,2015,43
42027,2015,41
42029,2015,89
42031,2015,41
42033,2015,52
42035,2015,36
42037,2015,38
42039,2015,45
42041,2015,74
42043,2015,68
42045,2015,110
42047,2015,31
42049,2015,77
42051,2015,54
42053,2015,33
42055,2015,46
42057,2015,31
42059,2015,37
42061,2015,39
42063,2015,41
42065,2015,37
42067,2015,31
42069,2015,68
42071,2015,98
42073,2015,58
42075,2015,54
42077,2015,86
42079,2015,56
42081,2015,47
42083,2015,29
42085,2015,55
42087,2015,35
42089,2015,55
42091,2015,107
42093,2015,34
42095,2015,92
42097,2015,46
42099,2015,38
42101,2015,132
42103,2015,32
42105,2015,37
42107,2015,56
42109,2015,33
42111,2015,47
42113,2015,27
42115,2015,33
42117,2015,24
42119,2015,31
42121,2015,46
42123,2015,34
42125,2015,72
42127,2015,36
42129,2015,76
42131,2015,28
42133,2015,80
44001,2015,17
44003,2015,29
44005,2015,22
44007,2015,50
44009,2015,23
45001,2015,18
45003,2015,37
45005,2015,16
45007,2015,44
45009,2015,17
45011,2015,17
45013,2015,66
45015,2015,41
45017,2015,15
45019,2015,66
45021,2015,27
45023,2015,22
45025,2015,18
45027,2015,18
45029,2015,23
45031,2015,17
45033,2015,13
45035,2015,37
45037,2015,20
45039,2015,16
45041,2015,28
45043,2015,19
45045,2015,83
45047,2015,26
45049,2015,17
45051,2015,105
45053,2015,25
45055,2015,16
45057,2015,27
45059,2015,21
45061,2015,18
45063,2015,42
45065,2015,24
45067,2015,15
45069,2015,14
45071,2015,22
45073,2015,29
45075,2015,24
45077,2015,29
45079,2015,60
45081,2015,17
45083,2015,50
45085,2015,21
45087,2015,20
45089,2015,14
45091,2015,50
46003,2015,8
46005,2015,11
46007,2015,9
46009,2015,12
46011,2015,12
46013,2015,10
46015,2015,10
46017,2015,8
46019,2015,10
46021,2015,9
46023,2015,9
46025,2015,10
46027,2015,13
46029,2015,13
46031,2015,1
46033,2015,11
46035,2015,13
46037,2015,13
46039,2015,14
46041,2015,9
46043,2015,9
46045,2015,9
46047,2015,13
46049,2015,2
46051,2015,10
46053,2015,8
46055,2015,9
46057,2015,12
46059,2015,9
46061,2015,16
46063,2015,8
46065,2015,10
46067,2015,11
46069,2015,1
46071,2015,9
46073,2015,8
46075,2015,9
46077,2015,10
46079,2015,20
46081,2015,14
46083,2015,13
46085,2015,9
46087,2015,12
46089,2015,9
46091,2015,10
46093,2015,12
46095,2015,9
46097,2015,11
46099,2015,40
46101,2015,11
46103,2015,35
46105,2015,10
46107,2015,2
46109,2015,11
46111,2015,10
46113,2015,10
46115,2015,11
46117,2015,10
46119,2015,1
46121,2015,9
46123,2015,11
46125,2015,13
46127,2015,16
46129,2015,1
46135,2015,14
46137,2015,9
47001,2015,35
47003,2015,27
47005,2015,21
47007,2015,23
47009,2015,45
47011,2015,44
47013,2015,24
47015,2015,21
47017,2015,21
47019,2015,30
47021,2015,25
47023,2015,21
47025,2015,25
47027,2015,15
47029,2015,31
47031,2015,35
47033,2015,16
47035,2015,36
47037,2015,85
47039,2015,17
47041,2015,27
47043,2015,25
47045,2015,22
47047,2015,30
47049,2015,17
47051,2015,30
47053,2015,17
47055,2015,22
47057,2015,28
47059,2015,33
47061,2015,26
47063,2015,34
47065,2015,72
47067,2015,29
47069,2015,20
47071,2015,24
47073,2015,41
47075,2015,17
47077,2015,19
47079,2015,22
47081,2015,20
47083,2015,15
47085,2015,17
47087,2015,18
47089,2015,28
47091,2015,26
47093,2015,68
47095,2015,10
47097,2015,17
47099,2015,25
47101,2015,22
47103,2015,19
47105,2015,35
47107,2015,27
47109,2015,22
47111,2015,22
47113,2015,35
47115,2015,29
47117,2015,23
47119,2015,34
47121,2015,23
47123,2015,35
47125,2015,44
47127,2015,15
47129,2015,29
47131,2015,16
47133,2015,28
47135,2015,17
47137,2015,14
47139,2015,24
47141,2015,27
47143,2015,26
47145,2015,35
47147,2015,25
47149,2015,58
47151,2015,27
47153,2015,30
47155,2015,58
47157,2015,81
47159,2015,22
47161,2015,17
47163,2015,54
47165,2015,53
47167,2015,25
47169,2015,18
47171,2015,23
47173,2015,27
47175,2015,15
47177,2015,27
47179,2015,39
47181,2015,22
47183,2015,16
47185,2015,22
47187,2015,58
47189,2015,44
48001,2015,39
48003,2015,7
48005,2015,22
48007,2015,27
48009,2015,11
48011,2015,8
48013,2015,31
48015,2015,34
48017,2015,11
48019,2015,20
48021,2015,39
48023,2015,7
48025,2015,20
48027,2015,66
48029,2015,138
48031,2015,35
48033,2015,9
48035,2015,29
48037,2015,28
48039,2015,49
48041,2015,39
48043,2015,11
48045,2015,7
48047,2015,12
48049,2015,14
48051,2015,32
48053,2015,36
48055,2015,23
48057,2015,13
48059,2015,8
48061,2015,50
48063,2015,14
48065,2015,8
48067,2015,34
48069,2015,7
48071,2015,24
48073,2015,37
48075,2015,7
48077,2015,9
48079,2015,8
48081,2015,28
48083,2015,27
48085,2015,119
48087,2015,7
48089,2015,31
48091,2015,47
48093,2015,12
48095,2015,23
48097,2015,23
48099,2015,32
48101,2015,7
48103,2015,10
48105,2015,24
48107,2015,11
48109,2015,10
48111,2015,8
48113,2015,159
48115,2015,8
48117,2015,11
48119,2015,12
48121,2015,111
48123,2015,14
48125,2015,9
48127,2015,11
48129,2015,7
48131,2015,13
48133,2015,12
48135,2015,19
48137,2015,8
48139,2015,37
48141,2015,73
48143,2015,13
48145,2015,28
48147,2015,20
48149,2015,36
48151,2015,7
48153,2015,13
48155,2015,8
48157,2015,99
48159,2015,18
48161,2015,30
48163,2015,14
48165,2015,9
48167,2015,62
48169,2015,13
48171,2015,20
48173,2015,7
48175,2015,14
48177,2015,12
48179,2015,12
48181,2015,27
48183,2015,45
48185,2015,32
48187,2015,43
48189,2015,16
48191,2015,7
48193,2015,28
48195,2015,7
48197,2015,7
48199,2015,27
48201,2015,222
48203,2015,39
48205,2015,7
48207,2015,8
48209,2015,50
48211,2015,7
48213,2015,51
48215,2015,76
48217,2015,30
48219,2015,12
48221,2015,36
48223,2015,15
48225,2015,14
48227,2015,13
48229,2015,12
48231,2015,18
48233,2015,13
48235,2015,23
48237,2015,10
48239,2015,16
48241,2015,15
48243,2015,7
48245,2015,51
48247,2015,7
48249,2015,20
48251,2015,50
48253,2015,11
48255,2015,12
48257,2015,39
48259,2015,29
48261,2015,7
48263,2015,8
48265,2015,22
48267,2015,24
48269,2015,7
48271,2015,10
48273,2015,24
48275,2015,8
48277,2015,18
48279,2015,15
48281,2015,27
48283,2015,13
48285,2015,27
48287,2015,31
48289,2015,32
48291,2015,35
48293,2015,26
48295,2015,8
48297,2015,10
48299,2015,31
48301,2015,9
48303,2015,34
48305,2015,12
48307,2015,23
48309,2015,45
48311,2015,9
48313,2015,28
48315,2015,29
48317,2015,8
48319,2015,25
48321,2015,15
48323,2015,13
48325,2015,21
48327,2015,23
48329,2015,22
48331,2015,28
48333,2015,23
48335,2015,7
48337,2015,9
48339,2015,91
48341,2015,8
48343,2015,14
48345,2015,7
48347,2015,15
48349,2015,22
48351,2015,14
48353,2015,8
48355,2015,58
48357,2015,8
48359,2015,9
48361,2015,29
48363,2015,14
48365,2015,13
48367,2015,34
48369,2015,9
48371,2015,9
48373,2015,63
48375,2015,31
48377,2015,10
48379,2015,34
48381,2015,23
48383,2015,23
48385,2015,9
48387,2015,13
48389,2015,9
48391,2015,12
48393,2015,7
48395,2015,28
48397,2015,44
48399,2015,25
48401,2015,36
48403,2015,14
48405,2015,11
48407,2015,17
48409,2015,31
48411,2015,25
48413,2015,23
48415,2015,11
48417,2015,8
48419,2015,19
48421,2015,7
48423,2015,59
48425,2015,25
48427,2015,11
48429,2015,8
48431,2015,24
48433,2015,7
48435,2015,23
48437,2015,10
48439,2015,155
48441,2015,18
48443,2015,9
48445,2015,12
48447,2015,7
48449,2015,19
48451,2015,42
48453,2015,107
48455,2015,17
48457,2015,16
48459,2015,19
48461,2015,7
48463,2015,9
48465,2015,12
48467,2015,45
48469,2015,19
48471,2015,21
48473,2015,40
48475,2015,12
48477,2015,35
48479,2015,28
48481,2015,18
48483,2015,8
48485,2015,18
48487,2015,8
48489,2015,16
48491,2015,108
48493,2015,23
48495,2015,9
48497,2015,28
48499,2015,44
48501,2015,8
48503,2015,8
48505,2015,11
48507,2015,14
49001,2015,4
49003,2015,10
49005,2015,15
49007,2015,4
49009,2015,3
49011,2015,35
49013,2015,8
49015,2015,1
49017,2015,4
49019,2015,2
49021,2015,15
49023,2015,2
49025,2015,3
49027,2015,4
49029,2015,6
49033,2015,4
49035,2015,73
49037,2015,2
49039,2015,6
49041,2015,4
49043,2015,10
49045,2015,15
49047,2015,8
49049,2015,41
49051,2015,10
49053,2015,32
49055,2015,3
49057,2015,27
50001,2015,8
50003,2015,10
50005,2015,6
50007,2015,14
50009,2015,5
50011,2015,5
50013,2015,3
50015,2015,7
50017,2015,4
50019,2015,2
50021,2015,15
50023,2015,12
50025,2015,14
50027,2015,11
51001,2015,10
51003,2015,21
51005,2015,8
51007,2015,11
51009,2015,10
51011,2015,11
51013,2015,33
51015,2015,14
51017,2015,8
51019,2015,27
51021,2015,9
51023,2015,17
51025,2015,10
51027,2015,14
51029,2015,13
51031,2015,13
51033,2015,12
51035,2015,15
51036,2015,8
51037,2015,11
51041,2015,57
51043,2015,7
51045,2015,12
51047,2015,13
51049,2015,9
51051,2015,17
51053,2015,19
51057,2015,11
51059,2015,85
51061,2015,17
51063,2015,15
51065,2015,11
51067,2015,17
51069,2015,10
51071,2015,12
51073,2015,22
51075,2015,19
51077,2015,15
51079,2015,14
51081,2015,15
51083,2015,14
51085,2015,42
51087,2015,54
51089,2015,19
51091,2015,6
51093,2015,14
51095,2015,16
51097,2015,7
51099,2015,11
51101,2015,12
51103,2015,11
51105,2015,14
51107,2015,48
51109,2015,18
51111,2015,9
51113,2015,6
51115,2015,10
51117,2015,17
51119,2015,10
51121,2015,17
51125,2015,12
51127,2015,14
51131,2015,8
51133,2015,9
51135,2015,11
51137,2015,21
51139,2015,6
51141,2015,12
51143,2015,14
51145,2015,20
51147,2015,16
51149,2015,12
51153,2015,58
51155,2015,15
51157,2015,4
51159,2015,10
51161,2015,21
51163,2015,9
51165,2015,24
51167,2015,19
51169,2015,16
51171,2015,8
51173,2015,13
51175,2015,9
51177,2015,30
51179,2015,31
51181,2015,9
51183,2015,9
51185,2015,20
51187,2015,8
51191,2015,23
51193,2015,9
51195,2015,13
51197,2015,23
51199,2015,23
51510,2015,41
51515,2015,13
51520,2015,15
51530,2015,7
51540,2015,9
51550,2015,44
51560,2015,2
51570,2015,16
51580,2015,8
51590,2015,15
51595,2015,11
51600,2015,22
51610,2015,21
51620,2015,7
51630,2015,14
51640,2015,6
51650,2015,34
51660,2015,14
51670,2015,17
51678,2015,6
51680,2015,18
51683,2015,23
51685,2015,21
51690,2015,16
51700,2015,42
51710,2015,38
51720,2015,11
51730,2015,20
51735,2015,17
51740,2015,26
51750,2015,14
51760,2015,44
51770,2015,27
51775,2015,23
51780,2015,2
51790,2015,9
51800,2015,22
51810,2015,63
51820,2015,11
51830,2015,9
51840,2015,10
53001,2015,6
53003,2015,7
53005,2015,21
53007,2015,16
53009,2015,13
53011,2015,78
53013,2015,2
53015,2015,24
53017,2015,9
53019,2015,3
53021,2015,10
53025,2015,17
53027,2015,19
53029,2015,24
53031,2015,9
53033,2015,130
53035,2015,40
53037,2015,9
53039,2015,5
53041,2015,35
53043,2015,2
53045,2015,16
53047,2015,9
53049,2015,9
53051,2015,4
53053,2015,81
53055,2015,8
53057,2015,28
53059,2015,9
53061,2015,86
53063,2015,63
53065,2015,17
53067,2015,50
53069,2015,4
53071,2015,10
53073,2015,43
53075,2015,3
53077,2015,20
54001,2015,18
54003,2015,28
54005,2015,17
54007,2015,19
54009,2015,18
54011,2015,27
54013,2015,15
54015,2015,18
54017,2015,18
54019,2015,17
54021,2015,17
54023,2015,15
54025,2015,20
54027,2015,12
54029,2015,26
54031,2015,19
54033,2015,28
54035,2015,20
54037,2015,17
54039,2015,27
54041,2015,16
54043,2015,14
54045,2015,14
54047,2015,16
54049,2015,20
54051,2015,18
54053,2015,21
54055,2015,23
54057,2015,7
54059,2015,13
54061,2015,21
54063,2015,15
54065,2015,12
54067,2015,20
54069,2015,29
54071,2015,10
54073,2015,9
54075,2015,12
54077,2015,16
54079,2015,16
54081,2015,24
54083,2015,17
54085,2015,15
54087,2015,19
54089,2015,18
54091,2015,16
54093,2015,16
54095,2015,16
54097,2015,20
54099,2015,21
54101,2015,14
54103,2015,22
54105,2015,13
54107,2015,22
54109,2015,15
55001,2015,18
55003,2015,19
55005,2015,25
55007,2015,23
55009,2015,36
55011,2015,11
55013,2015,26
55015,2015,27
55017,2015,25
55019,2015,11
55021,2015,19
55023,2015,13
55025,2015,50
55027,2015,28
55029,2015,13
55031,2015,27
55033,2015,27
55035,2015,25
55037,2015,7
55039,2015,32
55041,2015,13
55043,2015,16
55045,2015,17
55047,2015,22
55049,2015,17
55051,2015,9
55053,2015,16
55055,2015,27
55057,2015,17
55059,2015,32
55061,2015,20
55063,2015,20
55065,2015,12
55067,2015,14
55069,2015,11
55071,2015,25
55073,2015,24
55075,2015,22
55077,2015,22
55078,2015,11
55079,2015,77
55081,2015,17
55083,2015,28
55085,2015,16
55087,2015,36
55089,2015,31
55091,2015,13
55093,2015,24
55095,2015,25
55097,2015,25
55099,2015,8
55101,2015,40
55103,2015,15
55105,2015,26
55107,2015,9
55109,2015,30
55111,2015,26
55113,2015,19
55115,2015,31
55117,2015,36
55119,2015,9
55121,2015,17
55123,2015,15
55125,2015,17
55127,2015,16
55129,2015,24
55131,2015,32
55133,2015,61
55135,2015,34
55137,2015,30
55139,2015,39
55141,2015,19
56001,2015,3
56003,2015,3
56005,2015,8
56007,2015,1
56009,2015,1
56011,2015,3
56013,2015,7
56017,2015,1
56021,2015,8
56023,2015,4
56025,2015,11
56029,2015,7
56031,2015,2
56033,2015,6
56037,2015,7
56039,2015,8
56041,2015,3
56045,2015,4
72001,2015,40
72003,2015,39
72005,2015,40
72007,2015,40
72009,2015,39
72011,2015,39
72013,2015,40
72015,2015,39
72017,2015,39
72019,2015,39
72021,2015,44
72023,2015,41
72025,2015,47
72027,2015,40
72029,2015,44
72031,2015,43
72033,2015,44
72035,2015,40
72037,2015,43
72039,2015,39
72041,2015,41
72043,2015,40
72045,2015,40
72047,2015,39
72049,2015,43
72051,2015,40
72053,2015,43
72054,2015,39
72055,2015,41
72057,2015,43
72059,2015,39
72061,2015,44
72063,2015,39
72065,2015,40
72067,2015,39
72069,2015,41
72071,2015,39
72073,2015,39
72075,2015,39
72077,2015,39
72079,2015,39
72081,2015,40
72083,2015,39
72085,2015,40
72087,2015,43
72089,2015,43
72091,2015,39
72093,2015,39
72095,2015,39
72097,2015,42
72099,2015,40
72101,2015,39
72103,2015,41
72105,2015,39
72107,2015,41
72109,2015,40
72111,2015,39
72113,2015,42
72115,2015,39
72117,2015,40
72119,2015,44
72121,2015,40
72123,2015,40
72125,2015,40
72127,2015,47
72129,2015,41
72131,2015,40
72133,2015,39
72135,2015,39
72137,2015,43
72139,2015,43
72141,2015,39
72143,2015,40
72145,2015,40
72147,2015,44
72149,2015,39
72151,2015,39
72153,2015,39
78010,2015,4
78020,2015,1
01001,2016,25
01003,2016,71
01005,2016,24
01007,2016,20
01009,2016,25
01011,2016,13
01013,2016,11
01015,2016,25
01017,2016,11
01019,2016,19
01021,2016,24
01023,2016,5
01025,2016,12
01027,2016,11
01029,2016,8
01031,2016,11
01033,2016,12
01035,2016,5
01037,2016,9
01039,2016,16
01041,2016,13
01043,2016,25
01045,2016,14
01047,2016,19
01049,2016,21
01051,2016,24
01053,2016,18
01055,2016,24
01057,2016,13
01059,2016,13
01061,2016,8
01063,2016,5
01065,2016,11
01067,2016,9
01069,2016,23
01071,2016,14
01073,2016,67
01075,2016,9
01077,2016,21
01079,2016,14
01081,2016,27
01083,2016,28
01085,2016,19
01087,2016,16
01089,2016,54
01091,2016,9
01093,2016,14
01095,2016,24
01097,2016,62
01099,2016,9
01101,2016,38
01103,2016,22
01105,2016,6
01107,2016,6
01109,2016,20
01111,2016,14
01113,2016,19
01115,2016,26
01117,2016,46
01119,2016,8
01121,2016,22
01123,2016,17
01125,2016,31
01127,2016,27
01129,2016,7
01131,2016,9
01133,2016,12
02020,2016,24
02050,2016,1
02068,2016,1
02090,2016,10
02110,2016,2
02122,2016,6
02130,2016,3
02170,2016,9
02180,2016,1
02220,2016,1
02230,2016,1
02261,2016,2
02270,2016,1
04001,2016,27
04003,2016,53
04005,2016,34
04007,2016,43
04009,2016,23
04011,2016,9
04012,2016,28
04013,2016,336
04015,2016,111
04017,2016,41
04019,2016,194
04021,2016,139
04023,2016,33
04025,2016,113
04027,2016,61
05001,2016,13
05003,2016,11
05005,2016,34
05007,2016,53
05009,2016,21
05011,2016,12
05013,2016,9
05015,2016,36
05017,2016,12
05019,2016,16
05021,2016,10
05023,2016,25
05025,2016,13
05027,2016,12
05029,2016,22
